No,ISIN CODE,Year,CASH DIVIDENDS PAID - TOTAL,CASH,TOTAL DEBT,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,TOTAL ASSETS,FREE CASH FLOW,A_prev,LEV,Q,kz
479,JP3322930003,2024,,,,526663.2,,,79905000,1065740000,,,
480,JP3951600000,2014,7834000,138781000,35605000,1544014,419892000,691795000,68892000,,0.084795614,0.003677169,
480,JP3951600000,2015,8284000,138503000,70223000,1567916,387472000,700406000,68892000,691795000,0.181233741,0.004046527,-0.267670432
480,JP3951600000,2016,9173000,175742000,73686000,1482862,387649000,708698000,95056000,700406000,0.190084329,0.00382527,-0.387308853
480,JP3951600000,2017,9986000,169903000,64367000,1630310,387568000,727193000,98807000,708698000,0.166079243,0.004206513,-0.490968052
480,JP3951600000,2018,13592000,135065000,40423000,1909685,441456000,786065000,113728000,727193000,0.09156745,0.004325878,-0.853168462
480,JP3951600000,2019,15482000,128787000,82558000,2278461,473073000,850862000,88973000,786065000,0.174514293,0.004816299,-0.560390371
480,JP3951600000,2020,17895000,199522000,68339000,3229579,493002000,880335000,133510000,850862000,0.138618099,0.006550844,-0.862259803
480,JP3951600000,2021,20301000,187547000,75463000,2812999,557639000,973744000,124380000,880335000,0.135325901,0.00504448,-0.909576015
480,JP3951600000,2022,22053000,217153000,57123000,2766437,618883000,1034358000,92549000,973744000,0.09230016,0.004470048,-0.995202282
480,JP3951600000,2023,23095000,253770000,61342000,3228337,695719000,1119733000,138877000,1034358000,0.088170655,0.004640289,-1.064106163
480,JP3951600000,2024,,,,2921024,,,152614000,1119733000,,,
481,JP3156400008,2014,2884000,46146000,8301000,155406.7,187786000,254161000,8697000,,0.044204573,0.000827573,
481,JP3156400008,2015,3388000,60765000,14088000,248539,215925000,293471000,12557000,254161000,0.065244877,0.001151043,-0.687146085
481,JP3156400008,2016,3133000,54595000,14552000,187381.6,208706000,293409000,14539000,293471000,0.069724876,0.000897826,-0.498314495
481,JP3156400008,2017,3347000,63963000,27789000,232761.2,212646000,307397000,14179000,293409000,0.130681978,0.001094595,-0.376732409
481,JP3156400008,2018,3329000,74725000,26827000,182913.7,215077000,306710000,10613000,307397000,0.124732073,0.000850457,-0.391747965
481,JP3156400008,2019,3335000,85655000,29195000,219418.5,213102000,304524000,1719000,306710000,0.137000122,0.001029641,-0.3735239
481,JP3156400008,2020,6312000,60679000,22415000,157734,200616000,272941000,10698000,304524000,0.111730869,0.000786248,-0.767873622
481,JP3156400008,2021,3141000,73670000,24905000,289179.1,211103000,288281000,19581000,272941000,0.117975585,0.001369848,-0.512258638
481,JP3156400008,2022,3139000,88687000,18660000,208153.1,235118000,316961000,9314000,288281000,0.079364404,0.000885313,-0.619151185
481,JP3156400008,2023,6037000,64219000,8316000,234897.1,244093000,319289000,1484000,316961000,0.034068982,0.000962326,-0.918872119
481,JP3156400008,2024,5891000,65651000,32851000,230318.7,236964000,333335000,14963000,319289000,0.138632873,0.000971956,-0.61323466
482,JP3944130008,2014,7889000,46318000,668000,545681.3,131713000,160120000,25105000,,0.005071633,0.004142957,
482,JP3944130008,2015,9656000,49862000,360000,676306.6,143373000,170461000,26294000,160120000,0.002510933,0.004717113,-2.955182726
482,JP3944130008,2016,10266000,62290000,254000,534717.6,154418000,183559000,29007000,170461000,0.001644886,0.003462793,-3.032088774
482,JP3944130008,2017,11178000,74778000,4092000,768088.4,158336000,194049000,30254000,183559000,0.025843775,0.004851003,-3.032148667
482,JP3944130008,2018,11878000,39622000,3569000,633704.6,171132000,219060000,32921000,194049000,0.020855246,0.003703016,-2.798278981
482,JP3944130008,2019,12438000,51352000,3111000,639656.3,182123000,228761000,33090000,219060000,0.017081862,0.003512221,-2.65560932
482,JP3944130008,2020,12920000,50729000,3059000,623993.8,182434000,215171000,29366000,228761000,0.016767708,0.003420381,-2.605314389
482,JP3944130008,2021,14364000,67770000,3173000,587656.8,171827000,206628000,36743000,215171000,0.018466248,0.003420049,-3.172423346
482,JP3944130008,2022,14218000,79380000,2826000,562829.9,180337000,226055000,41699000,206628000,0.015670661,0.00312099,-3.384795895
482,JP3944130008,2023,17323000,92692000,2419000,692743,191455000,238799000,38180000,226055000,0.012634823,0.003618307,-3.705286043
482,JP3944130008,2024,16596000,109009000,2664000,674881.9,196000000,267245000,40930000,238799000,0.013591837,0.003443275,-3.483138289
483,JP3045540006,2014,13218906,50179477,269157000,451199.3,258335418,561415668,19710607,,1.041889657,0.001746564,
483,JP3045540006,2015,14943622,58186852,264707000,455077.5,297340410,598077982,20774130,561415668,0.890248991,0.001530493,1.56648255
483,JP3045540006,2016,16377482,64681393,277407000,508510.3,333592425,648105270,23839131,598077982,0.831574638,0.001524346,1.343161195
483,JP3045540006,2017,18815532,62327038,271607000,494313,353258384,663531788,27998962,648105270,0.768862148,0.001399296,1.0933511
483,JP3045540006,2018,21040077,49652710,257384000,534945.7,356029183,651242153,28956006,663531788,0.722929502,0.001502533,0.870681585
483,JP3045540006,2019,21792314,50475054,270777000,682603.9,367970269,678208740,28116697,651242153,0.735866516,0.001855052,0.838835439
483,JP3045540006,2020,21529652,65483364,296633000,372641.2,365666307,701982332,26897855,678208740,0.811212284,0.001019074,1.121673191
483,JP3045540006,2021,19647882,56568819,304433000,444051.1,363257030,707548743,22781079,701982332,0.838064992,0.001222416,1.383112534
483,JP3045540006,2022,19369047,58906454,313403000,476873.1,360338621,714899488,26212686,707548743,0.869745794,0.001323403,1.498821273
483,JP3045540006,2023,19742957,63266948,323853000,472225.1,360800336,727227771,26439096,714899488,0.897596171,0.001308827,1.569834165
483,JP3045540006,2024,,,,427605.4,,,28526060,727227771,,,
484,JP3246400000,2014,0,379495000,3141249000,611222.9,475534000,4403426000,64339000,,6.605729559,0.00128534,
484,JP3246400000,2015,0,512472000,3364751000,680927.9,431528000,4657663000,183369000,4403426000,7.797294729,0.001577946,24.281389
484,JP3246400000,2016,0,420340000,3246680000,503583.2,479930000,4611546000,336584000,4657663000,6.764903215,0.001049285,21.04424427
484,JP3246400000,2017,9583000,414476000,3336174000,621654.9,550966000,4457979000,247981000,4611546000,6.055135889,0.0011283,18.75295041
484,JP3246400000,2018,17065000,345701000,3270236000,624026.1,629141000,4558188000,215708000,4457979000,5.197938141,0.00099187,16.01441807
484,JP3246400000,2019,15300000,218236000,3250008000,467071.2,639436000,4604147000,289902000,4558188000,5.082616556,0.000730442,15.69480452
484,JP3246400000,2020,18820000,204040000,3437998000,426765.6,610641000,4783791000,291856000,4604147000,5.630146027,0.000698881,17.38940823
484,JP3246400000,2021,17450000,234163000,3548526000,385985.7,653586000,4982921000,217939000,4783791000,5.429317641,0.000590566,16.78818912
484,JP3246400000,2022,19821000,261660000,3669679000,339989.9,645497000,5201623000,-4098000,4982921000,5.685044237,0.00052671,17.61960299
484,JP3246400000,2023,10554000,295450000,4013811000,492677.1,582064000,5431341000,480149000,5201623000,6.895824171,0.000846431,21.39862322
484,JP3246400000,2024,57000,392761000,3788725000,777661.3,890530000,5579049000,585208000,5431341000,4.254460827,0.000873257,13.15152901
485,JP3196000008,2014,5781000,30532000,774328000,782688.6,264228000,1238399000,66276000,,2.930529694,0.002962171,
485,JP3196000008,2015,5786000,19466000,741839000,840174.1,304532000,1247549000,71163000,1238399000,2.435996874,0.002758903,7.38393112
485,JP3196000008,2016,6503000,27394000,727802000,772002.3,312848000,1251309000,84571000,1247549000,2.326375748,0.002467659,6.999773545
485,JP3196000008,2017,6504000,19361000,715475000,850860.4,334263000,1264221000,83904000,1251309000,2.14045527,0.002545482,6.426047223
485,JP3196000008,2018,7220000,44013000,731123000,867074.7,359979000,1291684000,76020000,1264221000,2.031015698,0.002408681,6.043633261
485,JP3196000008,2019,7223000,21762000,722341000,1004892,382384000,1303141000,75504000,1291684000,1.88904609,0.002627966,5.628081013
485,JP3196000008,2020,7948000,28594000,743840000,1019264,387134000,1321475000,38255000,1303141000,1.921401892,0.002632845,5.7320002
485,JP3196000008,2021,3656000,49397000,796320000,878497.6,349878000,1321041000,51736000,1321475000,2.275993346,0.002510868,6.947007525
485,JP3196000008,2022,3645000,21982000,770138000,622392.4,346863000,1279244000,56383000,1321041000,2.220294468,0.001794346,6.795995881
485,JP3196000008,2023,3640000,67604000,719867000,824881.3,387387000,1273723000,65838000,1279244000,1.858263184,0.002129347,5.599840703
485,JP3196000008,2024,11637000,60662000,643255000,592544.1,459253000,1299116000,71701000,1273723000,1.400654977,0.001290235,3.91584715
486,JP3819400007,2014,10360000,37119000,141726000,347315.3,577805000,993411000,18340000,,0.245283443,0.000601094,
486,JP3819400007,2015,8991000,36851000,128313000,336912.4,633568000,1050838000,42246000,993411000,0.202524433,0.00053177,0.185733894
486,JP3819400007,2016,9706000,50544000,165544000,355117.4,629785000,1118824000,45791000,1050838000,0.262857959,0.000563871,0.352244069
486,JP3819400007,2017,9334000,64081000,192286000,408077.8,667843000,1168801000,41397000,1118824000,0.287920963,0.000611039,0.460877844
486,JP3819400007,2018,9343000,85017000,214424000,404453.9,706544000,1233733000,47058000,1168801000,0.303482869,0.00057244,0.499948343
486,JP3819400007,2019,9825000,75655000,221094000,340284.6,729355000,1270448000,90963000,1233733000,0.303136333,0.000466556,0.481498589
486,JP3819400007,2020,10290000,76126000,246932000,240751.9,735431000,1242060000,31965000,1270448000,0.335765014,0.000327362,0.629004522
486,JP3819400007,2021,9316000,104851000,287319000,295787.7,774011000,1325087000,42492000,1242060000,0.371207903,0.000382149,0.722739496
486,JP3819400007,2022,8111000,103960000,270910000,237473.3,798069000,1326006000,56484000,1325087000,0.339456864,0.00029756,0.677130335
486,JP3819400007,2023,9022000,109669000,275260000,362416,837680000,1373139000,54767000,1326006000,0.328598033,0.000432643,0.611755474
486,JP3819400007,2024,12088000,76077000,323108000,409372,857920000,1442655000,48732000,1373139000,0.376617866,0.000477168,0.724981427
487,JP3144000001,2014,1808000,14251000,44883000,84738.69,94651000,305562000,23604000,,0.474194673,0.000895275,
487,JP3144000001,2015,2599000,16184000,52103000,112205.8,97432000,315611000,21578000,305562000,0.534762706,0.001151632,1.2013923
487,JP3144000001,2016,2599000,24824000,48238000,97712.5,100526000,292431000,28627000,315611000,0.479855958,0.000972012,0.985816543
487,JP3144000001,2017,2881000,22727000,51716000,136634.1,108511000,333244000,24080000,292431000,0.476596843,0.001259173,0.92117697
487,JP3144000001,2018,3898000,22573000,53270000,123777.1,116104000,372119000,24027000,333244000,0.458812789,0.001066088,0.815545135
487,JP3144000001,2019,4971000,18725000,45252000,105426.8,122290000,364460000,22796000,372119000,0.370038433,0.000862105,0.504732052
487,JP3144000001,2020,4859000,19243000,87484000,113140.9,128333000,377283000,43072000,364460000,0.681695277,0.00088162,1.423788139
487,JP3144000001,2021,5084000,34841000,78243000,117816.2,136233000,398599000,36223000,377283000,0.57433221,0.000864814,1.051301133
487,JP3144000001,2022,5762000,38145000,90557000,118283.7,144297000,438605000,33694000,398599000,0.627573685,0.000819724,1.1866509
487,JP3144000001,2023,5536000,32013000,71805000,178594.4,152961000,423670000,35436000,438605000,0.469433385,0.001167581,0.796643908
487,JP3144000001,2024,5876000,30103000,58943000,192853.8,162543000,431325000,39125000,423670000,0.362630196,0.001186479,0.402914106
488,JP3274280001,2014,1243000,25896000,20715000,158792.6,68528000,162272000,16519000,,0.302285197,0.002317193,
488,JP3274280001,2015,686000,9043000,17954000,301873.9,74046000,162526000,3944000,162272000,0.242470896,0.004076843,0.497066399
488,JP3274280001,2016,2057000,13469000,25055000,377866.6,103771000,222713000,37268000,162526000,0.241445105,0.003641351,-0.081490458
488,JP3274280001,2017,2462000,15888000,22770000,459624.4,116227000,242428000,34406000,222713000,0.195909728,0.003954541,-0.070706756
488,JP3274280001,2018,3352000,16481000,37381000,623659.9,129732000,287174000,35797000,242428000,0.288140166,0.004807294,0.120412918
488,JP3274280001,2019,4400000,19364000,44938000,681309.2,143287000,321170000,62668000,287174000,0.31362231,0.004754857,0.071154327
488,JP3274280001,2020,4609000,38838000,39780000,906665,161925000,379526000,25626000,321170000,0.245669291,0.00559929,-0.035058368
488,JP3274280001,2021,5659000,51918000,47710000,902472,179721000,423524000,40549000,379526000,0.265467029,0.005021517,-0.043251246
488,JP3274280001,2022,6287000,23401000,62559000,632103.1,201785000,448525000,52040000,423524000,0.310028,0.003132557,0.189880981
488,JP3274280001,2023,6502000,32854000,86071000,504851.6,225912000,521282000,51466000,448525000,0.380993484,0.002234727,0.410665578
488,JP3274280001,2024,6912000,30533000,82699000,398456.1,237713000,534328000,91787000,521282000,0.34789431,0.001676207,0.313474996
489,JP3659000008,2014,21300000,55203000,978752000,1041132,783908000,2559370000,229836000,,1.248554677,0.00132813,
489,JP3659000008,2015,23249000,53592000,996744000,1578359,801265000,2651879000,250046000,2559370000,1.243962984,0.001969834,3.419861449
489,JP3659000008,2016,25197000,45973000,995308000,1233510,877863000,2718326000,228090000,2651879000,1.133785112,0.001405128,3.07374651
489,JP3659000008,2017,27118000,63578000,1062895000,1616137,940437000,2877075000,278151000,2718326000,1.130213932,0.001718496,3.019514367
489,JP3659000008,2018,29049000,82995000,1060797000,1450923,1020961000,2949317000,269015000,2877075000,1.039018141,0.001421135,2.730042854
489,JP3659000008,2019,32329000,109327000,1117427000,1878139,1079599000,3096847000,303339000,2949317000,1.035038936,0.001739664,2.663185299
489,JP3659000008,2020,34999000,78530000,1137235000,903672.6,1118026000,3138303000,-8892000,3096847000,1.017181175,0.000808275,2.714723017
489,JP3659000008,2021,24870000,210291000,1613086000,1355428,852914000,3287683000,-57763000,3138303000,1.891264535,0.001589173,5.55333851
489,JP3659000008,2022,23214000,319843000,1771961000,1428385,968939000,3504457000,92159000,3287683000,1.828764246,0.001474174,5.305010479
489,JP3659000008,2023,24400000,290138000,1704268000,1433997,1034477000,3502612000,319323000,3504457000,1.647468238,0.001386205,4.695641351
489,JP3659000008,2024,32290000,233465000,1607152000,1319072,1105897000,3570762000,288459000,3502612000,1.453256497,0.001192762,4.026522706
490,JP3230600003,2014,2452000,44558000,12144000,119888.3,185172000,352156000,4990000,,0.065582269,0.000647443,
490,JP3230600003,2015,2860000,44128000,11808000,170594.4,188369000,360316000,3222000,352156000,0.062685474,0.000905639,-0.298837892
490,JP3230600003,2016,2451000,77360000,34410000,206725.1,192516000,401400000,20026000,360316000,0.178738391,0.001073807,-0.046289559
490,JP3230600003,2017,3268000,60073000,39801000,235054.9,206992000,419548000,5902000,401400000,0.192282794,0.001135575,0.069649964
490,JP3230600003,2018,4902000,56787000,40374000,234439.1,224145000,440254000,26449000,419548000,0.180124473,0.001045926,-0.138580465
490,JP3230600003,2019,5106000,62586000,37002000,212473.2,238433000,451801000,27042000,440254000,0.15518825,0.000891123,-0.220812848
490,JP3230600003,2020,5719000,71502000,36515000,167925.6,247383000,476465000,27298000,451801000,0.147605131,0.000678808,-0.306875299
490,JP3230600003,2021,5514000,58478000,16631000,181680,270417000,449129000,27318000,476465000,0.061501311,0.000671851,-0.484320426
490,JP3230600003,2022,5719000,67614000,15804000,176547.8,283976000,461787000,-7171000,449129000,0.05565259,0.0006217,-0.511830368
490,JP3230600003,2023,5925000,62931000,15780000,284734.6,298398000,479176000,25568000,461787000,0.052882392,0.000954211,-0.576993744
490,JP3230600003,2024,6948000,66654000,27268000,447117.9,333942000,563899000,43587000,479176000,0.081654898,0.001338909,-0.592115586
491,JP3955000009,2014,2832000,57296000,81500000,407503.3,187255000,396753000,35595000,,0.435235374,0.002176194,
491,JP3955000009,2015,3085000,76093000,65795000,390848.6,215543000,437709000,20659000,396753000,0.305252316,0.001813321,0.346112906
491,JP3955000009,2016,4876000,65306000,31434000,397295.6,240444000,410345000,56129000,437709000,0.130733144,0.001652342,-0.355408798
491,JP3955000009,2017,6672000,74746000,45442000,582377.8,256408000,438365000,30753000,410345000,0.17722536,0.002271293,-0.402167151
491,JP3955000009,2018,7344000,78264000,31205000,627238.1,271877000,446899000,32905000,438365000,0.114776167,0.002307066,-0.613114743
491,JP3955000009,2019,8008000,86515000,32976000,518445.2,289860000,463508000,21028000,446899000,0.113765266,0.001788606,-0.65437704
491,JP3955000009,2020,9072000,101522000,59439000,450214.6,285904000,483193000,35954000,463508000,0.207898455,0.001574705,-0.48852344
491,JP3955000009,2021,9073000,102916000,54648000,622940.1,308323000,512835000,41225000,483193000,0.177242697,0.002020414,-0.552925428
491,JP3955000009,2022,9072000,117687000,54048000,674247.4,333587000,548668000,41608000,512835000,0.162020702,0.002021204,-0.575103221
491,JP3955000009,2023,9078000,121438000,57073000,743955.4,379625000,609716000,46019000,548668000,0.150340468,0.001959711,-0.558452064
491,JP3955000009,2024,8982000,139884000,32883000,989075.2,436643000,662340000,82841000,609716000,0.075308662,0.00226518,-0.784723815
492,JP3336000009,2014,8247000,63509000,151000,547733.6,181209000,225617000,17924000,,0.000833292,0.003022662,
492,JP3336000009,2015,8264000,65945000,37161000,737868.5,211779000,301222000,34511000,225617000,0.175470656,0.003484144,-1.437716508
492,JP3336000009,2016,9923000,99818000,22484000,599477.4,260009000,353054000,5091000,301222000,0.08647393,0.002305602,-1.486375436
492,JP3336000009,2017,10751000,53297000,16963000,713962.9,253065000,320382000,37624000,353054000,0.06703021,0.002821263,-1.301120314
492,JP3336000009,2018,10559000,69283000,7598000,693294.8,285823000,386199000,38360000,320382000,0.026582885,0.002425609,-1.626582422
492,JP3336000009,2019,10580000,70796000,4063000,798128.8,290900000,389415000,39233000,386199000,0.013966999,0.002743653,-1.384121879
492,JP3336000009,2020,10379000,91430000,12328000,813934.8,302865000,406668000,34787000,389415000,0.040704604,0.002687451,-1.326187794
492,JP3336000009,2021,11188000,62888000,14987000,670671.3,307585000,399529000,47476000,406668000,0.048724743,0.002180442,-1.257264004
492,JP3336000009,2022,11994000,83014000,32932000,385102.6,337488000,456873000,37279000,399529000,0.097579766,0.001141085,-1.250045018
492,JP3336000009,2023,12607000,57903000,36207000,490646.6,293980000,418369000,46547000,456873000,0.12316144,0.00166898,-0.975444369
492,JP3336000009,2024,11881000,94582000,34610000,646685.4,306054000,424934000,82244000,418369000,0.113084619,0.002112978,-1.264346027
493,JP3939000000,2014,5651000,79008000,344145000,351802.2,529181000,1181842000,33148000,,0.650335141,0.000664805,
493,JP3939000000,2015,5361000,40943000,359594000,566362.9,485166000,1109558000,-17065000,1181842000,0.741177247,0.001167359,2.115994408
493,JP3939000000,2016,4524000,31604000,347787000,528669.8,534915000,1133079000,79820000,1109558000,0.650172457,0.000988325,1.770016929
493,JP3939000000,2017,9625000,35341000,335871000,586659.1,562167000,1142662000,8486000,1133079000,0.597457695,0.001043567,1.490488464
493,JP3939000000,2018,10461000,52040000,331441000,517071.9,586672000,1157578000,62242000,1142662000,0.564951114,0.000881365,1.296278789
493,JP3939000000,2019,10460000,51681000,315242000,527703.3,589977000,1153509000,57519000,1157578000,0.534329304,0.000894447,1.210841858
493,JP3939000000,2020,10571000,48939000,247117000,490045.9,637009000,1133772000,85330000,1153509000,0.387933295,0.000769292,0.724776641
493,JP3939000000,2021,8809000,74438000,235254000,423391.7,650994000,1212237000,24625000,1133772000,0.361376603,0.000650377,0.718472702
493,JP3939000000,2022,14743000,57184000,238138000,446637.8,658428000,1217566000,49664000,1212237000,0.361676599,0.00067834,0.550342472
493,JP3939000000,2023,15041000,47236000,319539000,414397.6,606584000,1213594000,53154000,1217566000,0.526784419,0.000683166,1.069348901
493,JP3939000000,2024,8495000,55236000,315835000,423002.6,618638000,1236595000,54899000,1213594000,0.510532816,0.000683764,1.220116558
494,JP3931600005,2014,3959000,110081000,110239000,1073051,274830000,516814000,50392000,,0.401117054,0.003904417,
494,JP3931600005,2015,4042000,120349000,119690000,1134619,325013000,576708000,60906000,516814000,0.368262193,0.003490996,0.422649386
494,JP3931600005,2016,6182000,121846000,116402000,851404.4,331797000,575636000,58167000,576708000,0.350822943,0.00256604,0.298167991
494,JP3931600005,2017,6766000,132030000,111669000,1662350,343502000,583821000,61487000,575636000,0.32508981,0.004839419,0.147280521
494,JP3931600005,2018,5450000,151788000,135823000,1405991,352179000,629287000,58116000,583821000,0.385664676,0.003992262,0.400077397
494,JP3931600005,2019,5923000,156484000,122185000,1086137,357272000,615972000,62024000,629287000,0.341994335,0.003040084,0.275539361
494,JP3931600005,2020,7520000,175638000,113950000,880883.1,373380000,622964000,63763000,615972000,0.305185066,0.002359213,-0.003952538
494,JP3931600005,2021,7845000,176254000,96216000,1000615,404951000,630946000,62858000,622964000,0.237599117,0.002470953,-0.225793046
494,JP3931600005,2022,9934000,202941000,80644000,1399150,446068000,669033000,75381000,630946000,0.180788579,0.003136629,-0.598377798
494,JP3931600005,2023,12712000,241185000,74699000,1266761,498659000,745367000,75446000,669033000,0.149799763,0.002540335,-0.869252748
494,JP3931600005,2024,15588000,255257000,89378000,1120347,549285000,826857000,70701000,745367000,0.162716987,0.002039646,-0.862987207
495,JP3930200005,2014,1123000,9089000,27902000,139447.8,54744000,124709000,16818000,,0.509681426,0.002547271,
495,JP3930200005,2015,1192000,6815000,24274000,222876.4,61511000,131655000,16097000,124709000,0.394628603,0.003623358,0.659698882
495,JP3930200005,2016,1744000,896000,24334000,172859.3,67991000,140334000,15473000,131655000,0.35790031,0.002542385,0.47238278
495,JP3930200005,2017,1855000,22386000,51285000,224877.1,76089000,176880000,17091000,140334000,0.674013326,0.002955448,1.260811078
495,JP3930200005,2018,2052000,14929000,68628000,245684.2,84639000,209556000,22000000,176880000,0.810831886,0.00290273,1.850563632
495,JP3930200005,2019,2258000,15693000,65180000,210072,94055000,218143000,22706000,209556000,0.692998777,0.002233502,1.54180346
495,JP3930200005,2020,2454000,24338000,69232000,304904.5,104037000,237691000,31202000,218143000,0.665455559,0.002930731,1.353752716
495,JP3930200005,2021,2651000,32080000,77043000,276494.8,116625000,262102000,30159000,237691000,0.660604502,0.002370802,1.327604318
495,JP3930200005,2022,3530000,31268000,97252000,258888.7,128828000,298442000,29204000,262102000,0.754898004,0.002009569,1.567826646
495,JP3930200005,2023,3316000,45777000,93225000,303824.1,141613000,310381000,36637000,298442000,0.658308206,0.002145453,1.301907596
495,JP3930200005,2024,3463000,48079000,77602000,382913.8,167902000,333380000,37161000,310381000,0.462186275,0.002280579,0.68553268
496,JP3932000007,2014,2771000,23104000,55527000,365124.1,134076000,332402000,17192000,,0.414145708,0.002723262,
496,JP3932000007,2015,3526000,24472000,52428000,400568.9,171388000,380753000,33995000,332402000,0.305902397,0.002337205,0.341135688
496,JP3932000007,2016,5773000,31712000,48424000,445372.9,181281000,364127000,34663000,380753000,0.26712121,0.00245681,0.037451722
496,JP3932000007,2017,5331000,29792000,36763000,1148102,198514000,380936000,34029000,364127000,0.185190969,0.005783481,-0.198599535
496,JP3932000007,2018,7997000,42279000,32246000,928082.8,235865000,435409000,46054000,380936000,0.136713798,0.003934805,-0.668950311
496,JP3932000007,2019,12190000,39320000,48662000,1153436,246738000,449366000,17516000,435409000,0.197221344,0.00467474,-0.648392618
496,JP3932000007,2020,13647000,40307000,81578000,1122766,228362000,434034000,38105000,449366000,0.357231063,0.004916606,-0.28396374
496,JP3932000007,2021,9932000,50953000,76543000,1389457,246267000,472955000,41876000,434034000,0.310813061,0.005642075,-0.180844478
496,JP3932000007,2022,9955000,55151000,68044000,1120100,291234000,546528000,26204000,472955000,0.233640303,0.003846048,-0.308692683
496,JP3932000007,2023,15172000,42274000,99563000,1432128,347499000,637803000,12777000,546528000,0.286513055,0.004121244,-0.324988487
496,JP3932000007,2024,16764000,40279000,95900000,1207840,399339000,687000000,59901000,637803000,0.240146843,0.003024598,-0.464318807
497,JP3933800009,2014,23035000,482628000,4000,2340616,618663000,842749000,125985000,,6.47E-06,0.003783346,
497,JP3933800009,2015,25204000,503937000,700000,2784943,726003000,992497000,128210000,842749000,0.000964183,0.003835994,-2.120102439
497,JP3933800009,2016,50398000,449164000,20151000,2380684,844166000,1319468000,102549000,992497000,0.023870897,0.002820161,-2.635695647
497,JP3933800009,2017,50414000,543067000,104546000,2893904,930821000,1509701000,131386000,1319468000,0.112315902,0.00310898,-1.802044427
497,JP3933800009,2018,50439000,868325000,190574000,1700032,1013369000,2488947000,80951000,1509701000,0.188059828,0.001677604,-1.543575991
497,JP3933800009,2019,50463000,546784000,215212000,1793939,818292000,2395050000,128704000,2488947000,0.263001471,0.002192297,-0.318171281
497,JP3933800009,2020,45036000,880100000,1086436000,3142723,771549000,3890171000,414936000,2395050000,1.408123139,0.004073264,3.019095012
497,JP3933800009,2021,42190000,1065726000,1389563000,6086009,2682318000,6657253000,244433000,3890171000,0.518045586,0.002268936,0.773693914
497,JP3933800009,2022,42230000,1127523000,1666503000,2636545,2684377000,7073210000,95319000,6657253000,0.620815556,0.000982181,1.460510923
497,JP3933800009,2023,43554000,1651851000,1913799000,3116793,2919399000,8544245000,110939000,7073210000,0.655545542,0.001067615,1.49116869
497,JP3933800009,2024,41881000,1420430000,1882752000,2983528,3037088000,9014939000,479949000,8544245000,0.619920134,0.000982365,1.477019754
498,JP3415400005,2014,2189000,67658000,12677000,187534.7,337476000,531421000,23142000,,0.037564153,0.000555698,
498,JP3415400005,2015,2188000,75652000,12642000,285144.1,353746000,542763000,21096000,531421000,0.035737507,0.00080607,-0.277769347
498,JP3415400005,2016,6363000,75143000,28056000,243815.9,364868000,570194000,38272000,542763000,0.076893562,0.00066823,-0.475842014
498,JP3415400005,2017,5548000,76430000,29168000,343294.4,375199000,584279000,40278000,570194000,0.077740079,0.000914966,-0.388439309
498,JP3415400005,2018,5328000,91597000,25383000,331041.4,398924000,619597000,44126000,584279000,0.063628661,0.000829836,-0.443315775
498,JP3415400005,2019,6054000,93397000,25372000,296566.6,419553000,641508000,35227000,619597000,0.060473885,0.000706863,-0.45245934
498,JP3415400005,2020,6524000,95846000,22128000,292412.9,423265000,640517000,38111000,641508000,0.052279305,0.000690851,-0.494807703
498,JP3415400005,2021,7492000,76454000,48946000,289713.1,419260000,658310000,44963000,640517000,0.116743787,0.000691011,-0.324284161
498,JP3415400005,2022,4927000,94488000,50166000,234678,429892000,670483000,44337000,658310000,0.116694426,0.0005459,-0.18643293
498,JP3415400005,2023,5252000,106752000,50151000,408954,444847000,688244000,39885000,670483000,0.112737638,0.000919314,-0.225322872
498,JP3415400005,2024,15571000,80281000,47339000,449398.9,430383000,680523000,54591000,688244000,0.109992727,0.001044184,-0.784084652
499,JP3942800008,2014,10649000,137082000,404161000,811266.8,459750000,1293382000,99459000,,0.879088635,0.001764582,
499,JP3942800008,2015,16588000,107617000,410546000,985313.4,490790000,1292874000,66415000,1293382000,0.836500336,0.002007607,1.957105523
499,JP3942800008,2016,18162000,135525000,364759000,837344.3,534166000,1306260000,92810000,1292874000,0.682857014,0.001567573,1.377332455
499,JP3942800008,2017,24100000,156634000,353855000,1238695,622802000,1402810000,145002000,1306260000,0.568166127,0.001988907,0.783820821
499,JP3942800008,2018,32832000,138264000,356959000,808651.3,657475000,1420373000,85374000,1402810000,0.542924066,0.001229935,0.586290776
499,JP3942800008,2019,31439000,124580000,373913000,769328.4,705234000,1505283000,88655000,1420373000,0.530197069,0.001090884,0.609357541
499,JP3942800008,2020,15721000,272373000,476899000,535687.7,714644000,1615882000,63934000,1505283000,0.66732387,0.000749587,1.400466796
499,JP3942800008,2021,38447000,276412000,469125000,1082171,859226000,1802184000,172609000,1615882000,0.545985573,0.001259472,0.439113161
499,JP3942800008,2022,41932000,288780000,621391000,1106686,1003073000,2139207000,101880000,1802184000,0.619487315,0.001103296,0.755254068
499,JP3942800008,2023,47093000,338839000,862927000,1353239,1123460000,2498613000,69423000,2139207000,0.768097663,0.001204528,1.297992717
499,JP3942800008,2024,,,,1444593,,,178103000,2498613000,,,
500,JP3935300008,2014,3365000,,199141000,290260,516761000,9619405000,24488000,,0.385363834,0.000561691,
