No,ISIN CODE,Year,CASH DIVIDENDS PAID - TOTAL,CASH,TOTAL DEBT,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,TOTAL ASSETS,FREE CASH FLOW,A_prev,LEV,Q,kz
20,ID1000097405,2020,0,1787071000,27820317000,11628610,11870482000,61430704000,14118040000,61517545000,2.343655211,0.000979624,7.088855338
20,ID1000097405,2021,9498715000,4087428000,33864273000,38037520,9180455000,62546754000,11242834000,61430704000,3.688735798,0.004143315,5.180214389
20,ID1000097405,2022,2000022000,9515679000,55983891000,54826370,28342996000,1.13E+11,16105424000,62546754000,1.975228413,0.001934389,4.475238246
20,ID1000097405,2023,2061404000,5207291000,53871042000,75789390,30745901000,1.14E+11,17101951000,1.13E+11,1.752137366,0.002465024,4.565314544
20,ID1000097405,2024,,,,73854350,,,18586875000,1.14E+11,,,
21,ID1000109309,2014,1180925267,3948513011,2262651797,37857420,22123333334,28924287485,3733876395,,0.102274452,0.001711199,
21,ID1000109309,2015,484522,3139544828,2014855173,22108340,25295958624,31574634487,2507133195,28924287485,0.079651268,0.000873987,0.020021382
21,ID1000109309,2016,106667,2901415095,1476509434,28318540,24724919140,29993153642,-254373948,31574634487,0.059717463,0.001145344,0.074879465
21,ID1000109309,2017,0,3223731343,991017639,32690530,24686119401,29641234733,1855291517,29993153642,0.040144732,0.001324247,-0.076930953
21,ID1000109309,2018,0,4557697842,525453237,31895620,27103985614,31689956838,2140418809,29641234733,0.019386567,0.001176787,-0.213364941
21,ID1000109309,2019,0,3458819445,15555556,36267620,26967958335,30870666669,1507417444,31689956838,0.000576816,0.001344841,-0.188998058
21,ID1000109309,2020,0,5459016854,34606742,42428130,28376095505,32509241573,4634965839,30870666669,0.001219574,0.001495207,-0.378728453
21,ID1000109309,2021,474613180,7241125359,85712251,47793760,30690185196,35225470098,4179232579,32509241573,0.002792823,0.001557298,-0.991197008
21,ID1000109309,2022,0,1779003116,100825545,71044780,36678660442,41403676019,5318692951,35225470098,0.002748888,0.001936951,-0.208526903
21,ID1000109309,2023,913267477,2563713405,165053929,49085490,39515208004,45084730345,7208304436,41403676019,0.004176972,0.001242192,-1.116728872
21,ID1000109309,2024,,,,39313380,,,3302457172,45084730345,,,
22,ID1000057003,2014,1246821000,14157619000,26933590000,56633740,25700334000,84351415000,9624070000,,1.047985991,0.002203619,
22,ID1000057003,2015,1931694000,13076076000,27605841000,51365490,27269351000,89748236000,5823235000,84351415000,1.012339494,0.001883634,1.997511111
22,ID1000057003,2016,1475112000,13362236000,22422083000,71560460,28974286000,80130194000,3118754000,89748236000,0.773861451,0.002469792,1.547751133
22,ID1000057003,2017,2063401000,13689998000,24319960000,71340940,31178844000,85819323000,9089699000,80130194000,0.780014807,0.00228812,1.090084305
22,ID1000057003,2018,2651689000,8809253000,29544636000,50267940,33614280000,94682878000,5986647000,85819323000,0.878931097,0.001495434,1.329751422
22,ID1000057003,2019,1501453000,13745118000,22969867000,68048290,37777948000,94538850000,10401065000,94682878000,0.608023151,0.00180127,0.979556873
22,ID1000057003,2020,2440959000,17336960000,53512638000,62999550,42374298000,1.62E+11,15247852000,94538850000,1.262856036,0.00148674,2.538327166
22,ID1000057003,2021,2440959000,29478126000,62022780000,54877650,48264727000,1.78E+11,12929534000,1.62E+11,1.28505399,0.001137014,3.11760093
22,ID1000057003,2022,2440959000,25945916000,66240304000,57072750,53843836000,1.8E+11,13277521000,1.78E+11,1.23023003,0.001059968,3.052005023
22,ID1000057003,2023,2256570000,28575968000,64683912000,55975200,59193013000,1.86E+11,14134998000,1.8E+11,1.09276262,0.000945639,2.64607955
22,ID1000057003,2024,,,,69365340,,,21038373000,1.86E+11,,,
23,ID1000062201,2014,0,1468314746,44799900868,6318983,29838835192,80784052045,3633270641,,1.501395768,0.00021177,
23,ID1000062201,2015,129448183,1497337931,54152151731,5361561,36175862073,97080234495,4960467214,80784052045,1.496913926,0.000148208,4.549438452
23,ID1000062201,2016,131173333,1168975741,50521212943,5470980,37991792456,92706199469,2504008259,97080234495,1.329792823,0.000144004,4.079023037
23,ID1000062201,2017,155857909,5844803256,54471899588,29953600,43652442330,1.04E+11,5191031330,92706199469,1.247854569,0.000686184,3.711557571
23,ID1000062201,2018,540526316,2966374101,62887971229,61138210,54258820149,1.26E+11,8556985852,1.04E+11,1.159036836,0.001126788,3.312571433
23,ID1000062201,2019,548758815,3558597223,54751666671,45272350,55626583338,1.18E+11,7634420131,1.26E+11,0.984271609,0.000813862,2.819375203
23,ID1000062201,2020,289592431,12239255618,51409831460,53068510,59678202246,1.19E+11,8546419934,1.18E+11,0.86145074,0.000889244,2.398099776
23,ID1000062201,2021,265229226,15094245020,50836538479,46366560,67780612559,1.28E+11,10261423295,1.19E+11,0.75001592,0.000684068,2.012947056
23,ID1000062201,2022,273040239,19714018695,52280669790,56351090,87300638643,1.5E+11,2902460177,1.28E+11,0.598857816,0.000645483,1.570192913
23,ID1000062201,2023,298358663,23442080119,53252665629,46503330,92443574712,1.56E+11,11380716215,1.5E+11,0.576055889,0.000503046,1.44800744
23,ID1000062201,2024,,,,40485250,,,9896201777,1.56E+11,,,
24,ID1000074008,2014,10650690000,64813000,2888563000,310535200,13498114000,28161223000,11358614000,,0.213997526,0.023005821,
24,ID1000074008,2015,12250485000,1718738000,61126000,443869200,32016060000,37774959000,4626948000,28161223000,0.001909229,0.013863955,-17.47799817
24,ID1000074008,2016,10352309000,5056183000,86512000,462945800,34175014000,42236009000,18124749000,37774959000,0.00253144,0.013546324,-11.50788071
24,ID1000074008,2017,12527457000,7501737000,109467000,458292700,34112985000,42807717000,17874296000,42236009000,0.003208954,0.013434553,-12.40060702
24,ID1000074008,2018,12480930000,15516439000,115060000,443171600,35358253000,46267254000,17477803000,42807717000,0.00325412,0.012533753,-12.4287607
24,ID1000074008,2019,13632478000,18820695000,424475000,234962400,35679730000,50557763000,12834622000,46267254000,0.011896811,0.006585319,-12.45285994
24,ID1000074008,2020,13934906000,15804309000,311490000,168079600,30241426000,49280168000,8961631000,50557763000,0.01030011,0.005557926,-11.47993567
24,ID1000074008,2021,8467956000,17843656000,425925000,116899600,29191406000,52777525000,15585375000,49280168000,0.014590767,0.00400459,-7.557216361
24,ID1000074008,2022,7362934000,3283118000,531252000,108175800,28170168000,54343912000,3611079000,52777525000,0.018858673,0.003840084,-5.619928797
24,ID1000074008,2023,6362599000,2695159000,522060000,112246900,29869853000,54864720000,9589505000,54343912000,0.017477823,0.003757866,-4.826930015
24,ID1000074008,2024,,,,77933070,,,6158726000,54864720000,,,
25,ID1000061302,2014,3312009000,11256129000,125179000,84208100,24784801000,28855054000,4895871000,,0.005050636,0.00339757,
25,ID1000061302,2015,4968028000,8655562000,121235000,72704260,23865950000,27599318000,5269707000,28855054000,0.005079831,0.003046359,-7.385188637
25,ID1000061302,2016,1527247000,9674030000,107184000,58623550,26138703000,29828343000,4175816000,27599318000,0.004100586,0.002242787,-2.792451788
25,ID1000061302,2017,3418759000,621289000,107989000,85772620,24556507000,28624475000,3064621000,29828343000,0.004397572,0.003492867,-4.658632227
25,ID1000061302,2018,2576024000,122074000,116132000,65157740,23221589000,27679474000,1971990000,28624475000,0.005001036,0.002805912,-3.625317721
25,ID1000061302,2019,2024015000,628891000,110283000,76937680,23080261000,27632465000,3063153000,27679474000,0.004778239,0.003333484,-3.02328375
25,ID1000061302,2020,2658896000,7697631000,500711000,48224080,22176248000,27271276000,3479039000,27632465000,0.022578707,0.002174582,-4.235100179
25,ID1000061302,2021,1849137000,6141267000,275764000,46751580,20620964000,26067941000,3342495000,27271276000,0.013372993,0.002267187,-3.063983953
25,ID1000061302,2022,1739801000,4525505000,987476000,38744910,19566906000,25654757000,2324311000,26067941000,0.05046664,0.001980125,-2.804136916
25,ID1000061302,2023,548778000,3185373000,2804861000,36168060,20969511000,29584816000,2736573000,25654757000,0.133759008,0.001724793,-0.697691301
25,ID1000061302,2024,,,,24848290,,,2724854000,29584816000,,,
26,ID1000108509,2014,2373250296,819070632,0,22485500,11135365552,15844374226,2171930317,,0,0.002019287,
26,ID1000108509,2015,1541561238,951158621,0,9717354,11511131036,15747931036,2697335799,15844374226,0,0.00084417,-4.105818397
26,ID1000108509,2016,554306667,627991914,0,18756740,12229514826,15815956875,395110566,15747931036,0,0.001533727,-1.472351032
26,ID1000108509,2017,2668230564,750664857,0,24321620,12998480324,17949280867,4276334365,15815956875,0,0.001871113,-7.019933119
26,ID1000108509,2018,3547268849,1455366907,0,27400670,13993654678,20089309354,4351354026,17949280867,0,0.001958078,-8.182531746
26,ID1000108509,2019,3018843442,1534388889,147444444,14011060,12357986112,15871611112,3459045270,20089309354,0.011931106,0.001133766,-6.191640216
26,ID1000108509,2020,942765648,1197542135,909382022,9660858,11996292135,15469339887,2183536336,15871611112,0.075805258,0.00080532,-2.353365753
26,ID1000108509,2021,1529226361,6650142452,740299146,25225570,17226581203,22925227928,4883394202,15469339887,0.042974235,0.00146434,-4.664737393
26,ID1000108509,2022,8023427721,22279236764,776479751,49236460,30452616827,40317912779,15978004909,22925227928,0.025497965,0.001616822,-15.76841045
26,ID1000108509,2023,10241747721,13114776577,830077041,28643580,27543590133,33093775032,11383863431,40317912779,0.03013685,0.001039936,-10.68480499
26,ID1000108509,2024,,,,28728340,,,4868727228,33093775032,,,
27,ID1000060403,2014,26192171,1764064436,16547335812,2404264,11540359356,33567026023,3420547686,,1.433866598,0.000208335,
27,ID1000060403,2015,26729475,695034483,21201158623,1455915,13187848278,36991420694,2671446472,33567026023,1.607628339,0.000110398,4.90783997
27,ID1000060403,2016,13573333,1505592992,18544137468,2030267,12629083559,33563032348,4386863010,36991420694,1.468367628,0.000160761,4.422356487
27,ID1000060403,2017,13431635,1693812754,19454911803,11332120,13524287651,34998995926,-425619826,33563032348,1.438516564,0.000837909,4.446220806
27,ID1000060403,2018,95391181,2205654676,22491323743,31910500,17772446045,42643841731,1261248780,34998995926,1.265516502,0.001795504,3.74594869
27,ID1000060403,2019,156798308,2532833334,20653666668,36502510,19240597224,42502458337,1658083216,42643841731,1.073442078,0.001897161,3.107261146
27,ID1000060403,2020,74716157,2261755618,18269213483,20780740,21242654494,43145870786,2584705166,42502458337,0.860024979,0.000978255,2.49930257
27,ID1000060403,2021,76303725,2926324787,16149116815,25450560,25013361832,45018319104,1260402991,43145870786,0.645619606,0.001017479,1.838328295
27,ID1000060403,2022,77988078,3193738318,16058520252,26151040,34558380068,55206261691,643016266,45018319104,0.464678038,0.000756721,1.282568947
27,ID1000060403,2023,79376900,2893744221,15169876730,23037820,36757596295,55620046214,3717700601,55206261691,0.412700455,0.00062675,1.102246632
27,ID1000060403,2024,,,,19691100,,,869815599,55620046214,,,
28,ID1000108103,2014,537102256,3290783678,16202838523,43519980,9866195735,31857947989,2844211274,,1.642257964,0.004411019,
28,ID1000108103,2015,491199561,3323221103,18600005863,34339980,10418505285,36712550913,1389118398,31857947989,1.785285447,0.003296056,4.812924787
28,ID1000108103,2016,293276317,4124886070,27392361685,30531980,13679125136,53434240962,2297653055,36712550913,2.002493684,0.002232013,5.759354577
28,ID1000108103,2017,566793876,6873020928,34454341744,48446260,15097652946,79158634634,1358290907,53434240962,2.282099202,0.00320886,6.549351114
28,ID1000108103,2018,440051270,5942954293,34685276836,29684670,16908505287,82407214104,5248659637,79158634634,2.051350858,0.001755606,6.054171511
28,ID1000108103,2019,330390000,4771095000,44640859000,37740910,18682680000,99541694000,654393681,82407214104,2.389424804,0.002020102,7.257967191
28,ID1000108103,2020,110356000,5231439000,65668495000,28305660,19074489000,1.04E+11,2058436000,99541694000,3.44273941,0.001483954,10.673404
28,ID1000108103,2021,0,6744873000,63445715000,31208820,20605851000,1.01E+11,2063536000,1.04E+11,3.079014548,0.001514561,9.56029018
28,ID1000108103,2022,0,8500161000,52915257000,23950960,21825603000,91139182000,4703185000,1.01E+11,2.424457963,0.001097379,7.453354372
28,ID1000108103,2023,555104000,4997277000,70303283000,32079780,27891437000,1.29E+11,1162324000,91139182000,2.52060455,0.001150166,7.586196977
28,ID1000108103,2024,,,,34547440,,,6856175000,1.29E+11,,,
29,ID1000125107,2014,796877076,1894609528,296128806,77578300,9382023164,12345057458,1871400739,,0.031563427,0.008268824,
29,ID1000125107,2015,890627320,2718619233,398910286,65859520,10465122964,13590078191,2322656720,12345057458,0.03811807,0.006293239,-3.216337171
29,ID1000125107,2016,890627320,2895582003,283109592,79218930,11909264708,15065793432,2535034407,13590078191,0.023772214,0.006651874,-2.988267759
29,ID1000125107,2017,1031252686,2784705831,318991900,75937680,13280807475,16460373920,2005903055,15065793432,0.024019014,0.005717851,-3.012673886
29,ID1000125107,2018,1171878053,3153327557,357407688,65156400,14623457976,18015105925,2602145255,16460373920,0.024440709,0.004455608,-3.15432034
29,ID1000125107,2019,1218753175,3040487104,816845391,74297040,15893126391,20141564566,2492478325,18015105925,0.051396143,0.004674791,-2.879493859
29,ID1000125107,2020,1252234692,5207929421,1157815869,71015790,17405532929,22478880069,3511922172,20141564566,0.06651999,0.00408007,-2.769125039
29,ID1000125107,2021,1372681825,6216247802,626155103,76406420,19579526243,25574773260,4021824883,22478880069,0.031980095,0.003902363,-2.861940515
29,ID1000125107,2022,1687679174,3949768855,1167717692,94687710,20385217972,27113819510,1152694007,25574773260,0.057282571,0.00464492,-2.682837254
29,ID1000125107,2023,1815586160,3232420597,621627148,75234540,21418856503,26921465538,2185630650,27113819510,0.029022425,0.003512538,-2.799671218
29,ID1000125107,2024,,,,73593920,,,5035223499,26921465538,,,
30,ID1000113301,2014,460156000,785895000,689169000,41434430,177590000,3363704000,1628710000,,3.880674588,0.233315108,
30,ID1000113301,2015,851448000,946658000,0,45957220,1106167000,3850875000,1995785000,3363704000,0,0.041546367,-10.98633486
30,ID1000113301,2016,1246826000,1712844000,0,46176050,1855243000,4818659000,2463915000,3850875000,0,0.024889489,-14.05285738
30,ID1000113301,2017,1414023000,1582817000,0,29981600,2327985000,5392181000,2416789000,4818659000,0,0.012878777,-12.56252166
30,ID1000113301,2018,1334948000,1184080000,0,13801750,1815828000,5004045000,1690135000,5392181000,0,0.007600802,-10.41390313
30,ID1000113301,2019,933600000,1172506000,0,10125620,1746627000,4805822000,1902569000,5004045000,0,0.005797242,-8.082670438
30,ID1000113301,2020,0,523954000,3860529000,2127180,581118000,6215356000,-11663000,4805822000,6.64327899,0.003660496,20.7133527
30,ID1000113301,2021,254891000,661391000,2800455000,9086475,1005972000,5751774000,2576923000,6215356000,2.783829967,0.009032533,6.560081489
30,ID1000113301,2022,596290000,354281000,2933094000,11822120,580164000,5632966000,2389059000,5751774000,5.055629098,0.020377204,11.26890166
30,ID1000113301,2023,1186129000,507631000,3600503000,4068527,30738000,5727598000,1804114000,5632966000,117.1352398,0.132361474,358.9390116
30,ID1000113301,2024,,,,3242084,,,2065160000,5727598000,,,
31,ID1000106206,2014,605655000,199612000,3199349000,36656180,8906773000,13559622000,1616307000,,0.359204057,0.00411554,
31,ID1000106206,2015,887878000,318392000,3797903000,25054530,8965797000,14197241000,1150386000,13559622000,0.42359904,0.002794457,-1.380896481
31,ID1000106206,2016,587053000,355593000,3788747000,27124580,8818137000,13945343000,1680920000,14197241000,0.429653905,0.003075999,-0.441039806
31,ID1000106206,2017,592053000,468985000,3818022000,21128610,9024688000,14941930000,2009766000,13945343000,0.423064155,0.002341201,-0.542809529
31,ID1000106206,2018,209235000,720247000,4628075000,11849160,9865754000,16124662000,1144602000,14941930000,0.469105048,0.001201039,0.777657747
31,ID1000106206,2019,214141000,630869000,4533333000,21842420,11629738000,17559297000,2857199000,16124662000,0.389805256,0.001878152,0.468726655
31,ID1000106206,2020,0,940195000,3998809000,12942810,14158045000,18633939000,1694075000,17559297000,0.282440761,0.000914166,0.71975956
31,ID1000106206,2021,120398000,1286276000,2714301000,14222050,16961710000,21119734000,2434221000,18633939000,0.160025198,0.00083848,0.024778805
31,ID1000106206,2022,0,1307904000,1370219000,12039820,19112165000,22192879000,2908738000,21119734000,0.071693552,0.000629956,0.005787425
31,ID1000106206,2023,70962000,1487186000,1491940000,6742304,20065739000,22578298000,1103160000,22192879000,0.074352607,0.000336011,-0.031182905
31,ID1000106206,2024,,,,4725632,,,1275644000,22578298000,,,
32,ID1000111602,2014,5390939239,7943451995,23450090855,143024900,34290727510,76550174561,9809054014,,0.68386099,0.00417095,
32,ID1000111602,2015,3616735760,7148769311,37362687343,70906380,41660084488,88543777983,8577627701,76550174561,0.896846173,0.001702022,0.707840938
32,ID1000111602,2016,2222069506,12835465554,39119234114,60118910,42630386918,91066070129,10508292067,88543777983,0.917637323,0.001410236,1.576577478
32,ID1000111602,2017,1832706756,9649700393,32462906524,44725550,42987122696,84529940291,10997988779,91066070129,0.755177469,0.001040441,1.312727681
32,ID1000111602,2018,782488009,13653276275,50416565544,49695070,37043703601,1.12E+11,11269144898,84529940291,1.361002293,0.001341525,3.559658672
32,ID1000111602,2019,1373380508,7262533348,38200389725,48240580,35567585461,1.01E+11,16849824275,1.12E+11,1.074022575,0.001356307,2.649670949
32,ID1000111602,2020,983626041,6683416770,43444905280,26665630,31364279494,1.04E+11,5496770895,1.01E+11,1.385171475,0.000850191,3.820715383
32,ID1000111602,2021,336784599,9966396286,42028955627,36362240,35973645340,1.05E+11,9334678074,1.04E+11,1.168326291,0.001010802,3.323348568
