no,year,icbcode,gap,gap_e,gap_s,es,e,s,esdis,edis,sdis,family,gov,instit,g,size,lev,roa,mtb,country,capitalism,legal,kz
721,2014,5520,0.34,0.34,0.33,0.00,0,0,33.66,34.40048324,32.92019347,1,0,0,0,9.27,,,,7,1,1,
721,2015,5520,0.46,0.48,0.44,0.00,0,0,46.05,48.26336454,43.8331318,1,0,0,0,9.23,,,,7,1,1,0.49490
721,2016,5520,0.46,0.48,0.44,0.00,0,0,46.05,48.26336454,43.8331318,1,0,0,0,9.18,,,,7,1,1,0.35228
721,2017,5520,0.47,0.51,0.44,0.00,0,0,47.48,51.13258834,43.8331318,1,0,0,0,9.22,,,,7,1,1,0.31983
721,2018,5520,0.07,0.13,0.01,40.94,39.28,42.59,48.19,52.55209906,43.8331318,1,0,0,26.58,9.23,0.0589,0.1308,0.0128,7,1,1,-0.47637
721,2019,5520,0.11,0.12,0.09,41.83,38.7,44.96,52.47,51.13258834,53.808948,1,0,0,35.98,9.25,0.0596,0.0973,0.0088,7,1,1,-0.99024
721,2020,5520,0.10,0.17,0.03,50.23,49.46,50.99,60.08,66.35457566,53.808948,1,0,0,57.95,9.27,0.0115,0.1088,0.0051,7,1,1,-1.07997
721,2021,5520,0.15,0.27,0.03,54.24,55.39,53.08,68.86,82.09000302,55.62273277,1,0,0,45.16,9.44,0.0102,0.2548,0.0073,7,1,1,-1.03020
721,2022,5520,-0.03,0.18,-0.24,67.54,61.26,73.82,64.43,79.22077922,49.63724305,1,0,0,54.59,9.43,0.0095,0.0543,0.0096,7,1,1,-1.29202
721,2023,5520,,,,0.00,0,0,,.,.,1,0,0,0,9.42,0.0093,0.0687,0.0063,7,1,1,-1.69188
722,2014,3010,-0.45,-0.46,-0.45,68.52,60.43,76.6,23.07,14.13470251,32.01330109,0,0,1,78.41,11.49,1.6684,0.0047,0.0051,7,1,1,
722,2015,3010,-0.27,-0.17,-0.37,68.20,61.25,75.15,40.88,44.00483238,37.75695284,0,0,1,76.36,11.52,1.7102,0.0053,0.0045,7,1,1,
722,2016,3010,-0.46,-0.41,-0.52,87.43,84.67,90.19,41.02,44.00483238,38.02902056,0,0,1,76.27,11.57,1.9957,0.0061,0.0055,7,1,1,
722,2017,3010,-0.46,-0.41,-0.52,88.67,84.82,92.51,42.30,44.00483238,40.59854897,0,0,1,85.7,11.64,2.2253,0.0082,0.0074,7,1,1,
722,2018,3010,-0.44,-0.40,-0.49,87.56,84.29,90.82,43.09,44.00483238,42.17049577,0,0,1,83.82,11.68,2.4169,0.0093,0.0065,7,1,1,
722,2019,3010,-0.44,-0.40,-0.49,85.71,83.69,87.72,41.39,44.00483238,38.78476421,0,0,1,88.35,11.71,2.3521,0.0093,0.0046,7,1,1,
722,2020,3010,-0.35,-0.34,-0.36,85.08,84.39,85.77,50.13,50.28692238,49.96977025,0,0,1,86.94,11.79,2.8142,0.0084,0.0032,7,1,1,
722,2021,3010,-0.33,-0.36,-0.30,88.46,86.19,90.73,55.07,49.71307762,60.42926239,0,0,1,84.12,11.82,2.8631,0.0087,0.0046,7,1,1,
722,2022,3010,-0.37,-0.40,-0.34,91.87,92.02,91.71,54.75,51.67623075,57.82950423,0,0,1,87.16,11.85,3.3095,0.0093,0.0053,7,1,1,
722,2023,3010,,,,0.00,0,0,,.,.,0,0,1,0,11.85,2.7821,0.0131,0.0034,7,1,1,
723,2014,5020,-0.43,-0.29,-0.56,74.95,72.53,77.36,32.28,43.27997584,21.28174123,1,0,0,69.56,10.43,1.5170,-0.0034,0.0051,7,1,1,
723,2015,5020,-0.36,-0.27,-0.46,74.92,76.86,72.97,38.66,50.04530353,27.26723096,1,0,0,62.72,10.42,1.7891,-0.0379,0.0058,7,1,1,10.76492
723,2016,5020,-0.28,-0.18,-0.38,80.96,81.17,80.74,52.65,62.97191181,42.3216445,1,0,0,73.37,10.38,1.5232,-0.0066,0.0085,7,1,1,9.12823
723,2017,5020,-0.29,-0.20,-0.37,81.29,83.04,79.53,52.65,62.97191181,42.3216445,1,0,0,62.47,10.39,1.6891,-0.0117,0.0049,7,1,1,10.04988
723,2018,5020,-0.30,-0.25,-0.35,79.15,83.12,75.18,49.46,58.41135609,40.50785973,1,0,0,62.85,10.39,3.9143,-0.0008,0.0064,7,1,1,11.81190
723,2019,5020,-0.23,-0.23,-0.22,72.22,81.47,62.97,49.63,58.743582,40.50785973,1,0,0,60.4,10.39,4.2072,0.0046,0.0059,7,1,1,12.75316
723,2020,5020,-0.21,-0.18,-0.24,73.76,82.33,65.19,52.78,64.66324373,40.90084643,1,0,0,46.81,10.40,3.2939,-0.0247,0.0044,7,1,1,9.95555
723,2021,5020,-0.29,-0.25,-0.33,76.69,82.58,70.79,47.54,57.35427363,37.7267231,1,0,0,45.34,10.37,1.2600,0.0301,0.0111,7,1,1,3.74665
723,2022,5020,-0.34,-0.33,-0.35,76.46,82.45,70.46,42.04,48.95801873,35.12696493,1,0,0,39.64,10.35,0.7637,-0.0222,0.0183,7,1,1,2.09032
723,2023,5020,,,,0.00,0,0,,.,.,1,0,0,0,10.38,0.7404,0.0120,0.0154,7,1,1,1.93960
724,2014,5020,-0.14,-0.26,-0.02,49.68,61.03,38.32,35.58,35.12533978,36.03385732,1,0,0,25.02,9.94,0.1645,0.0415,0.0082,7,1,1,
724,2015,5020,-0.10,-0.18,-0.03,56.55,64.86,48.23,46.32,47.23648445,45.4050786,1,0,0,76.33,9.94,0.2803,0.0212,0.0070,7,1,1,0.39032
724,2016,5020,-0.08,-0.16,0.01,53.92,63.47,44.36,46.32,47.23648445,45.4050786,1,0,0,68.46,9.96,0.3353,0.0171,0.0059,7,1,1,0.52834
724,2017,5020,-0.13,-0.23,-0.04,57.19,70.01,44.36,43.72,47.23648445,40.20556227,1,0,0,67.89,9.98,0.3833,0.0045,0.0064,7,1,1,0.73200
724,2018,5020,-0.14,-0.26,-0.02,62.51,76.74,48.28,48.41,50.61914829,46.191052,1,0,0,68.44,9.95,0.3273,0.0040,0.0062,7,1,1,0.56189
724,2019,5020,-0.22,-0.30,-0.14,70.76,78.43,63.08,48.83,48.89761401,48.76058041,1,0,0,57.81,9.97,0.5637,-0.0175,0.0074,7,1,1,1.28384
724,2020,5020,-0.12,-0.10,-0.14,60.86,61.14,60.58,48.90,50.86076714,46.94679565,1,0,0,61.78,10.09,0.9122,0.0661,0.0024,7,1,1,2.54590
724,2021,5020,-0.42,-0.47,-0.37,57.78,55.9,59.65,15.70,9.181516158,22.21886336,1,0,0,52.34,10.11,0.9318,0.0077,0.0041,7,1,1,2.67979
724,2022,5020,-0.33,-0.35,-0.30,53.85,58.68,49.01,21.32,23.55783751,19.07496977,1,0,0,38.84,10.12,0.9814,0.0061,0.0046,7,1,1,2.81508
724,2023,5020,0.48,0.71,0.24,0.00,0,0,47.58,70.94533374,24.2140266,1,0,0,0,10.13,1.0238,0.0234,0.0032,7,1,1,2.89024
725,2014,5520,-0.03,-0.02,-0.04,18.68,18.78,18.57,15.88,17.18514044,14.57073761,1,0,0,38.69,9.65,1.3086,0.0215,0.0130,7,1,1,
725,2015,5520,0.12,0.16,0.07,15.94,15.32,16.55,27.56,31.19903352,23.91172914,1,0,0,35.46,9.62,1.1508,0.0275,0.0084,7,1,1,3.37698
725,2016,5520,0.12,0.14,0.11,13.63,12.97,14.28,26.11,27.27272727,24.93954051,1,0,0,41.41,9.66,1.2041,0.0167,0.0127,7,1,1,3.66498
725,2017,5520,0.23,0.34,0.13,18.14,16.38,19.9,41.62,50.49833887,32.73881499,1,0,0,49.97,9.66,0.9245,0.0468,0.0135,7,1,1,2.73965
725,2018,5520,0.19,0.27,0.11,19.29,17.59,20.98,38.42,44.91090305,31.92261185,1,0,0,52.33,9.66,0.6230,0.1172,0.0110,7,1,1,1.57637
725,2019,5520,0.19,0.20,0.17,38.59,50.91,26.26,57.10,70.70371489,43.50060459,1,0,0,58.69,9.66,0.4398,0.0719,0.0107,7,1,1,0.93120
725,2020,5520,0.21,0.25,0.16,38.87,52.01,25.72,59.43,77.46904259,41.38452237,1,0,0,23.79,9.70,0.2883,0.1264,0.0057,7,1,1,0.24106
725,2021,5520,-0.02,0.00,-0.03,53.15,60.58,45.72,51.29,60.13289037,42.44256348,1,0,0,63.59,9.91,0.2034,0.3027,0.0140,7,1,1,-0.74431
725,2022,5520,-0.03,0.00,-0.07,54.81,62.04,47.57,51.33,61.82422229,40.84038694,1,0,0,54.36,9.89,0.1410,0.1326,0.0073,7,1,1,-1.13491
725,2023,5520,,,,0.00,0,0,,.,.,1,0,0,0,9.90,0.1515,0.0607,0.0063,7,1,1,-0.47711
726,2014,3030,-0.09,-0.19,0.02,17.06,18.95,15.16,8.48,0,16.95888755,1,0,0,21.78,10.96,,,,7,1,1,
726,2015,3030,0.02,-0.06,0.10,16.45,19.82,13.08,18.31,13.53065539,23.095526,1,0,0,31.8,11.00,,,,7,1,1,-0.05581
726,2016,3030,-0.02,-0.05,0.00,32.90,28.63,37.16,30.51,23.79945636,37.21281741,1,0,0,37.17,11.07,0.0475,0.0073,0.0058,7,1,1,0.04805
726,2017,3030,-0.05,-0.08,-0.01,35.36,32.23,38.48,30.51,23.79945636,37.21281741,1,0,0,30.02,11.10,0.0334,0.0048,0.0056,7,1,1,0.27300
726,2018,3030,-0.37,-0.42,-0.32,72.72,70.04,75.4,35.73,28.26940501,43.19830713,1,0,0,76.39,11.12,0.2756,0.0031,0.0055,7,1,1,0.79624
726,2019,3030,-0.30,-0.33,-0.27,69.54,64.5,74.58,39.22,31.10842646,47.33978235,1,0,0,80.31,11.15,0.3323,0.0007,0.0037,7,1,1,0.98796
726,2020,3030,-0.30,-0.39,-0.21,76.29,83.75,68.83,46.26,45.18272425,47.33978235,1,0,0,70,11.17,0.3327,0.0014,0.0016,7,1,1,1.00981
726,2021,3030,-0.25,-0.31,-0.18,73.89,80.63,67.14,49.28,49.41105406,49.15356711,1,0,0,85.71,11.21,1.0197,0.0075,0.0027,7,1,1,3.14571
726,2022,3030,-0.29,-0.31,-0.27,76.45,80.81,72.09,47.20,49.41105406,44.98186215,1,0,0,84.15,11.20,1.2035,0.0046,0.0026,7,1,1,3.73351
726,2023,3030,0.48,0.49,0.47,0.00,0,0,47.98,49.41105406,46.55380895,1,0,0,0,11.17,0.7088,0.0075,0.0011,7,1,1,2.18533
727,2014,1510,,,,0.00,0,0,,.,.,1,0,0,0,8.47,,,,7,1,1,
727,2015,1510,0.17,0.14,0.19,0.00,0,0,16.53,14.37632135,18.68198307,1,0,0,0,8.50,,,,7,1,1,12.15368
727,2016,1510,0.17,0.14,0.19,0.00,0,0,16.53,14.37632135,18.68198307,1,0,0,0,8.32,,,,7,1,1,6.04517
727,2017,1510,0.17,0.14,0.19,0.00,0,0,16.53,14.37632135,18.68198307,1,0,0,0,8.33,,,,7,1,1,3.95054
727,2018,1510,0.17,0.15,0.19,0.00,0,0,17.07,15.46360616,18.68198307,1,0,0,0,8.44,0.9994,-0.1021,0.0425,7,1,1,3.38015
727,2019,1510,0.10,0.05,0.15,7.11,10.86,3.35,17.07,15.46360616,18.68198307,1,0,0,23.27,8.63,0.4561,0.3059,0.0316,7,1,1,1.55741
727,2020,1510,0.01,-0.05,0.06,16.76,20.14,13.37,17.47,15.46360616,19.46795647,1,0,0,11.94,8.59,0.3071,0.0741,0.0997,7,1,1,0.66051
727,2021,1510,0.08,0.11,0.05,20.64,17.61,23.66,28.81,28.99426155,28.62756953,1,0,0,4.04,8.56,0.2404,-0.0035,0.0970,7,1,1,0.57363
727,2022,1510,0.09,0.12,0.06,19.85,17.3,22.4,28.81,28.99426155,28.62756953,1,0,0,3.11,8.53,0.2103,-0.0709,0.0523,7,1,1,0.29789
727,2023,1510,0.27,0.29,0.24,0.00,0,0,26.73,28.99426155,24.45586457,1,0,0,0,8.44,0.3119,-0.2036,0.0487,7,1,1,0.73298
728,2014,3030,,,,0.00,0,0,,.,.,,,,0,9.82,,,,7,1,1,
728,2015,3030,0.14,0.15,0.14,0.00,0,0,14.38,15.25218967,13.51269649,,,,0,9.86,,,,7,1,1,0.21756
728,2016,3030,0.14,0.15,0.14,0.00,0,0,14.38,15.25218967,13.51269649,,,,0,9.89,,,,7,1,1,0.06560
728,2017,3030,0.18,0.15,0.22,0.00,0,0,18.42,15.25218967,21.58403869,,,,0,9.92,,,,7,1,1,0.06193
728,2018,3030,0.20,0.15,0.24,0.00,0,0,19.70,15.25218967,24.15356711,,,,0,9.94,0.1082,0.0118,0.0065,7,1,1,0.08618
728,2019,3030,0.10,-0.04,0.25,11.50,19.3,3.7,21.97,15.25218967,28.68802902,,,,23.44,9.98,0.1142,0.0203,0.0050,7,1,1,0.12643
728,2020,3030,0.21,0.05,0.38,17.31,24.01,10.61,38.50,28.84324977,48.15598549,,,,21.45,9.99,0.1154,0.0144,0.0037,7,1,1,0.04187
728,2021,3030,0.19,0.06,0.33,20.15,23.26,17.04,39.29,28.84324977,49.72793229,,,,56.02,10.02,0.1082,0.0150,0.0040,7,1,1,0.00208
728,2022,3030,-0.06,-0.23,0.11,47.29,54.72,39.85,41.05,31.3500453,50.75574365,,,,74.58,10.09,0.2469,0.0136,0.0046,7,1,1,0.39907
728,2023,3030,0.33,0.32,0.34,0.00,0,0,33.01,32.19571127,33.82708585,,,,0,10.08,0.3449,0.0225,0.0038,7,1,1,0.84523
729,2014,5010,0.14,0.12,0.15,18.39,18.62,18.15,32.01,30.56478405,33.4643289,0,1,0,11.77,8.96,0.0000,0.1905,0.0514,7,1,1,
729,2015,5010,0.06,0.03,0.09,30.73,35.37,26.08,36.68,37.87375415,35.48972189,0,1,0,13.71,9.01,0.0000,0.1735,0.0509,7,1,1,-3.55430
729,2016,5010,-0.17,-0.31,-0.04,55.04,69.12,40.96,37.59,37.87375415,37.30350665,0,1,0,24.42,9.03,0.0000,0.0830,0.0309,7,1,1,-3.16935
729,2017,5010,-0.09,-0.17,-0.02,53.48,69.23,37.73,43.99,52.25007551,35.73155985,0,1,0,25.88,9.07,0.0000,0.1186,0.0202,7,1,1,-1.30455
729,2018,5010,-0.13,-0.20,-0.05,62.78,73.9,51.65,50.14,53.97160979,46.31197098,0,1,0,35.45,9.10,0.0000,0.1327,0.0204,7,1,1,-2.36820
729,2019,5010,-0.16,-0.29,-0.03,62.21,73.67,50.75,46.05,44.79009363,47.3095526,0,1,0,21.5,9.12,0.0070,0.1188,0.0149,7,1,1,-2.69261
729,2020,5010,-0.18,-0.19,-0.17,64.43,64.42,64.44,46.47,45.63575959,47.3095526,0,1,0,41.48,9.12,0.0048,0.0658,0.0138,7,1,1,-2.64528
729,2021,5010,-0.03,0.08,-0.13,52.28,44.2,60.36,49.73,52.15946844,47.3095526,0,1,0,22.53,9.15,0.0077,0.0727,0.0134,7,1,1,-1.70853
729,2022,5010,-0.15,-0.17,-0.13,67.68,71.71,63.65,52.70,54.72666868,50.66505441,0,1,0,18.17,9.19,0.0079,0.0684,0.0153,7,1,1,-1.64098
729,2023,5010,,,,0.00,0,0,,.,.,0,1,0,0,9.19,0.0063,0.1051,0.0126,7,1,1,-1.59049
730,2014,4020,,,,0.00,0,0,,.,.,0,0,1,0,7.73,,,,7,1,1,
730,2015,4020,0.12,0.14,0.10,0.00,0,0,11.90,13.53065539,10.27811366,0,0,1,0,8.27,,,,7,1,1,0.79032
730,2016,4020,0.12,0.14,0.10,0.00,0,0,11.90,13.53065539,10.27811366,0,0,1,0,8.27,,,,7,1,1,0.43711
730,2017,4020,0.01,-0.04,0.06,9.49,17.86,1.11,10.33,13.53065539,7.134220073,0,0,1,8.47,8.27,0.3155,-0.0882,0.1811,7,1,1,1.47772
730,2018,4020,0.01,-0.04,0.06,9.33,17.86,0.79,10.33,13.53065539,7.134220073,0,0,1,11.74,8.48,0.3148,0.1549,0.2217,7,1,1,0.92076
730,2019,4020,0.23,0.13,0.33,9.71,18.83,0.59,32.83,31.71247357,33.94800484,0,0,1,4.33,8.56,0.4794,-0.0746,0.1974,7,1,1,1.46054
730,2020,4020,0.17,0.03,0.30,17.15,30.3,3.99,33.69,33.43400785,33.94800484,0,0,1,4.26,8.84,0.1146,-0.1410,0.1047,7,1,1,-0.28514
730,2021,4020,0.11,0.07,0.15,35.79,42.15,29.42,46.82,49.38085171,44.25634825,0,0,1,6.8,8.87,0.1825,-0.1311,0.0873,7,1,1,0.47769
730,2022,4020,-0.03,-0.10,0.04,48.03,59.55,36.51,44.73,49.38085171,40.08464329,0,0,1,19.32,8.99,0.2035,-0.0778,0.0495,7,1,1,0.37519
730,2023,4020,0.46,0.51,0.40,0.00,0,0,45.58,51.07218363,40.08464329,0,0,1,0,8.88,0.1196,-0.2077,0.0855,7,1,1,0.33002
731,2014,5020,,,,15.14,21.82,8.45,,.,.,1,0,0,42.29,11.09,0.8568,-0.0031,0.0050,7,1,1,
731,2015,5020,-0.28,-0.46,-0.10,37.29,53.54,21.04,9.38,7.852612504,10.91293833,1,0,0,64.82,11.16,1.1365,-0.0021,0.0066,7,1,1,11.61631
731,2016,5020,-0.26,-0.44,-0.07,35.07,52.3,17.84,9.38,7.852612504,10.91293833,1,0,0,54.61,11.19,1.0759,0.0033,0.0056,7,1,1,10.81040
731,2017,5020,-0.24,-0.43,-0.05,33.11,50.44,15.77,9.38,7.852612504,10.91293833,1,0,0,54.89,11.20,0.9153,0.0026,0.0065,7,1,1,10.03084
731,2018,5020,-0.34,-0.42,-0.26,43.15,49.66,36.63,9.38,7.852612504,10.91293833,1,0,0,62.57,11.23,4.1708,0.0044,0.0068,7,1,1,12.66567
731,2019,5020,-0.42,-0.43,-0.42,52.06,50.63,53.49,9.58,7.852612504,11.30592503,1,0,0,70.81,11.26,4.5909,0.0031,0.0050,7,1,1,13.96115
731,2020,5020,-0.34,-0.26,-0.42,51.46,49.85,53.06,17.43,23.55783751,11.30592503,1,0,0,59.48,11.28,4.6887,0.0028,0.0029,7,1,1,14.26986
731,2021,5020,-0.44,-0.41,-0.48,61.63,64.25,59.01,17.43,23.55783751,11.30592503,1,0,0,69.26,11.30,4.7952,0.0059,0.0045,7,1,1,14.60586
731,2022,5020,-0.62,-0.47,-0.78,80.28,71.51,89.05,17.85,24.40350347,11.30592503,1,0,0,61.59,11.32,5.2032,0.0089,0.0044,7,1,1,15.88404
731,2023,5020,,,,0.00,0,0,,.,.,1,0,0,0,11.32,2.9626,0.0049,0.0018,7,1,1,9.11643
732,2014,6510,-0.34,-0.28,-0.39,64.22,53.61,74.83,30.49,25.49078828,35.48972189,0,1,0,78.45,10.67,3.1512,0.0099,0.0045,7,1,1,
732,2015,6510,-0.16,0.02,-0.34,56.50,38.84,74.15,40.20,40.74297795,39.66142684,0,1,0,69.76,10.63,2.7894,0.0072,0.0032,7,1,1,9.01077
732,2016,6510,-0.11,0.07,-0.29,59.35,47.74,70.95,48.30,55.11929931,41.47521161,0,1,0,77.98,10.60,2.7655,-0.0164,0.0046,7,1,1,9.05238
732,2017,6510,-0.08,0.05,-0.22,60.40,49.85,70.95,51.92,55.11929931,48.73035067,0,1,0,66.67,10.56,2.9789,-0.0313,0.0048,7,1,1,10.20202
732,2018,6510,-0.17,-0.06,-0.28,69.67,60.4,78.94,52.47,54.24343099,50.69528416,0,1,0,67.35,10.59,3.3511,0.0313,0.0056,7,1,1,10.43319
732,2019,6510,-0.12,0.03,-0.28,70.01,57.51,82.51,57.52,60.19329508,54.83675937,0,1,0,78.24,10.58,3.3946,0.0110,0.0052,7,1,1,10.50949
732,2020,6510,-0.10,0.05,-0.25,69.31,57.08,81.54,59.01,61.6128058,56.40870617,0,1,0,57.16,10.54,3.2296,0.0147,0.0029,7,1,1,10.00785
732,2021,6510,-0.01,0.14,-0.16,66.00,54.69,77.3,64.66,68.19691936,61.12454655,0,1,0,55.04,10.63,3.3473,0.0362,0.0034,7,1,1,10.43671
732,2022,6510,0.60,0.63,0.57,0.00,0,0,59.99,63.03231652,56.9528416,0,1,0,0,10.79,4.5894,0.0429,0.0033,7,1,1,14.35888
732,2023,6510,,,,0.00,0,0,,.,.,0,1,0,0,10.75,4.4187,0.0155,0.0025,7,1,1,13.90294
733,2014,5020,0.07,0.01,0.14,0.00,0,0,7.36,0.755058895,13.96614268,1,0,0,0,9.65,,,,7,1,1,
733,2015,5020,0.06,-0.04,0.16,25.58,33.44,17.71,31.62,29.29628511,33.94800484,1,0,0,35.18,9.65,0.5923,0.0102,0.0145,7,1,1,1.79616
733,2016,5020,-0.29,-0.40,-0.18,59.84,64.28,55.4,30.96,24.28269405,37.63603386,1,0,0,41.18,9.74,0.6557,0.0111,0.0134,7,1,1,2.32322
733,2017,5020,-0.24,-0.30,-0.18,59.86,63.32,56.39,35.94,33.22259136,38.66384522,1,0,0,43.61,9.80,0.8053,0.0053,0.0104,7,1,1,2.87873
733,2018,5020,-0.23,-0.30,-0.16,60.93,65.47,56.39,37.83,35.18574449,40.47762999,1,0,0,43.73,9.90,1.2669,0.0125,0.0101,7,1,1,3.90857
733,2019,5020,-0.17,-0.20,-0.14,56.21,53.64,58.77,39.39,33.76623377,45.0120919,1,0,0,64.57,9.96,1.4978,0.0106,0.0124,7,1,1,4.62473
733,2020,5020,-0.03,0.01,-0.08,60.43,59.12,61.74,57.23,60.3141045,54.14147521,1,0,0,38.78,9.98,1.3587,0.0208,0.0097,7,1,1,4.08584
733,2021,5020,-0.05,0.12,-0.23,64.26,49.55,78.97,58.97,61.73361522,56.19709794,1,0,0,43.55,9.95,1.1142,0.0122,0.0118,7,1,1,3.43150
733,2022,5020,-0.11,0.06,-0.29,67.09,55.64,78.53,55.59,61.73361522,49.45586457,1,0,0,28.87,9.98,1.3737,0.0274,0.0081,7,1,1,4.15345
733,2023,5020,0.43,0.52,0.35,0.00,0,0,43.36,51.58562368,35.12696493,1,0,0,0,9.97,1.0958,0.0351,0.0048,7,1,1,3.22488
734,2014,5510,-0.06,-0.15,0.03,14.20,16.26,12.13,7.92,1.087284808,14.75211608,1,0,0,1.09,9.75,0.0360,0.0931,0.0154,7,1,1,
734,2015,5510,0.15,0.17,0.13,14.69,18.72,10.66,29.68,35.27635156,24.09310762,1,0,0,8.48,9.77,0.0101,0.0882,0.0163,7,1,1,-0.96914
734,2016,5510,0.13,0.12,0.14,15.17,20.5,9.84,28.27,32.43733011,24.09310762,1,0,0,10.14,9.81,0.0085,0.0956,0.0152,7,1,1,-1.17176
734,2017,5510,0.13,0.13,0.13,15.14,18.97,11.3,28.49,32.43733011,24.54655381,1,0,0,12.91,9.85,0.0055,0.0930,0.0146,7,1,1,-1.14895
734,2018,5510,0.10,0.05,0.14,37.73,49.2,26.25,47.47,54.5756569,40.356711,1,0,0,17.07,9.86,0.0049,0.0742,0.0128,7,1,1,-1.22986
734,2019,5510,0.22,0.15,0.30,35.43,46.94,23.91,57.92,61.49199638,54.35308343,1,0,0,24.13,9.89,0.0063,0.0843,0.0127,7,1,1,-1.31462
734,2020,5510,0.04,0.08,0.00,56.91,61.9,51.92,60.91,69.58622773,52.23700121,1,0,0,36.57,9.93,0.0196,0.0704,0.0098,7,1,1,-1.38797
734,2021,5510,0.05,0.15,-0.04,61.13,63.74,58.51,66.61,78.37511326,54.83675937,1,0,0,21.85,10.00,0.0586,0.0879,0.0096,7,1,1,-1.28858
734,2022,5510,0.03,0.16,-0.09,60.69,62.87,58.5,63.73,78.37511326,49.09310762,1,0,0,35.23,10.08,0.1161,0.0740,0.0136,7,1,1,-1.25719
734,2023,5510,,,,0.00,0,0,,.,.,1,0,0,0,10.08,0.0986,0.0465,0.0120,7,1,1,-1.77144
735,2014,5520,-0.50,-0.58,-0.42,66.07,74.85,57.28,15.94,16.79250982,15.08464329,1,0,0,75.82,9.85,0.8411,-0.0027,0.0067,7,1,1,
735,2015,5520,-0.12,0.00,-0.23,58.94,63.05,54.82,47.33,62.70009061,31.9528416,1,0,0,68.37,9.84,0.8104,0.0136,0.0061,7,1,1,2.36940
735,2016,5520,-0.13,-0.16,-0.10,51.13,60.33,41.93,38.21,44.45786771,31.9528416,1,0,0,65.67,9.78,0.6874,0.0357,0.0059,7,1,1,2.06968
735,2017,5520,-0.19,-0.12,-0.27,57.70,56.47,58.92,38.21,44.45786771,31.9528416,1,0,0,62.94,9.78,0.5610,0.0381,0.0097,7,1,1,1.40269
735,2018,5520,-0.15,-0.06,-0.25,56.45,55.81,57.08,41.09,50.22651767,31.9528416,1,0,0,52.5,9.74,0.4399,0.0276,0.0118,7,1,1,0.83787
735,2019,5520,-0.18,-0.02,-0.33,55.80,55.41,56.19,37.96,53.06553911,22.85368803,1,0,0,77.58,9.65,0.6055,-0.1477,0.0087,7,1,1,1.64294
735,2020,5520,-0.19,-0.03,-0.34,58.03,58.5,57.55,39.14,55.02869224,23.24667473,1,0,0,81.31,9.60,0.7148,-0.0468,0.0039,7,1,1,2.11371
735,2021,5520,-0.28,-0.23,-0.34,55.68,53.98,57.38,27.21,31.16883117,23.24667473,1,0,0,64.62,9.72,0.5931,0.1480,0.0093,7,1,1,1.56640
735,2022,5520,-0.34,-0.30,-0.37,60.72,61.26,60.17,27.21,31.16883117,23.24667473,1,0,0,68.54,9.80,0.4828,0.1582,0.0065,7,1,1,0.74980
735,2023,5520,-0.18,-0.03,-0.33,61.09,58.96,63.22,43.11,56.23678647,29.9879081,1,0,0,66.54,9.76,0.3944,0.1205,0.0044,7,1,1,0.48912
736,2014,4510,-0.48,-0.73,-0.24,58.44,75.54,41.34,10.04,2.416188463,17.6541717,0,0,1,67.99,9.87,0.0315,0.1130,0.0171,7,1,1,
736,2015,4510,-0.42,-0.64,-0.20,52.46,66.19,38.73,10.55,2.416188463,18.68198307,0,0,1,66.85,9.94,0.0410,0.1317,0.0213,7,1,1,-2.38601
736,2016,4510,-0.39,-0.64,-0.15,49.87,65.93,33.8,10.55,2.416188463,18.68198307,0,0,1,71.71,9.99,0.0284,0.1321,0.0182,7,1,1,-2.09306
736,2017,4510,-0.40,-0.53,-0.27,51.84,55.24,48.44,11.83,2.416188463,21.25151149,0,0,1,67.45,10.00,0.0356,0.1181,0.0188,7,1,1,-2.08732
736,2018,4510,-0.36,-0.45,-0.27,59.98,68.27,51.69,23.70,22.77257626,24.63724305,0,0,1,71.34,10.00,0.0283,0.0904,0.0158,7,1,1,-2.18312
736,2019,4510,-0.43,-0.39,-0.47,78.04,78.14,77.93,34.79,39.11205074,30.47158404,0,0,1,83.92,10.03,0.0193,0.1003,0.0148,7,1,1,-2.11109
736,2020,4510,-0.39,-0.36,-0.41,82.93,86.6,79.25,44.37,50.98157656,37.75695284,0,0,1,78.84,10.06,0.0170,0.1063,0.0107,7,1,1,-2.29635
736,2021,4510,-0.30,-0.30,-0.31,76.90,84.8,68.99,46.48,55.20990637,37.75695284,0,0,1,82.12,10.06,0.0183,0.0869,0.0107,7,1,1,-2.23221
736,2022,4510,-0.32,-0.36,-0.28,78.54,91.07,66,46.48,55.20990637,37.75695284,0,0,1,83.27,10.09,0.0207,0.0873,0.0103,7,1,1,-2.15184
736,2023,4510,,,,0.00,0,0,,.,.,0,0,1,0,10.10,0.0660,0.0751,0.0102,7,1,1,-2.50606
737,2014,1510,-0.48,-0.48,-0.49,62.04,64.36,59.71,13.85,16.79250982,10.91293833,0,0,1,85.53,10.51,1.0916,-0.0307,0.0074,7,1,1,
737,2015,1510,-0.16,-0.18,-0.14,68.06,69.79,66.32,52.47,52.18967079,52.75090689,0,0,1,86.46,10.45,0.7226,0.0175,0.0064,7,1,1,2.25700
737,2016,1510,-0.26,-0.29,-0.22,74.03,74.49,73.56,48.39,45.03171247,51.75332527,0,0,1,82.87,10.48,0.6488,0.0237,0.0063,7,1,1,1.68708
