No,ISIN CODE,Year,Board Size,CSR Sustainability Committee,Current CEO Chairman Duality,FREE FLOAT NOSH
700,KR7010620003,2024,,,,43
701,KR7008930000,2014,,,,46
701,KR7008930000,2015,,,,46
701,KR7008930000,2016,5,N   ,Y   ,48
701,KR7008930000,2017,6,N   ,N   ,48
701,KR7008930000,2018,5,N   ,N   ,47
701,KR7008930000,2019,7,N   ,N   ,47
701,KR7008930000,2020,7,N   ,Y   ,47
701,KR7008930000,2021,8,N   ,Y   ,44
701,KR7008930000,2022,7,N   ,Y   ,43
701,KR7008930000,2023,6,N   ,Y   ,42
701,KR7008930000,2024,,,,35
702,KR7001450006,2014,9,Y   ,N   ,60
702,KR7001450006,2015,8,Y   ,N   ,64
702,KR7001450006,2016,7,Y   ,N   ,73
702,KR7001450006,2017,9,Y   ,N   ,73
702,KR7001450006,2018,39,Y   ,N   ,59
702,KR7001450006,2019,41,Y   ,N   ,58
702,KR7001450006,2020,8,Y   ,N   ,58
702,KR7001450006,2021,7,Y   ,N   ,71
702,KR7001450006,2022,7,Y   ,N   ,55
702,KR7001450006,2023,7,Y   ,N   ,58
702,KR7001450006,2024,,,,68
703,KR7011170008,2014,6,Y   ,Y   ,39
703,KR7011170008,2015,6,Y   ,Y   ,39
703,KR7011170008,2016,5,Y   ,Y   ,40
703,KR7011170008,2017,7,Y   ,Y   ,37
703,KR7011170008,2018,7,Y   ,Y   ,38
703,KR7011170008,2019,9,Y   ,Y   ,39
703,KR7011170008,2020,5,Y   ,N   ,37
703,KR7011170008,2021,14,Y   ,N   ,35
703,KR7011170008,2022,13,Y   ,Y   ,37
703,KR7011170008,2023,11,Y   ,Y   ,38
703,KR7011170008,2024,,,,39
704,KR7128940004,2014,10,N   ,Y   ,44
704,KR7128940004,2015,9,N   ,N   ,40
704,KR7128940004,2016,8,N   ,N   ,42
704,KR7128940004,2017,8,Y   ,N   ,44
704,KR7128940004,2018,8,Y   ,N   ,40
704,KR7128940004,2019,8,Y   ,N   ,41
704,KR7128940004,2020,8,Y   ,N   ,43
704,KR7128940004,2021,8,Y   ,N   ,42
704,KR7128940004,2022,6,Y   ,N   ,41
704,KR7128940004,2023,8,Y   ,N   ,42
704,KR7128940004,2024,,,,41
705,KR7009540006,2014,17,Y   ,N   ,76
705,KR7009540006,2015,17,Y   ,N   ,71
705,KR7009540006,2016,17,Y   ,N   ,70
705,KR7009540006,2017,15,Y   ,N   ,62
705,KR7009540006,2018,15,Y   ,N   ,56
705,KR7009540006,2019,22,Y   ,N   ,53
705,KR7009540006,2020,6,Y   ,N   ,51
705,KR7009540006,2021,5,Y   ,Y   ,53
705,KR7009540006,2022,5,Y   ,N   ,59
705,KR7009540006,2023,5,Y   ,N   ,59
705,KR7009540006,2024,,,,59
706,KR7009830001,2014,16,Y   ,N   ,63
706,KR7009830001,2015,12,Y   ,N   ,58
706,KR7009830001,2016,10,Y   ,N   ,54
706,KR7009830001,2017,12,Y   ,N   ,54
706,KR7009830001,2018,10,Y   ,N   ,55
706,KR7009830001,2019,13,Y   ,N   ,54
706,KR7009830001,2020,10,Y   ,N   ,51
706,KR7009830001,2021,10,Y   ,N   ,54
706,KR7009830001,2022,11,Y   ,N   ,56
706,KR7009830001,2023,10,Y   ,N   ,56
706,KR7009830001,2024,,,,57
707,KR7012630000,2014,13,N   ,Y   ,66
707,KR7012630000,2015,11,N   ,Y   ,66
707,KR7012630000,2016,11,N   ,Y   ,76
707,KR7012630000,2017,9,N   ,Y   ,68
707,KR7012630000,2018,11,N   ,Y   ,88
707,KR7012630000,2019,5,N   ,Y   ,49
707,KR7012630000,2020,5,N   ,Y   ,55
707,KR7012630000,2021,5,N   ,Y   ,57
707,KR7012630000,2022,5,N   ,Y   ,55
707,KR7012630000,2023,5,N   ,Y   ,60
707,KR7012630000,2024,,,,60
708,KR7000660001,2014,9,Y   ,Y   ,100
708,KR7000660001,2015,8,Y   ,N   ,90
708,KR7000660001,2016,9,Y   ,N   ,72
708,KR7000660001,2017,4,Y   ,N   ,70
708,KR7000660001,2018,7,Y   ,N   ,70
708,KR7000660001,2019,8,Y   ,N   ,64
708,KR7000660001,2020,9,Y   ,N   ,68
708,KR7000660001,2021,9,Y   ,N   ,70
708,KR7000660001,2022,9,Y   ,N   ,71
708,KR7000660001,2023,10,Y   ,N   ,73
708,KR7000660001,2024,,,,67
709,KR7024110009,2014,11,N   ,N   ,40
709,KR7024110009,2015,9,N   ,N   ,41
709,KR7024110009,2016,9,N   ,N   ,40
709,KR7024110009,2017,7,N   ,N   ,39
709,KR7024110009,2018,5,N   ,N   ,39
709,KR7024110009,2019,6,N   ,N   ,39
709,KR7024110009,2020,5,N   ,N   ,27
709,KR7024110009,2021,6,Y   ,N   ,29
709,KR7024110009,2022,5,Y   ,N   ,30
709,KR7024110009,2023,6,Y   ,N   ,28
709,KR7024110009,2024,,,,28
710,KR7004020004,2014,14,Y   ,N   ,53
710,KR7004020004,2015,13,N   ,N   ,61
710,KR7004020004,2016,13,N   ,N   ,51
710,KR7004020004,2017,13,N   ,N   ,51
710,KR7004020004,2018,12,N   ,N   ,49
710,KR7004020004,2019,12,N   ,N   ,56
710,KR7004020004,2020,10,N   ,N   ,55
710,KR7004020004,2021,11,N   ,N   ,55
710,KR7004020004,2022,11,N   ,N   ,57
710,KR7004020004,2023,7,N   ,N   ,58
710,KR7004020004,2024,,,,57
711,KR7214320004,2016,,,,38
711,KR7214320004,2017,,,,40
711,KR7214320004,2018,11,N   ,N   ,34
711,KR7214320004,2019,11,N   ,N   ,33
711,KR7214320004,2020,10,N   ,N   ,26
711,KR7214320004,2021,8,N   ,N   ,32
711,KR7214320004,2022,8,N   ,N   ,34
711,KR7214320004,2023,7,Y   ,N   ,34
711,KR7214320004,2024,,,,27
712,KR7175330000,2014,,,,48
712,KR7175330000,2015,,,,50
712,KR7175330000,2016,,,,58
712,KR7175330000,2017,,,,70
712,KR7175330000,2018,,,,76
712,KR7175330000,2019,7,Y   ,Y   ,73
712,KR7175330000,2020,9,Y   ,Y   ,62
712,KR7175330000,2021,8,Y   ,Y   ,54
712,KR7175330000,2022,9,Y   ,Y   ,54
712,KR7175330000,2023,9,Y   ,Y   ,50
712,KR7175330000,2024,,,,48
713,KR7000080002,2014,6,N   ,Y   ,45
713,KR7000080002,2015,5,N   ,N   ,45
713,KR7000080002,2016,6,N   ,N   ,43
713,KR7000080002,2017,5,N   ,N   ,44
713,KR7000080002,2018,6,N   ,N   ,43
713,KR7000080002,2019,4,N   ,N   ,44
713,KR7000080002,2020,6,N   ,N   ,40
713,KR7000080002,2021,5,Y   ,N   ,41
713,KR7000080002,2022,5,Y   ,N   ,41
713,KR7000080002,2023,5,Y   ,N   ,43
713,KR7000080002,2024,,,,43
714,KR7066570003,2014,10,Y   ,N   ,57
714,KR7066570003,2015,8,Y   ,N   ,60
714,KR7066570003,2016,10,Y   ,N   ,59
714,KR7066570003,2017,9,Y   ,N   ,59
714,KR7066570003,2018,10,Y   ,N   ,57
714,KR7066570003,2019,7,Y   ,N   ,56
714,KR7066570003,2020,7,Y   ,N   ,56
714,KR7066570003,2021,6,Y   ,N   ,57
714,KR7066570003,2022,7,Y   ,N   ,59
714,KR7066570003,2023,6,Y   ,N   ,58
714,KR7066570003,2024,,,,59
715,KR7215600008,2015,,,,100
715,KR7215600008,2016,,,,86
715,KR7215600008,2017,6,N   ,N   ,92
715,KR7215600008,2018,6,N   ,N   ,95
715,KR7215600008,2019,10,N   ,N   ,95
715,KR7215600008,2020,4,N   ,N   ,95
715,KR7215600008,2021,10,N   ,N   ,95
715,KR7215600008,2022,,,,70
715,KR7215600008,2023,6,N   ,N   ,76
715,KR7215600008,2024,4,N   ,N   ,86
716,KR7054950001,2014,8,N   ,N   ,41
716,KR7054950001,2015,8,N   ,N   ,29
716,KR7054950001,2016,7,N   ,N   ,34
716,KR7054950001,2017,6,N   ,N   ,40
716,KR7054950001,2018,6,N   ,N   ,49
716,KR7054950001,2019,7,N   ,N   ,49
716,KR7054950001,2020,7,N   ,N   ,49
716,KR7054950001,2021,7,N   ,N   ,53
716,KR7054950001,2022,6,N   ,N   ,53
716,KR7054950001,2023,7,N   ,N   ,47
716,KR7054950001,2024,,,,53
717,KR7003490000,2014,12,Y   ,Y   ,69
717,KR7003490000,2015,10,Y   ,Y   ,54
717,KR7003490000,2016,10,Y   ,Y   ,63
717,KR7003490000,2017,9,Y   ,Y   ,59
717,KR7003490000,2018,7,Y   ,Y   ,58
717,KR7003490000,2019,9,Y   ,Y   ,59
717,KR7003490000,2020,8,Y   ,Y   ,62
717,KR7003490000,2021,12,Y   ,Y   ,55
717,KR7003490000,2022,12,Y   ,Y   ,58
717,KR7003490000,2023,11,Y   ,Y   ,68
717,KR7003490000,2024,,,,66
718,KR7005830005,2014,7,Y   ,N   ,69
718,KR7005830005,2015,6,Y   ,N   ,58
718,KR7005830005,2016,5,Y   ,N   ,68
718,KR7005830005,2017,5,Y   ,N   ,67
718,KR7005830005,2018,5,Y   ,N   ,67
718,KR7005830005,2019,5,Y   ,Y   ,60
718,KR7005830005,2020,4,Y   ,Y   ,68
718,KR7005830005,2021,5,Y   ,N   ,64
718,KR7005830005,2022,5,Y   ,N   ,61
718,KR7005830005,2023,6,Y   ,N   ,63
718,KR7005830005,2024,,,,72
719,KR7000270009,2014,8,Y   ,N   ,59
719,KR7000270009,2015,9,Y   ,N   ,60
719,KR7000270009,2016,9,Y   ,N   ,59
719,KR7000270009,2017,9,Y   ,N   ,59
719,KR7000270009,2018,11,Y   ,N   ,60
719,KR7000270009,2019,10,Y   ,Y   ,60
719,KR7000270009,2020,9,Y   ,Y   ,59
719,KR7000270009,2021,9,Y   ,N   ,57
719,KR7000270009,2022,9,Y   ,N   ,58
719,KR7000270009,2023,9,Y   ,N   ,59
719,KR7000270009,2024,,,,59
720,KR7015760002,2014,14,Y   ,N   ,42
720,KR7015760002,2015,15,Y   ,N   ,42
720,KR7015760002,2016,17,Y   ,N   ,42
720,KR7015760002,2017,12,Y   ,N   ,42
720,KR7015760002,2018,15,Y   ,N   ,43
720,KR7015760002,2019,14,Y   ,N   ,42
720,KR7015760002,2020,15,Y   ,N   ,41
720,KR7015760002,2021,15,Y   ,N   ,42
720,KR7015760002,2022,10,Y   ,N   ,43
720,KR7015760002,2023,13,Y   ,N   ,42
720,KR7015760002,2024,,,,42
721,KR7004000006,2014,,,,58
721,KR7004000006,2015,,,,55
721,KR7004000006,2016,,,,53
721,KR7004000006,2017,,,,62
721,KR7004000006,2018,14,N   ,N   ,55
721,KR7004000006,2019,9,N   ,N   ,57
721,KR7004000006,2020,5,N   ,N   ,56
721,KR7004000006,2021,5,N   ,N   ,56
721,KR7004000006,2022,7,Y   ,N   ,50
721,KR7004000006,2023,6,Y   ,N   ,47
721,KR7004000006,2024,,,,46
722,KR7105560007,2014,14,Y   ,N   ,90
722,KR7105560007,2015,14,N   ,Y   ,82
722,KR7105560007,2016,14,N   ,Y   ,91
722,KR7105560007,2017,10,N   ,Y   ,90
722,KR7105560007,2018,12,N   ,Y   ,90
722,KR7105560007,2019,7,Y   ,Y   ,91
722,KR7105560007,2020,9,Y   ,Y   ,90
722,KR7105560007,2021,9,Y   ,Y   ,90
722,KR7105560007,2022,9,Y   ,Y   ,91
722,KR7105560007,2023,9,Y   ,Y   ,92
722,KR7105560007,2024,,,,92
723,KR7034020008,2014,14,Y   ,Y   ,52
723,KR7034020008,2015,13,Y   ,Y   ,53
723,KR7034020008,2016,12,Y   ,Y   ,52
723,KR7034020008,2017,12,Y   ,Y   ,49
723,KR7034020008,2018,8,Y   ,Y   ,51
723,KR7034020008,2019,7,Y   ,Y   ,57
723,KR7034020008,2020,6,Y   ,Y   ,50
723,KR7034020008,2021,7,Y   ,N   ,51
723,KR7034020008,2022,6,Y   ,Y   ,59
723,KR7034020008,2023,7,Y   ,Y   ,63
723,KR7034020008,2024,,,,63
724,KR7002380004,2014,9,Y   ,Y   ,49
724,KR7002380004,2015,10,Y   ,Y   ,51
724,KR7002380004,2016,10,Y   ,Y   ,57
724,KR7002380004,2017,9,Y   ,Y   ,51
724,KR7002380004,2018,10,Y   ,Y   ,44
724,KR7002380004,2019,11,Y   ,Y   ,44
724,KR7002380004,2020,9,Y   ,Y   ,50
724,KR7002380004,2021,8,Y   ,Y   ,51
724,KR7002380004,2022,8,Y   ,Y   ,56
724,KR7002380004,2023,7,Y   ,Y   ,60
724,KR7002380004,2024,,,,64
725,KR7011780004,2014,9,Y   ,Y   ,67
725,KR7011780004,2015,8,Y   ,Y   ,69
725,KR7011780004,2016,8,Y   ,Y   ,59
725,KR7011780004,2017,8,Y   ,Y   ,66
725,KR7011780004,2018,10,Y   ,Y   ,67
725,KR7011780004,2019,12,Y   ,Y   ,68
725,KR7011780004,2020,6,Y   ,Y   ,66
725,KR7011780004,2021,11,Y   ,Y   ,68
725,KR7011780004,2022,10,Y   ,N   ,71
725,KR7011780004,2023,10,Y   ,N   ,69
725,KR7011780004,2024,,,,67
726,KR7088350004,2014,12,N   ,N   ,29
726,KR7088350004,2015,10,N   ,N   ,31
726,KR7088350004,2016,11,N   ,N   ,38
726,KR7088350004,2017,9,N   ,N   ,38
726,KR7088350004,2018,8,N   ,N   ,42
726,KR7088350004,2019,9,N   ,N   ,47
726,KR7088350004,2020,5,N   ,N   ,47
726,KR7088350004,2021,7,N   ,N   ,42
726,KR7088350004,2022,7,Y   ,N   ,42
726,KR7088350004,2023,7,Y   ,N   ,41
726,KR7088350004,2024,,,,41
727,KR7032500001,2014,,,,66
727,KR7032500001,2015,,,,66
727,KR7032500001,2016,,,,65
727,KR7032500001,2017,,,,59
727,KR7032500001,2018,,,,59
727,KR7032500001,2019,5,N   ,N   ,60
727,KR7032500001,2020,4,N   ,N   ,64
727,KR7032500001,2021,4,N   ,N   ,69
727,KR7032500001,2022,4,N   ,N   ,69
727,KR7032500001,2023,6,N   ,N   ,69
727,KR7032500001,2024,,,,71
728,KR7003690005,2014,,,,64
728,KR7003690005,2015,,,,63
728,KR7003690005,2016,,,,63
728,KR7003690005,2017,,,,71
728,KR7003690005,2018,,,,81
728,KR7003690005,2019,5,N   ,Y   ,79
728,KR7003690005,2020,7,N   ,Y   ,72
728,KR7003690005,2021,10,N   ,N   ,77
728,KR7003690005,2022,7,Y   ,N   ,75
728,KR7003690005,2023,7,Y   ,N   ,79
728,KR7003690005,2024,,,,79
729,KR7051600005,2014,9,N   ,N   ,31
729,KR7051600005,2015,9,N   ,N   ,42
729,KR7051600005,2016,8,Y   ,N   ,41
729,KR7051600005,2017,6,Y   ,N   ,42
729,KR7051600005,2018,8,Y   ,N   ,39
729,KR7051600005,2019,12,Y   ,N   ,34
729,KR7051600005,2020,9,Y   ,N   ,39
729,KR7051600005,2021,9,Y   ,N   ,39
729,KR7051600005,2022,7,Y   ,N   ,39
729,KR7051600005,2023,9,Y   ,N   ,37
729,KR7051600005,2024,,,,39
730,KR7028300002,2014,,,,90
730,KR7028300002,2015,,,,89
730,KR7028300002,2016,,,,89
730,KR7028300002,2017,8,N   ,Y   ,89
730,KR7028300002,2018,8,N   ,Y   ,89
730,KR7028300002,2019,8,N   ,Y   ,90
730,KR7028300002,2020,11,N   ,Y   ,86
730,KR7028300002,2021,11,N   ,Y   ,92
730,KR7028300002,2022,10,Y   ,Y   ,92
730,KR7028300002,2023,9,Y   ,Y   ,93
730,KR7028300002,2024,,,,93
731,KR7000880005,2014,14,Y   ,Y   ,71
731,KR7000880005,2015,11,N   ,N   ,68
731,KR7000880005,2016,10,N   ,N   ,67
731,KR7000880005,2017,10,N   ,N   ,64
731,KR7000880005,2018,7,N   ,N   ,68
731,KR7000880005,2019,12,N   ,N   ,68
731,KR7000880005,2020,8,N   ,N   ,68
731,KR7000880005,2021,9,Y   ,N   ,63
731,KR7000880005,2022,11,Y   ,N   ,61
731,KR7000880005,2023,9,Y   ,N   ,54
731,KR7000880005,2024,,,,54
732,KR7036460004,2014,9,Y   ,N   ,49
732,KR7036460004,2015,9,Y   ,N   ,48
732,KR7036460004,2016,9,Y   ,N   ,53
732,KR7036460004,2017,11,Y   ,N   ,46
732,KR7036460004,2018,11,Y   ,N   ,45
732,KR7036460004,2019,11,Y   ,N   ,46
732,KR7036460004,2020,11,Y   ,N   ,46
732,KR7036460004,2021,12,Y   ,N   ,47
732,KR7036460004,2022,12,Y   ,N   ,43
732,KR7036460004,2023,12,Y   ,N   ,46
732,KR7036460004,2024,,,,45
733,KR7000120006,2014,,,,53
733,KR7000120006,2015,6,N   ,N   ,53
733,KR7000120006,2016,7,Y   ,N   ,53
733,KR7000120006,2017,4,Y   ,N   ,54
733,KR7000120006,2018,7,Y   ,N   ,55
733,KR7000120006,2019,7,Y   ,N   ,53
733,KR7000120006,2020,6,Y   ,N   ,52
733,KR7000120006,2021,7,Y   ,N   ,43
733,KR7000120006,2022,8,Y   ,N   ,43
733,KR7000120006,2023,7,Y   ,N   ,43
733,KR7000120006,2024,,,,42
734,KR7010130003,2014,14,N   ,Y   ,65
734,KR7010130003,2015,12,N   ,Y   ,65
734,KR7010130003,2016,11,N   ,Y   ,64
734,KR7010130003,2017,15,N   ,Y   ,65
734,KR7010130003,2018,9,N   ,Y   ,65
734,KR7010130003,2019,14,N   ,N   ,65
734,KR7010130003,2020,9,Y   ,N   ,64
734,KR7010130003,2021,12,Y   ,N   ,64
734,KR7010130003,2022,16,Y   ,Y   ,63
734,KR7010130003,2023,15,Y   ,Y   ,60
734,KR7010130003,2024,,,,62
735,KR7010060002,2014,8,Y   ,Y   ,70
735,KR7010060002,2015,8,Y   ,Y   ,65
735,KR7010060002,2016,8,Y   ,Y   ,64
735,KR7010060002,2017,8,Y   ,Y   ,70
735,KR7010060002,2018,7,Y   ,Y   ,76
735,KR7010060002,2019,9,Y   ,Y   ,75
735,KR7010060002,2020,9,Y   ,Y   ,81
735,KR7010060002,2021,7,Y   ,Y   ,72
735,KR7010060002,2022,7,Y   ,Y   ,74
735,KR7010060002,2023,7,Y   ,Y   ,75
735,KR7010060002,2024,,,,68
736,KR7033780008,2014,13,Y   ,N   ,95
736,KR7033780008,2015,11,Y   ,N   ,93
736,KR7033780008,2016,10,Y   ,N   ,91
736,KR7033780008,2017,12,Y   ,N   ,91
736,KR7033780008,2018,8,Y   ,N   ,85
736,KR7033780008,2019,11,Y   ,N   ,84
736,KR7033780008,2020,7,Y   ,N   ,88
736,KR7033780008,2021,8,Y   ,N   ,91
736,KR7033780008,2022,8,Y   ,N   ,92
736,KR7033780008,2023,8,Y   ,N   ,93
736,KR7033780008,2024,,,,94
737,KR7030200000,2014,12,Y   ,Y   ,91
737,KR7030200000,2015,12,Y   ,N   ,92
737,KR7030200000,2016,11,Y   ,N   ,90
737,KR7030200000,2017,12,Y   ,N   ,90
737,KR7030200000,2018,10,Y   ,N   ,90
737,KR7030200000,2019,6,Y   ,N   ,88
737,KR7030200000,2020,11,Y   ,N   ,86
737,KR7030200000,2021,11,Y   ,N   ,87
737,KR7030200000,2022,10,Y   ,N   ,88
737,KR7030200000,2023,10,Y   ,N   ,91
737,KR7030200000,2024,,,,87
738,KR7035250000,2014,28,Y   ,N   ,53
738,KR7035250000,2015,16,Y   ,N   ,58
738,KR7035250000,2016,13,Y   ,N   ,52
738,KR7035250000,2017,15,Y   ,N   ,51
738,KR7035250000,2018,13,Y   ,N   ,53
738,KR7035250000,2019,14,Y   ,N   ,53
738,KR7035250000,2020,11,Y   ,N   ,54
738,KR7035250000,2021,13,Y   ,N   ,59
738,KR7035250000,2022,13,Y   ,N   ,52
738,KR7035250000,2023,13,Y   ,N   ,53
738,KR7035250000,2024,,,,54
739,KR7005300009,2014,,,,34
739,KR7005300009,2015,5,N   ,N   ,41
739,KR7005300009,2016,7,N   ,N   ,43
739,KR7005300009,2017,10,N   ,N   ,43
739,KR7005300009,2018,9,N   ,N   ,39
739,KR7005300009,2019,11,N   ,N   ,38
739,KR7005300009,2020,8,N   ,N   ,43
739,KR7005300009,2021,10,Y   ,N   ,32
739,KR7005300009,2022,10,Y   ,N   ,29
739,KR7005300009,2023,9,Y   ,Y   ,31
739,KR7005300009,2024,,,,26
740,KR7051910008,2014,10,Y   ,N   ,61
740,KR7051910008,2015,10,Y   ,N   ,61
740,KR7051910008,2016,8,Y   ,N   ,61
740,KR7051910008,2017,12,Y   ,N   ,61
740,KR7051910008,2018,11,Y   ,Y   ,58
740,KR7051910008,2019,12,Y   ,N   ,57
740,KR7051910008,2020,13,Y   ,N   ,56
740,KR7051910008,2021,6,Y   ,N   ,59
740,KR7051910008,2022,7,Y   ,N   ,60
740,KR7051910008,2023,7,Y   ,N   ,59
740,KR7051910008,2024,,,,60
741,KR7006360002,2014,9,Y   ,Y   ,92
741,KR7006360002,2015,9,Y   ,Y   ,83
741,KR7006360002,2016,7,Y   ,Y   ,78
741,KR7006360002,2017,7,Y   ,Y   ,74
741,KR7006360002,2018,7,Y   ,Y   ,74
741,KR7006360002,2019,7,Y   ,Y   ,79
741,KR7006360002,2020,7,Y   ,Y   ,78
741,KR7006360002,2021,7,Y   ,Y   ,79
741,KR7006360002,2022,7,Y   ,Y   ,79
741,KR7006360002,2023,7,Y   ,Y   ,82
741,KR7006360002,2024,,,,86
742,KR7003550001,2014,8,N   ,Y   ,65
742,KR7003550001,2015,7,N   ,Y   ,69
742,KR7003550001,2016,7,N   ,Y   ,68
742,KR7003550001,2017,7,N   ,Y   ,67
742,KR7003550001,2018,6,N   ,Y   ,68
742,KR7003550001,2019,10,N   ,N   ,71
742,KR7003550001,2020,8,N   ,Y   ,70
742,KR7003550001,2021,7,Y   ,Y   ,71
742,KR7003550001,2022,7,Y   ,Y   ,77
742,KR7003550001,2023,7,Y   ,Y   ,77
742,KR7003550001,2024,,,,77
743,KR7093050003,2014,,,,48
743,KR7093050003,2015,,,,47
743,KR7093050003,2016,,,,51
743,KR7093050003,2017,,,,51
743,KR7093050003,2018,,,,56
743,KR7093050003,2019,7,N   ,Y   ,56
743,KR7093050003,2020,7,N   ,Y   ,55
743,KR7093050003,2021,7,N   ,Y   ,61
743,KR7093050003,2022,7,N   ,N   ,60
743,KR7093050003,2023,,,,51
743,KR7093050003,2024,,,,47
744,KR7032640005,2014,10,Y   ,N   ,50
744,KR7032640005,2015,7,Y   ,N   ,46
744,KR7032640005,2016,7,Y   ,N   ,49
744,KR7032640005,2017,9,Y   ,N   ,56
744,KR7032640005,2018,9,Y   ,N   ,47
744,KR7032640005,2019,9,Y   ,N   ,47
744,KR7032640005,2020,8,Y   ,N   ,51
744,KR7032640005,2021,5,Y   ,N   ,52
744,KR7032640005,2022,6,Y   ,N   ,54
744,KR7032640005,2023,6,Y   ,N   ,56
744,KR7032640005,2024,,,,56
745,KR7034220004,2014,14,Y   ,N   ,54
745,KR7034220004,2015,13,Y   ,N   ,53
745,KR7034220004,2016,10,Y   ,N   ,53
745,KR7034220004,2017,12,Y   ,N   ,53
745,KR7034220004,2018,11,Y   ,N   ,53
745,KR7034220004,2019,11,Y   ,N   ,55
745,KR7034220004,2020,7,Y   ,N   ,57
745,KR7034220004,2021,7,Y   ,N   ,56
745,KR7034220004,2022,6,Y   ,N   ,57
745,KR7034220004,2023,7,Y   ,N   ,57
745,KR7034220004,2024,,,,58
746,KR7011070000,2014,12,Y   ,N   ,46
746,KR7011070000,2015,12,Y   ,N   ,47
746,KR7011070000,2016,13,Y   ,N   ,49
746,KR7011070000,2017,10,Y   ,N   ,49
746,KR7011070000,2018,8,Y   ,N   ,46
746,KR7011070000,2019,8,Y   ,N   ,48
746,KR7011070000,2020,7,Y   ,N   ,48
746,KR7011070000,2021,7,Y   ,N   ,49
746,KR7011070000,2022,8,Y   ,N   ,49
746,KR7011070000,2023,7,Y   ,N   ,48
746,KR7011070000,2024,,,,49
747,KR7051900009,2014,8,Y   ,Y   ,60
747,KR7051900009,2015,8,Y   ,Y   ,57
747,KR7051900009,2016,8,Y   ,Y   ,57
747,KR7051900009,2017,8,Y   ,Y   ,60
747,KR7051900009,2018,8,Y   ,Y   ,59
747,KR7051900009,2019,7,Y   ,N   ,59
747,KR7051900009,2020,7,Y   ,N   ,58
747,KR7051900009,2021,7,Y   ,N   ,58
747,KR7051900009,2022,7,Y   ,N   ,59
747,KR7051900009,2023,7,Y   ,N   ,57
747,KR7051900009,2024,,,,56
748,KR7028150001,2014,,,,57
748,KR7028150001,2015,,,,64
748,KR7028150001,2016,,,,70
748,KR7028150001,2017,,,,70
748,KR7028150001,2018,15,N   ,N   ,64
748,KR7028150001,2019,,,,64
748,KR7028150001,2020,,,,64
748,KR7028150001,2021,,,,64
748,KR7028150001,2022,,,,64
748,KR7028150001,2023,,,,64
748,KR7028150001,2024,,,,64
749,KR7285130001,2017,,,,100
749,KR7285130001,2018,,,,60
749,KR7285130001,2019,6,N   ,N   ,48
749,KR7285130001,2020,5,Y   ,N   ,57
749,KR7285130001,2021,7,Y   ,N   ,61
749,KR7285130001,2022,7,Y   ,N   ,58
749,KR7285130001,2023,6,Y   ,N   ,53
749,KR7285130001,2024,,,,53
750,KR7004990008,2014,12,N   ,N   ,64
750,KR7004990008,2015,11,N   ,N   ,64
750,KR7004990008,2016,10,N   ,Y   ,45
750,KR7004990008,2017,13,N   ,Y   ,50
750,KR7004990008,2018,7,N   ,Y   ,83
750,KR7004990008,2019,7,N   ,Y   ,72
750,KR7004990008,2020,9,N   ,Y   ,72
750,KR7004990008,2021,8,Y   ,N   ,71
750,KR7004990008,2022,9,Y   ,N   ,71
750,KR7004990008,2023,10,Y   ,N   ,65
750,KR7004990008,2024,,,,65
751,KR7023530009,2014,11,Y   ,Y   ,42
751,KR7023530009,2015,10,Y   ,Y   ,42
751,KR7023530009,2016,10,Y   ,Y   ,42
751,KR7023530009,2017,9,Y   ,Y   ,43
751,KR7023530009,2018,10,Y   ,N   ,37
751,KR7023530009,2019,9,Y   ,N   ,37
751,KR7023530009,2020,9,N   ,N   ,35
751,KR7023530009,2021,6,Y   ,N   ,36
751,KR7023530009,2022,9,Y   ,N   ,41
751,KR7023530009,2023,9,Y   ,N   ,36
751,KR7023530009,2024,,,,33
752,KR7005940002,2014,12,Y   ,N   ,17
752,KR7005940002,2015,9,N   ,N   ,43
752,KR7005940002,2016,10,N   ,N   ,43
752,KR7005940002,2017,10,N   ,N   ,42
752,KR7005940002,2018,11,N   ,N   ,40
752,KR7005940002,2019,14,Y   ,N   ,40
752,KR7005940002,2020,12,Y   ,N   ,39
752,KR7005940002,2021,9,Y   ,N   ,42
752,KR7005940002,2022,8,Y   ,N   ,37
752,KR7005940002,2023,8,Y   ,N   ,37
752,KR7005940002,2024,,,,37
753,KR7068760008,2014,,,,68
753,KR7068760008,2015,,,,55
753,KR7068760008,2016,,,,55
753,KR7068760008,2017,4,N   ,N   ,45
753,KR7068760008,2018,4,N   ,N   ,45
753,KR7068760008,2019,5,N   ,N   ,45
753,KR7068760008,2020,5,N   ,N   ,45
753,KR7068760008,2021,5,N   ,N   ,45
753,KR7068760008,2022,6,N   ,N   ,45
753,KR7068760008,2023,7,N   ,N   ,48
753,KR7068760008,2024,,,,45
754,KR7060980000,2014,13,N   ,N   ,49
754,KR7060980000,2015,14,N   ,N   ,46
754,KR7060980000,2016,15,N   ,N   ,39
754,KR7060980000,2017,10,N   ,N   ,51
754,KR7060980000,2018,11,N   ,N   ,39
754,KR7060980000,2019,13,N   ,N   ,35
754,KR7060980000,2020,7,Y   ,N   ,35
754,KR7060980000,2021,7,Y   ,N   ,62
754,KR7060980000,2022,7,Y   ,N   ,57
754,KR7060980000,2023,7,Y   ,N   ,56
754,KR7060980000,2024,,,,52
755,KR7204320006,2015,,,,41
755,KR7204320006,2016,,,,59
755,KR7204320006,2017,,,,61
