No,ISIN CODE,Year,Board Size,CSR Sustainability Committee,Current CEO Chairman Duality,FREE FLOAT NOSH
998,TH0450010Y08,2019,12,Y   ,N   ,79
998,TH0450010Y08,2020,12,Y   ,N   ,77
998,TH0450010Y08,2021,12,Y   ,N   ,93
998,TH0450010Y08,2022,11,Y   ,Y   ,94
998,TH0450010Y08,2023,11,Y   ,N   ,94
998,TH0450010Y08,2024,,,,93
999,TH0209010Z07,2014,,,,80
999,TH0209010Z07,2015,,,,80
999,TH0209010Z07,2016,,,,80
999,TH0209010Z07,2017,,,,80
999,TH0209010Z07,2018,,,,80
999,TH0209010Z07,2019,12,Y   ,N   ,80
999,TH0209010Z07,2020,12,Y   ,N   ,79
999,TH0209010Z07,2021,12,Y   ,N   ,79
999,TH0209010Z07,2022,12,Y   ,N   ,79
999,TH0209010Z07,2023,12,Y   ,N   ,79
999,TH0209010Z07,2024,,,,79
1000,TH3740010Y09,2014,,,,51
1000,TH3740010Y09,2015,,,,30
1000,TH3740010Y09,2016,,,,26
1000,TH3740010Y09,2017,,,,29
1000,TH3740010Y09,2018,,,,35
1000,TH3740010Y09,2019,,,,29
1000,TH3740010Y09,2020,9,N   ,N   ,34
1000,TH3740010Y09,2021,9,Y   ,N   ,49
1000,TH3740010Y09,2022,9,Y   ,N   ,60
1000,TH3740010Y09,2023,9,Y   ,N   ,47
1000,TH3740010Y09,2024,9,Y   ,N   ,69
1002,TH7846010Z09,2017,,,,31
1002,TH7846010Z09,2018,,,,31
1002,TH7846010Z09,2019,8,Y   ,N   ,31
1002,TH7846010Z09,2020,8,Y   ,N   ,30
1002,TH7846010Z09,2021,10,Y   ,N   ,30
1002,TH7846010Z09,2022,10,Y   ,N   ,30
1002,TH7846010Z09,2023,10,Y   ,N   ,30
1002,TH7846010Z09,2024,,,,30
1003,SG1BA1000003,2014,,,,68
1003,SG1BA1000003,2015,,,,67
1003,SG1BA1000003,2016,,,,67
1003,SG1BA1000003,2017,,,,73
1003,SG1BA1000003,2018,,,,22
1003,SG1BA1000003,2019,6,Y   ,N   ,85
1003,SG1BA1000003,2020,7,Y   ,N   ,87
1003,SG1BA1000003,2021,9,Y   ,N   ,90
1003,SG1BA1000003,2022,7,Y   ,N   ,82
1003,SG1BA1000003,2023,7,Y   ,N   ,65
1003,SG1BA1000003,2024,,,,63
1004,SG1M77906915,2014,7,N   ,N   ,74
1004,SG1M77906915,2015,7,N   ,N   ,79
1004,SG1M77906915,2016,10,N   ,N   ,74
1004,SG1M77906915,2017,10,N   ,N   ,65
1004,SG1M77906915,2018,9,N   ,N   ,66
1004,SG1M77906915,2019,9,N   ,N   ,66
1004,SG1M77906915,2020,8,N   ,N   ,72
1004,SG1M77906915,2021,8,Y   ,N   ,74
1004,SG1M77906915,2022,7,Y   ,N   ,73
1004,SG1M77906915,2023,8,Y   ,N   ,75
1004,SG1M77906915,2024,,,,73
1005,SG1V35936920,2014,6,Y   ,N   ,67
1005,SG1V35936920,2015,6,Y   ,N   ,90
1005,SG1V35936920,2016,6,Y   ,N   ,68
1005,SG1V35936920,2017,6,Y   ,N   ,69
1005,SG1V35936920,2018,6,Y   ,N   ,71
1005,SG1V35936920,2019,7,N   ,N   ,71
1005,SG1V35936920,2020,8,Y   ,N   ,72
1005,SG1V35936920,2021,8,Y   ,N   ,72
1005,SG1V35936920,2022,9,Y   ,N   ,78
1005,SG1V35936920,2023,8,Y   ,N   ,75
1005,SG1V35936920,2024,,,,75
1006,SG1M49904634,2014,,,,24
1006,SG1M49904634,2015,,,,23
1006,SG1M49904634,2016,,,,24
1006,SG1M49904634,2017,,,,27
1006,SG1M49904634,2018,10,Y   ,N   ,11
1006,SG1M49904634,2019,8,Y   ,N   ,12
1006,SG1M49904634,2020,7,Y   ,N   ,12
1006,SG1M49904634,2021,7,Y   ,N   ,11
1006,SG1M49904634,2022,9,Y   ,N   ,10
1006,SG1M49904634,2023,,,,10
1006,SG1M49904634,2024,,,,10
1008,SG1T88932077,2014,,,,49
1008,SG1T88932077,2015,,,,49
1008,SG1T88932077,2016,,,,55
1008,SG1T88932077,2017,,,,58
1008,SG1T88932077,2018,,,,61
1008,SG1T88932077,2019,,,,61
1008,SG1T88932077,2020,6,Y   ,N   ,67
1008,SG1T88932077,2021,5,Y   ,N   ,67
1008,SG1T88932077,2022,5,Y   ,N   ,67
1008,SG1T88932077,2023,4,Y   ,N   ,67
1008,SG1T88932077,2024,5,Y   ,N   ,67
1009,SG2E67980267,2014,,,,18
1009,SG2E67980267,2015,,,,18
1009,SG2E67980267,2016,,,,17
1009,SG2E67980267,2017,,,,17
1009,SG2E67980267,2018,6,Y   ,Y   ,17
1009,SG2E67980267,2019,6,Y   ,Y   ,17
1009,SG2E67980267,2020,6,Y   ,Y   ,17
1009,SG2E67980267,2021,7,Y   ,Y   ,17
1009,SG2E67980267,2022,7,Y   ,Y   ,17
1009,SG2E67980267,2023,,,,17
1009,SG2E67980267,2024,,,,17
1011,SG1M51904654,2014,10,N   ,N   ,66
1011,SG1M51904654,2015,10,N   ,N   ,66
1011,SG1M51904654,2016,10,N   ,N   ,65
1011,SG1M51904654,2017,10,N   ,N   ,65
1011,SG1M51904654,2018,9,N   ,N   ,70
1011,SG1M51904654,2019,10,Y   ,N   ,71
1011,SG1M51904654,2020,8,Y   ,N   ,70
1011,SG1M51904654,2021,8,Y   ,N   ,70
1011,SG1M51904654,2022,9,Y   ,N   ,76
1011,SG1M51904654,2023,9,Y   ,N   ,69
1011,SG1M51904654,2024,,,,69
1012,SG1T66931158,2014,,,,64
1012,SG1T66931158,2015,,,,64
1012,SG1T66931158,2016,,,,64
1012,SG1T66931158,2017,,,,64
1012,SG1T66931158,2018,,,,63
1012,SG1T66931158,2019,6,Y   ,N   ,63
1012,SG1T66931158,2020,6,Y   ,N   ,62
1012,SG1T66931158,2021,6,Y   ,N   ,62
1012,SG1T66931158,2022,6,Y   ,N   ,73
1012,SG1T66931158,2023,6,Y   ,N   ,67
1012,SG1T66931158,2024,,,,66
1013,SG1T06929205,2014,,,,29
1013,SG1T06929205,2015,,,,29
1013,SG1T06929205,2016,,,,29
1013,SG1T06929205,2017,,,,29
1013,SG1T06929205,2018,,,,29
1013,SG1T06929205,2019,9,Y   ,N   ,29
1013,SG1T06929205,2020,9,Y   ,N   ,29
1013,SG1T06929205,2021,9,Y   ,N   ,29
1013,SG1T06929205,2022,9,Y   ,N   ,29
1013,SG1T06929205,2023,9,Y   ,N   ,29
1013,SG1T06929205,2024,,,,29
1014,SG1U48933923,2014,,,,63
1014,SG1U48933923,2015,,,,68
1014,SG1U48933923,2016,,,,66
1014,SG1U48933923,2017,,,,66
1014,SG1U48933923,2018,,,,66
1014,SG1U48933923,2019,7,Y   ,N   ,71
1014,SG1U48933923,2020,6,Y   ,N   ,68
1014,SG1U48933923,2021,6,Y   ,N   ,68
1014,SG1U48933923,2022,6,Y   ,N   ,68
1014,SG1U48933923,2023,7,Y   ,N   ,69
1014,SG1U48933923,2024,,,,69
1015,SG1R89002252,2014,9,Y   ,N   ,30
1015,SG1R89002252,2015,7,Y   ,N   ,30
1015,SG1R89002252,2016,8,Y   ,N   ,21
1015,SG1R89002252,2017,7,Y   ,N   ,34
1015,SG1R89002252,2018,7,Y   ,N   ,45
1015,SG1R89002252,2019,8,Y   ,N   ,45
1015,SG1R89002252,2020,9,Y   ,N   ,53
1015,SG1R89002252,2021,8,Y   ,N   ,53
1015,SG1R89002252,2022,9,Y   ,N   ,53
1015,SG1R89002252,2023,10,Y   ,N   ,53
1015,SG1R89002252,2024,,,,53
1016,SG1N31909426,2014,8,N   ,N   ,88
1016,SG1N31909426,2015,8,N   ,N   ,88
1016,SG1N31909426,2016,8,N   ,N   ,94
1016,SG1N31909426,2017,9,N   ,N   ,94
1016,SG1N31909426,2018,10,N   ,N   ,94
1016,SG1N31909426,2019,10,N   ,N   ,93
1016,SG1N31909426,2020,10,Y   ,N   ,86
1016,SG1N31909426,2021,10,Y   ,N   ,84
1016,SG1N31909426,2022,10,Y   ,N   ,95
1016,SG1N31909426,2023,10,Y   ,N   ,100
1016,SG1N31909426,2024,,,,100
1018,SG1U25933169,2014,,,,51
1018,SG1U25933169,2015,,,,45
1018,SG1U25933169,2016,,,,49
1018,SG1U25933169,2017,,,,44
1018,SG1U25933169,2018,,,,57
1018,SG1U25933169,2019,9,Y   ,N   ,50
1018,SG1U25933169,2020,9,Y   ,N   ,53
1018,SG1U25933169,2021,9,Y   ,N   ,68
1018,SG1U25933169,2022,8,Y   ,N   ,70
1018,SG1U25933169,2023,10,Y   ,N   ,69
1018,SG1U25933169,2024,,,,68
1019,SG1G47869290,2014,8,N   ,N   ,64
1019,SG1G47869290,2015,7,N   ,N   ,65
1019,SG1G47869290,2016,7,N   ,N   ,61
1019,SG1G47869290,2017,7,N   ,N   ,62
1019,SG1G47869290,2018,9,N   ,N   ,60
1019,SG1G47869290,2019,9,N   ,N   ,66
1019,SG1G47869290,2020,10,Y   ,N   ,65
1019,SG1G47869290,2021,10,Y   ,N   ,65
1019,SG1G47869290,2022,8,Y   ,N   ,65
1019,SG1G47869290,2023,9,Y   ,N   ,67
1019,SG1G47869290,2024,,,,77
1020,SG1B51001017,2014,13,N   ,N   ,21
1020,SG1B51001017,2015,14,N   ,N   ,21
1020,SG1B51001017,2016,14,N   ,N   ,25
1020,SG1B51001017,2017,13,Y   ,N   ,25
1020,SG1B51001017,2018,12,Y   ,N   ,25
1020,SG1B51001017,2019,12,Y   ,N   ,25
1020,SG1B51001017,2020,10,Y   ,N   ,25
1020,SG1B51001017,2021,10,Y   ,N   ,25
1020,SG1B51001017,2022,9,Y   ,N   ,25
1020,SG1B51001017,2023,9,Y   ,N   ,23
1020,SG1B51001017,2024,,,,19
1022,SG1L01001701,2014,9,N   ,N   ,71
1022,SG1L01001701,2015,9,N   ,N   ,71
1022,SG1L01001701,2016,9,N   ,N   ,70
1022,SG1L01001701,2017,10,N   ,N   ,71
1022,SG1L01001701,2018,11,N   ,N   ,71
1022,SG1L01001701,2019,11,Y   ,N   ,70
1022,SG1L01001701,2020,11,Y   ,N   ,70
1022,SG1L01001701,2021,10,Y   ,N   ,70
1022,SG1L01001701,2022,10,Y   ,N   ,71
1022,SG1L01001701,2023,10,Y   ,N   ,71
1022,SG1L01001701,2024,,,,71
1023,SG1T56930848,2014,11,N   ,Y   ,50
1023,SG1T56930848,2015,11,Y   ,Y   ,48
1023,SG1T56930848,2016,11,Y   ,Y   ,47
1023,SG1T56930848,2017,11,Y   ,Y   ,42
1023,SG1T56930848,2018,11,Y   ,Y   ,41
1023,SG1T56930848,2019,13,Y   ,Y   ,41
1023,SG1T56930848,2020,13,Y   ,Y   ,41
1023,SG1T56930848,2021,13,Y   ,Y   ,43
1023,SG1T56930848,2022,13,Y   ,Y   ,44
1023,SG1T56930848,2023,13,Y   ,Y   ,44
1023,SG1T56930848,2024,,,,43
1024,SG1R95002270,2014,,,,26
1024,SG1R95002270,2015,,,,26
1024,SG1R95002270,2016,,,,26
1024,SG1R95002270,2017,,,,25
1024,SG1R95002270,2018,,,,25
1024,SG1R95002270,2019,,,,25
1024,SG1R95002270,2020,9,Y   ,N   ,25
1024,SG1R95002270,2021,10,Y   ,N   ,23
1024,SG1R95002270,2022,8,Y   ,N   ,23
1024,SG1R95002270,2023,7,Y   ,N   ,23
1024,SG1R95002270,2024,9,Y   ,N   ,22
1025,SG2F08984575,2014,,,,36
1025,SG2F08984575,2015,,,,35
1025,SG2F08984575,2016,,,,35
1025,SG2F08984575,2017,,,,44
1025,SG2F08984575,2018,,,,44
1025,SG2F08984575,2019,6,N   ,N   ,44
1025,SG2F08984575,2020,7,N   ,N   ,52
1025,SG2F08984575,2021,6,Y   ,N   ,48
1025,SG2F08984575,2022,6,Y   ,N   ,47
1025,SG2F08984575,2023,6,Y   ,N   ,46
1025,SG2F08984575,2024,,,,46
1026,SG1T58930911,2014,13,N   ,N   ,12
1026,SG1T58930911,2015,13,N   ,N   ,12
1026,SG1T58930911,2016,13,N   ,N   ,12
1026,SG1T58930911,2017,13,Y   ,N   ,12
1026,SG1T58930911,2018,12,Y   ,N   ,12
1026,SG1T58930911,2019,12,Y   ,N   ,12
1026,SG1T58930911,2020,12,Y   ,N   ,12
1026,SG1T58930911,2021,12,Y   ,N   ,12
1026,SG1T58930911,2022,12,Y   ,N   ,13
1026,SG1T58930911,2023,9,Y   ,N   ,13
1026,SG1T58930911,2024,10,Y   ,N   ,13
1027,SG2G52000004,2014,,,,12
1027,SG2G52000004,2015,,,,26
1027,SG2G52000004,2016,,,,12
1027,SG2G52000004,2017,,,,13
1027,SG2G52000004,2018,,,,13
1027,SG2G52000004,2019,11,Y   ,N   ,13
1027,SG2G52000004,2020,11,Y   ,N   ,13
1027,SG2G52000004,2021,11,Y   ,N   ,21
1027,SG2G52000004,2022,12,Y   ,N   ,13
1027,SG2G52000004,2023,10,Y   ,N   ,13
1027,SG2G52000004,2024,10,Y   ,N   ,13
1028,SG1T60930966,2014,,,,62
1028,SG1T60930966,2015,,,,62
1028,SG1T60930966,2016,,,,62
1028,SG1T60930966,2017,,,,62
1028,SG1T60930966,2018,,,,62
1028,SG1T60930966,2019,5,Y   ,N   ,69
1028,SG1T60930966,2020,6,Y   ,N   ,68
1028,SG1T60930966,2021,6,Y   ,N   ,59
1028,SG1T60930966,2022,6,Y   ,N   ,63
1028,SG1T60930966,2023,8,Y   ,N   ,63
1028,SG1T60930966,2024,,,,60
1029,SG1AA5000001,2014,,,,100
1029,SG1AA5000001,2015,,,,39
1029,SG1AA5000001,2016,,,,41
1029,SG1AA5000001,2017,,,,41
1029,SG1AA5000001,2018,,,,41
1029,SG1AA5000001,2019,12,Y   ,N   ,38
1029,SG1AA5000001,2020,6,Y   ,N   ,39
1029,SG1AA5000001,2021,5,Y   ,N   ,39
1029,SG1AA5000001,2022,5,Y   ,N   ,39
1029,SG1AA5000001,2023,5,Y   ,N   ,39
1029,SG1AA5000001,2024,5,Y   ,N   ,39
1030,SG1W35938974,2014,,,,31
1030,SG1W35938974,2015,,,,31
1030,SG1W35938974,2016,,,,31
1030,SG1W35938974,2017,,,,25
1030,SG1W35938974,2018,,,,24
1030,SG1W35938974,2019,9,Y   ,N   ,24
1030,SG1W35938974,2020,9,Y   ,N   ,12
1030,SG1W35938974,2021,8,Y   ,N   ,10
1030,SG1W35938974,2022,7,Y   ,N   ,21
1030,SG1W35938974,2023,7,Y   ,N   ,23
1030,SG1W35938974,2024,,,,23
1031,KYG3488W1078,2014,,,,100
1031,KYG3488W1078,2015,,,,24
1031,KYG3488W1078,2016,,,,24
1031,KYG3488W1078,2017,,,,24
1031,KYG3488W1078,2018,,,,24
1031,KYG3488W1078,2019,6,Y   ,N   ,24
1031,KYG3488W1078,2020,6,Y   ,N   ,24
1031,KYG3488W1078,2021,6,Y   ,N   ,24
1031,KYG3488W1078,2022,6,Y   ,N   ,25
1031,KYG3488W1078,2023,7,Y   ,N   ,25
1031,KYG3488W1078,2024,,,,23
1032,SG1I55882803,2014,8,N   ,Y   ,13
1032,SG1I55882803,2015,8,N   ,N   ,13
1032,SG1I55882803,2016,8,N   ,N   ,12
1032,SG1I55882803,2017,10,Y   ,N   ,12
1032,SG1I55882803,2018,10,Y   ,N   ,12
1032,SG1I55882803,2019,10,Y   ,N   ,12
1032,SG1I55882803,2020,10,Y   ,N   ,12
1032,SG1I55882803,2021,11,Y   ,N   ,12
1032,SG1I55882803,2022,10,Y   ,N   ,12
1032,SG1I55882803,2023,10,Y   ,N   ,12
1032,SG1I55882803,2024,,,,12
1033,SGXE21576413,2014,5,N   ,N   ,48
1033,SGXE21576413,2015,5,N   ,N   ,47
1033,SGXE21576413,2016,5,Y   ,N   ,47
1033,SGXE21576413,2017,7,Y   ,N   ,47
1033,SGXE21576413,2018,7,Y   ,N   ,47
1033,SGXE21576413,2019,6,Y   ,N   ,47
1033,SGXE21576413,2020,6,Y   ,N   ,47
1033,SGXE21576413,2021,6,Y   ,N   ,47
1033,SGXE21576413,2022,6,Y   ,N   ,47
1033,SGXE21576413,2023,6,Y   ,N   ,47
1033,SGXE21576413,2024,,,,47
1034,MU0117U00026,2014,11,N   ,Y   ,46
1034,MU0117U00026,2015,10,Y   ,Y   ,54
1034,MU0117U00026,2016,10,Y   ,Y   ,54
1034,MU0117U00026,2017,8,Y   ,Y   ,54
1034,MU0117U00026,2018,8,Y   ,Y   ,52
1034,MU0117U00026,2019,8,Y   ,Y   ,52
1034,MU0117U00026,2020,8,Y   ,Y   ,42
1034,MU0117U00026,2021,8,Y   ,Y   ,42
1034,MU0117U00026,2022,8,Y   ,Y   ,52
1034,MU0117U00026,2023,8,Y   ,Y   ,52
1034,MU0117U00026,2024,,,,52
1035,SG1H41875896,2014,,,,31
1035,SG1H41875896,2015,,,,31
1035,SG1H41875896,2016,,,,30
1035,SG1H41875896,2017,,,,30
1035,SG1H41875896,2018,,,,30
1035,SG1H41875896,2019,8,N   ,Y   ,29
1035,SG1H41875896,2020,8,N   ,Y   ,29
1035,SG1H41875896,2021,10,Y   ,Y   ,29
1035,SG1H41875896,2022,9,Y   ,Y   ,29
1035,SG1H41875896,2023,9,Y   ,N   ,29
1035,SG1H41875896,2024,,,,29
1036,SG1D25001158,2014,10,N   ,N   ,68
1036,SG1D25001158,2015,10,N   ,N   ,67
1036,SG1D25001158,2016,10,N   ,N   ,67
1036,SG1D25001158,2017,10,Y   ,N   ,67
1036,SG1D25001158,2018,10,Y   ,N   ,67
1036,SG1D25001158,2019,11,Y   ,N   ,67
1036,SG1D25001158,2020,11,Y   ,N   ,66
1036,SG1D25001158,2021,10,Y   ,N   ,60
1036,SG1D25001158,2022,7,Y   ,N   ,60
1036,SG1D25001158,2023,7,Y   ,N   ,66
1036,SG1D25001158,2024,,,,61
1037,SG2P14002527,2014,,,,27
1037,SG2P14002527,2015,,,,15
1037,SG2P14002527,2016,,,,15
1037,SG2P14002527,2017,,,,20
1037,SG2P14002527,2018,,,,20
1037,SG2P14002527,2019,8,Y   ,N   ,20
1037,SG2P14002527,2020,7,Y   ,N   ,18
1037,SG2P14002527,2021,7,Y   ,N   ,18
1037,SG2P14002527,2022,7,Y   ,N   ,18
1037,SG2P14002527,2023,8,Y   ,N   ,18
1037,SG2P14002527,2024,,,,18
1038,SG1AB9000005,2015,,,,24
1038,SG1AB9000005,2016,,,,33
1038,SG1AB9000005,2017,,,,24
1038,SG1AB9000005,2018,,,,28
1038,SG1AB9000005,2019,8,Y   ,N   ,29
1038,SG1AB9000005,2020,8,Y   ,N   ,28
1038,SG1AB9000005,2021,9,Y   ,N   ,27
1038,SG1AB9000005,2022,9,Y   ,N   ,28
1038,SG1AB9000005,2023,8,Y   ,N   ,28
1038,SG1AB9000005,2024,,,,28
1040,SG1AF6000009,2015,,,,100
1040,SG1AF6000009,2016,,,,62
1040,SG1AF6000009,2017,,,,63
1040,SG1AF6000009,2018,,,,69
1040,SG1AF6000009,2019,7,Y   ,N   ,74
1040,SG1AF6000009,2020,7,Y   ,N   ,78
1040,SG1AF6000009,2021,7,Y   ,N   ,77
1040,SG1AF6000009,2022,8,Y   ,N   ,78
1040,SG1AF6000009,2023,7,Y   ,N   ,78
1040,SG1AF6000009,2024,,,,78
1041,SG1U68934629,2014,9,Y   ,N   ,68
1041,SG1U68934629,2015,10,Y   ,N   ,66
1041,SG1U68934629,2016,9,Y   ,N   ,68
1041,SG1U68934629,2017,9,Y   ,N   ,80
1041,SG1U68934629,2018,10,Y   ,N   ,74
1041,SG1U68934629,2019,10,Y   ,N   ,79
1041,SG1U68934629,2020,11,Y   ,N   ,73
1041,SG1U68934629,2021,9,Y   ,N   ,79
1041,SG1U68934629,2022,11,Y   ,N   ,79
1041,SG1U68934629,2023,12,Y   ,N   ,79
1041,SG1U68934629,2024,,,,74
1042,SG1J21887414,2014,,,,37
1042,SG1J21887414,2015,,,,36
1042,SG1J21887414,2016,,,,35
1042,SG1J21887414,2017,,,,34
1042,SG1J21887414,2018,,,,34
1042,SG1J21887414,2019,6,N   ,N   ,33
1042,SG1J21887414,2020,7,N   ,N   ,32
1042,SG1J21887414,2021,7,N   ,Y   ,32
1042,SG1J21887414,2022,6,N   ,Y   ,32
1042,SG1J21887414,2023,5,Y   ,Y   ,32
1042,SG1J21887414,2024,,,,32
1043,SG1T22929874,2014,,,,54
1043,SG1T22929874,2015,,,,54
1043,SG1T22929874,2016,,,,54
1043,SG1T22929874,2017,,,,53
1043,SG1T22929874,2018,,,,53
1043,SG1T22929874,2019,7,Y   ,N   ,52
1043,SG1T22929874,2020,7,Y   ,N   ,50
1043,SG1T22929874,2021,7,Y   ,N   ,53
1043,SG1T22929874,2022,6,Y   ,N   ,53
1043,SG1T22929874,2023,7,Y   ,N   ,53
1043,SG1T22929874,2024,,,,62
1044,SG2C32962814,2014,,,,63
1044,SG2C32962814,2015,,,,67
1044,SG2C32962814,2016,,,,61
1044,SG2C32962814,2017,,,,65
1044,SG2C32962814,2018,,,,66
1044,SG2C32962814,2019,14,Y   ,N   ,67
1044,SG2C32962814,2020,11,Y   ,N   ,69
1044,SG2C32962814,2021,11,Y   ,N   ,71
1044,SG2C32962814,2022,11,Y   ,N   ,73
1044,SG2C32962814,2023,11,Y   ,N   ,72
1044,SG2C32962814,2024,11,Y   ,N   ,73
1045,SG2F55990442,2014,,,,61
1045,SG2F55990442,2015,,,,60
1045,SG2F55990442,2016,,,,59
1045,SG2F55990442,2017,,,,63
1045,SG2F55990442,2018,,,,67
1045,SG2F55990442,2019,,,,66
1045,SG2F55990442,2020,9,Y   ,N   ,61
1045,SG2F55990442,2021,9,Y   ,N   ,61
1045,SG2F55990442,2022,,,,61
1045,SG2F55990442,2023,,,,0
1045,SG2F55990442,2024,,,,0
1046,SG2D63974620,2014,,,,77
1046,SG2D63974620,2015,,,,68
1046,SG2D63974620,2016,,,,68
1046,SG2D63974620,2017,,,,68
1046,SG2D63974620,2018,,,,69
1046,SG2D63974620,2019,5,Y   ,N   ,77
1046,SG2D63974620,2020,5,Y   ,N   ,75
1046,SG2D63974620,2021,5,Y   ,N   ,75
1046,SG2D63974620,2022,4,Y   ,N   ,80
1046,SG2D63974620,2023,6,Y   ,N   ,79
1046,SG2D63974620,2024,4,Y   ,N   ,78
1047,SG1S03926213,2014,,,,59
1047,SG1S03926213,2015,,,,60
1047,SG1S03926213,2016,,,,60
1047,SG1S03926213,2017,,,,60
1047,SG1S03926213,2018,,,,63
1047,SG1S03926213,2019,,,,67
1047,SG1S03926213,2020,12,Y   ,N   ,66
1047,SG1S03926213,2021,11,Y   ,N   ,61
1047,SG1S03926213,2022,12,Y   ,N   ,61
1047,SG1S03926213,2023,11,Y   ,N   ,62
1047,SG1S03926213,2024,11,Y   ,N   ,67
1048,SG2D18969584,2014,,,,55
1048,SG2D18969584,2015,,,,56
1048,SG2D18969584,2016,,,,55
1048,SG2D18969584,2017,,,,66
1048,SG2D18969584,2018,,,,65
1048,SG2D18969584,2019,12,Y   ,N   ,65
1048,SG2D18969584,2020,12,Y   ,N   ,61
1048,SG2D18969584,2021,12,Y   ,N   ,66
1048,SG2D18969584,2022,13,Y   ,N   ,95
1048,SG2D18969584,2023,13,Y   ,N   ,44
1048,SG2D18969584,2024,13,Y   ,N   ,43
1049,SG1DH9000006,2018,,,,73
1049,SG1DH9000006,2019,,,,73
1049,SG1DH9000006,2020,8,Y   ,N   ,73
1049,SG1DH9000006,2021,8,Y   ,N   ,68
1049,SG1DH9000006,2022,8,Y   ,N   ,66
1049,SG1DH9000006,2023,8,Y   ,N   ,67
1049,SG1DH9000006,2024,9,Y   ,N   ,74
1050,BMG6542T1505,2014,14,Y   ,N   ,65
1050,BMG6542T1505,2015,15,Y   ,N   ,62
1050,BMG6542T1505,2016,14,Y   ,N   ,59
1050,BMG6542T1505,2017,8,Y   ,N   ,62
1050,BMG6542T1505,2018,7,Y   ,N   ,64
1050,BMG6542T1505,2019,7,Y   ,N   ,64
1050,BMG6542T1505,2020,,,,100
1050,BMG6542T1505,2021,,,,100
1050,BMG6542T1505,2022,,,,100
1050,BMG6542T1505,2023,,,,100
1050,BMG6542T1505,2024,,,,100
1051,SG1S04926220,2014,12,Y   ,N   ,74
1051,SG1S04926220,2015,10,Y   ,N   ,74
1051,SG1S04926220,2016,10,N   ,N   ,80
1051,SG1S04926220,2017,10,N   ,N   ,89
1051,SG1S04926220,2018,10,N   ,N   ,89
1051,SG1S04926220,2019,11,N   ,N   ,89
1051,SG1S04926220,2020,11,Y   ,N   ,89
1051,SG1S04926220,2021,10,Y   ,N   ,90
1051,SG1S04926220,2022,11,Y   ,N   ,90
1051,SG1S04926220,2023,10,Y   ,N   ,90
1051,SG1S04926220,2024,,,,90
1052,SG2G60000004,2014,,,,36
1052,SG2G60000004,2015,,,,37
1052,SG2G60000004,2016,,,,38
1052,SG2G60000004,2017,,,,33
1052,SG2G60000004,2018,,,,32
1052,SG2G60000004,2019,7,N   ,N   ,38
1052,SG2G60000004,2020,7,Y   ,N   ,51
1052,SG2G60000004,2021,7,Y   ,N   ,51
1052,SG2G60000004,2022,7,Y   ,N   ,45
1052,SG2G60000004,2023,7,Y   ,N   ,38
1052,SG2G60000004,2024,,,,42
1053,SG1Q75923504,2014,10,Y   ,N   ,29
1053,SG1Q75923504,2015,12,Y   ,N   ,29
1053,SG1Q75923504,2016,12,Y   ,N   ,30
1053,SG1Q75923504,2017,11,Y   ,N   ,30
1053,SG1Q75923504,2018,10,Y   ,N   ,24
1053,SG1Q75923504,2019,13,Y   ,N   ,24
1053,SG1Q75923504,2020,12,Y   ,N   ,24
1053,SG1Q75923504,2021,,,,24
1053,SG1Q75923504,2022,,,,28
1053,SG1Q75923504,2023,,,,28
1053,SG1Q75923504,2024,,,,28
1054,SG2B80958517,2014,,,,37
1054,SG2B80958517,2015,,,,37
1054,SG2B80958517,2016,,,,37
1054,SG2B80958517,2017,,,,37
1054,SG2B80958517,2018,,,,37
1054,SG2B80958517,2019,6,Y   ,N   ,37
1054,SG2B80958517,2020,6,Y   ,Y   ,37
1054,SG2B80958517,2021,6,Y   ,Y   ,35
1054,SG2B80958517,2022,8,Y   ,Y   ,35
1054,SG2B80958517,2023,8,Y   ,Y   ,28
1054,SG2B80958517,2024,,,,28
1055,SG2F25986140,2014,,,,17
1055,SG2F25986140,2015,,,,17
1055,SG2F25986140,2016,,,,17
1055,SG2F25986140,2017,,,,17
1055,SG2F25986140,2018,,,,20
1055,SG2F25986140,2019,,,,19
1055,SG2F25986140,2020,,Y   ,,19
1055,SG2F25986140,2021,,Y   ,,19
1055,SG2F25986140,2022,,Y   ,,19
1055,SG2F25986140,2023,,Y   ,,18
1055,SG2F25986140,2024,,,,18
1056,SG1Q25921608,2014,8,N   ,N   ,40
1056,SG1Q25921608,2015,7,N   ,N   ,41
1056,SG1Q25921608,2016,7,N   ,N   ,40
1056,SG1Q25921608,2017,8,Y   ,N   ,32
1056,SG1Q25921608,2018,8,Y   ,N   ,20
1056,SG1Q25921608,2019,8,Y   ,N   ,24
1056,SG1Q25921608,2020,8,Y   ,N   ,25
1056,SG1Q25921608,2021,8,Y   ,N   ,43
1056,SG1Q25921608,2022,8,Y   ,N   ,49
1056,SG1Q25921608,2023,8,Y   ,N   ,49
1056,SG1Q25921608,2024,,,,49
1057,SG1V52937132,2014,,,,48
1057,SG1V52937132,2015,,,,48
1057,SG1V52937132,2016,,,,51
1057,SG1V52937132,2017,,,,58
1057,SG1V52937132,2018,,,,64
1057,SG1V52937132,2019,8,Y   ,N   ,64
1057,SG1V52937132,2020,8,Y   ,N   ,64
1057,SG1V52937132,2021,8,Y   ,N   ,64
1057,SG1V52937132,2022,8,Y   ,N   ,64
