Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
THAI BEVERAGE PUBLIC - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   
THAI BEVERAGE PUBLIC - CSR Sustainability Committee,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
THAI BEVERAGE PUBLIC - FREE FLOAT NOSH,34,34,34,34,34,29,34,34,34,34,34
SINGAPORE LAND GROUP - Board Size,NA,NA,NA,NA,NA,12,10,9,11,NA,NA
SINGAPORE LAND GROUP - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,NA,NA
SINGAPORE LAND GROUP - CSR Sustainability Committee,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,NA,NA
SINGAPORE LAND GROUP - FREE FLOAT NOSH,14,14,14,13,13,13,13,13,13,13,13
UOL GROUP - Board Size,8,8,9,9,9,9,9,10,9,9,NA
UOL GROUP - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
UOL GROUP - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
UOL GROUP - FREE FLOAT NOSH,60,60,59,58,57,57,56,56,55,55,55
UNITED OVERSEAS BANK - Board Size,10,10,10,12,11,11,11,12,10,11,NA
UNITED OVERSEAS BANK - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
UNITED OVERSEAS BANK - CSR Sustainability Committee,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
UNITED OVERSEAS BANK - FREE FLOAT NOSH,79,79,79,79,79,79,87,87,87,87,87
VENTURE CORPORATION - Board Size,6,6,7,7,9,8,9,9,8,7,NA
VENTURE CORPORATION - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,NA
VENTURE CORPORATION - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
VENTURE CORPORATION - FREE FLOAT NOSH,70,71,84,81,88,87,93,87,87,87,86
WING TAI HOLDINGS - Board Size,10,9,10,10,10,10,9,10,11,9,9
WING TAI HOLDINGS - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
WING TAI HOLDINGS - CSR Sustainability Committee,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
WING TAI HOLDINGS - FREE FLOAT NOSH,63,63,63,63,63,63,63,57,43,43,43
YANLORD LAND GROUP - Board Size,8,8,8,8,8,8,9,9,9,9,NA
YANLORD LAND GROUP - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
YANLORD LAND GROUP - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
YANLORD LAND GROUP - FREE FLOAT NOSH,14,14,32,32,31,31,30,29,29,29,29
ACCTON TECHNOLOGY - Board Size,NA,NA,NA,NA,9,9,7,9,8,7,NA
ACCTON TECHNOLOGY - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,NA
ACCTON TECHNOLOGY - CSR Sustainability Committee,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ACCTON TECHNOLOGY - FREE FLOAT NOSH,90,92,86,84,85,80,81,92,92,92,92
ASIA CEMENT - Board Size,15,14,15,15,15,15,14,14,14,15,NA
ASIA CEMENT - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
ASIA CEMENT - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ASIA CEMENT - FREE FLOAT NOSH,72,72,72,66,66,66,72,72,74,74,74
AUO - Board Size,9,9,9,9,9,9,9,8,9,8,NA
AUO - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
AUO - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
AUO - FREE FLOAT NOSH,93,93,93,93,93,93,93,93,93,93,88
ADVANTECH - Board Size,5,5,5,7,7,7,7,7,7,9,NA
ADVANTECH - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,NA
ADVANTECH - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ADVANTECH - FREE FLOAT NOSH,61,62,62,62,62,62,62,62,63,63,64
ASE TECHNOLOGY HOLDING - Board Size,NA,NA,NA,NA,13,13,13,13,13,13,NA
ASE TECHNOLOGY HOLDING - Current CEO Chairman Duality,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,N   ,N   ,NA
ASE TECHNOLOGY HOLDING - CSR Sustainability Committee,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ASE TECHNOLOGY HOLDING - FREE FLOAT NOSH,NA,NA,NA,NA,78,78,78,78,78,78,78
QISDA - Board Size,10,10,10,7,7,7,7,7,7,9,NA
QISDA - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
QISDA - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
QISDA - FREE FLOAT NOSH,83,83,83,83,75,75,83,83,83,83,88
ASIA PACIFIC TELECOM - Board Size,14,18,15,16,14,14,13,11,10,NA,NA
ASIA PACIFIC TELECOM - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA,NA
ASIA PACIFIC TELECOM - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA,NA
ASIA PACIFIC TELECOM - FREE FLOAT NOSH,88,75,58,71,71,71,52,52,46,46,46
ACER - Board Size,9,9,9,9,9,9,7,7,6,7,NA
ACER - Current CEO Chairman Duality,Y   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ACER - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ACER - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
ASMEDIA TECHNOLOGY - Board Size,NA,NA,NA,NA,NA,7,7,7,7,7,NA
ASMEDIA TECHNOLOGY - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
ASMEDIA TECHNOLOGY - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,Y   ,Y   ,Y   ,Y   ,NA
ASMEDIA TECHNOLOGY - FREE FLOAT NOSH,48,48,51,51,51,51,36,45,45,45,46
ASUSTEK COMPUTER - Board Size,9,9,12,13,13,13,13,13,15,15,NA
ASUSTEK COMPUTER - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
ASUSTEK COMPUTER - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ASUSTEK COMPUTER - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
CHINA AIRLINES - Board Size,15,17,13,13,12,11,11,13,13,13,NA
CHINA AIRLINES - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CHINA AIRLINES - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHINA AIRLINES - FREE FLOAT NOSH,49,56,56,56,56,56,56,56,60,60,61
CHIPBOND TECH. - Board Size,NA,NA,NA,NA,NA,7,7,7,8,8,NA
CHIPBOND TECH. - Current CEO Chairman Duality,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,N   ,NA
CHIPBOND TECH. - CSR Sustainability Committee,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHIPBOND TECH. - FREE FLOAT NOSH,89,88,94,93,94,93,100,100,86,85,85
CHENG UEI PRECISION IND. - Board Size,7,7,7,11,11,10,9,9,9,9,NA
CHENG UEI PRECISION IND. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CHENG UEI PRECISION IND. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
CHENG UEI PRECISION IND. - FREE FLOAT NOSH,83,82,76,69,69,74,74,69,69,74,74
CATHAY FINL.HLDG. - Board Size,14,13,13,13,12,13,13,13,13,13,NA
CATHAY FINL.HLDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CATHAY FINL.HLDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CATHAY FINL.HLDG. - FREE FLOAT NOSH,67,67,67,67,67,67,67,67,67,67,67
KGI FINANCIAL HOLDING - Board Size,13,13,14,11,11,11,9,9,10,9,NA
KGI FINANCIAL HOLDING - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
KGI FINANCIAL HOLDING - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KGI FINANCIAL HOLDING - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
CHANG HWA COML.BANK - Board Size,11,11,11,11,11,11,10,9,9,9,NA
CHANG HWA COML.BANK - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CHANG HWA COML.BANK - CSR Sustainability Committee,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHANG HWA COML.BANK - FREE FLOAT NOSH,65,65,65,65,65,65,65,59,61,66,69
CHUNGHWA TELECOM - Board Size,14,14,14,13,13,13,13,13,13,13,NA
CHUNGHWA TELECOM - Current CEO Chairman Duality,Y   ,Y   ,Y   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHUNGHWA TELECOM - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHUNGHWA TELECOM - FREE FLOAT NOSH,59,59,59,60,65,58,58,57,58,59,65
CTBC FINL.HLDG. - Board Size,9,9,7,10,7,7,7,9,10,9,NA
CTBC FINL.HLDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CTBC FINL.HLDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CTBC FINL.HLDG. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
CHICONY ELECTRONICS - Board Size,6,7,9,9,7,8,8,8,8,8,NA
CHICONY ELECTRONICS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CHICONY ELECTRONICS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHICONY ELECTRONICS - FREE FLOAT NOSH,88,88,88,89,89,89,92,92,92,93,93
CLEVO - Board Size,5,7,7,7,6,7,7,7,7,6,NA
CLEVO - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CLEVO - CSR Sustainability Committee,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CLEVO - FREE FLOAT NOSH,86,86,86,87,92,87,87,81,77,76,76
CHAILEASE HOLDING - Board Size,11,9,9,11,11,11,9,9,9,9,NA
CHAILEASE HOLDING - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CHAILEASE HOLDING - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHAILEASE HOLDING - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
CHROMA ATE - Board Size,7,7,7,9,8,7,7,7,7,9,NA
CHROMA ATE - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHROMA ATE - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHROMA ATE - FREE FLOAT NOSH,94,94,94,94,100,100,100,100,100,100,100
CHINA MOTOR - Board Size,9,9,12,11,10,11,12,11,10,9,NA
CHINA MOTOR - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CHINA MOTOR - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHINA MOTOR - FREE FLOAT NOSH,46,46,46,46,46,46,46,46,46,46,46
CMC MAGNETICS - Board Size,9,11,11,11,11,11,11,9,8,8,NA
CMC MAGNETICS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CMC MAGNETICS - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CMC MAGNETICS - FREE FLOAT NOSH,94,94,93,93,93,92,92,92,92,92,92
CHINA LIFE INSURANCE - Board Size,11,11,10,10,9,9,9,NA,NA,NA,NA
CHINA LIFE INSURANCE - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA,NA,NA,NA
CHINA LIFE INSURANCE - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA,NA,NA,NA
CHINA LIFE INSURANCE - FREE FLOAT NOSH,94,100,100,100,75,75,74,53,53,53,53
COMPAL ELECTRONICS - Board Size,14,15,15,15,16,16,16,15,16,16,NA
COMPAL ELECTRONICS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
COMPAL ELECTRONICS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
COMPAL ELECTRONICS - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
CHINA PETROCHEMICAL DEV. - Board Size,11,10,11,11,10,10,9,10,8,8,NA
CHINA PETROCHEMICAL DEV. - Current CEO Chairman Duality,Y   ,Y   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHINA PETROCHEMICAL DEV. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHINA PETROCHEMICAL DEV. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
CAPITAL SECURITIES - Board Size,12,12,11,11,11,12,12,12,13,11,NA
CAPITAL SECURITIES - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CAPITAL SECURITIES - CSR Sustainability Committee,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CAPITAL SECURITIES - FREE FLOAT NOSH,100,95,95,94,100,100,100,100,100,100,100
CHENG SHIN RUB.INDS. - Board Size,10,9,9,11,11,11,11,11,11,10,NA
CHENG SHIN RUB.INDS. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CHENG SHIN RUB.INDS. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHENG SHIN RUB.INDS. - FREE FLOAT NOSH,56,61,68,66,73,73,73,72,72,79,73
CHINA STEEL - Board Size,14,13,13,12,12,12,11,11,11,11,NA
CHINA STEEL - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CHINA STEEL - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHINA STEEL - FREE FLOAT NOSH,80,80,80,80,80,80,80,80,80,80,80
MEGA FINANCIAL HOLDING - Board Size,14,17,16,16,14,15,16,15,17,16,NA
MEGA FINANCIAL HOLDING - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
MEGA FINANCIAL HOLDING - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MEGA FINANCIAL HOLDING - FREE FLOAT NOSH,85,85,85,85,85,85,85,85,85,85,86
CATCHER TECHNOLOGY - Board Size,8,8,8,8,8,7,7,7,7,7,NA
CATCHER TECHNOLOGY - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CATCHER TECHNOLOGY - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CATCHER TECHNOLOGY - FREE FLOAT NOSH,100,94,95,95,100,100,100,100,100,100,100
CORETRONIC - Board Size,7,7,7,7,7,7,8,8,7,7,NA
CORETRONIC - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,NA
CORETRONIC - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CORETRONIC - FREE FLOAT NOSH,93,100,94,95,100,100,100,91,80,81,81
DELTA ELECTRONICS - Board Size,13,13,14,14,11,11,11,11,12,12,NA
DELTA ELECTRONICS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
DELTA ELECTRONICS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
DELTA ELECTRONICS - FREE FLOAT NOSH,75,75,76,76,81,81,81,81,81,81,81
EVA AIRWAYS - Board Size,11,10,11,10,11,12,11,9,10,10,NA
EVA AIRWAYS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
EVA AIRWAYS - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
EVA AIRWAYS - FREE FLOAT NOSH,61,53,55,55,55,62,62,63,66,63,84
ECLAT TEXTILE - Board Size,7,11,11,11,11,11,11,12,12,12,NA
ECLAT TEXTILE - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
ECLAT TEXTILE - CSR Sustainability Committee,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ECLAT TEXTILE - FREE FLOAT NOSH,82,82,83,83,83,83,83,83,85,85,85
EVRG.INTL.STRG.& TRAN. - Board Size,11,10,10,9,9,9,9,9,9,9,NA
EVRG.INTL.STRG.& TRAN. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
EVRG.INTL.STRG.& TRAN. - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
EVRG.INTL.STRG.& TRAN. - FREE FLOAT NOSH,52,52,52,52,52,51,51,51,51,51,60
EVERLIGHT ELECTRONICS - Board Size,5,7,7,7,9,9,9,9,9,8,NA
EVERLIGHT ELECTRONICS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
EVERLIGHT ELECTRONICS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
EVERLIGHT ELECTRONICS - FREE FLOAT NOSH,93,94,100,100,100,100,100,100,100,100,100
ELITE MATERIAL - Board Size,NA,NA,NA,NA,NA,8,7,7,7,7,NA
ELITE MATERIAL - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
ELITE MATERIAL - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,Y   ,Y   ,Y   ,Y   ,NA
ELITE MATERIAL - FREE FLOAT NOSH,92,92,92,83,92,92,92,77,84,79,84
E SUN FINL.HLDG. - Board Size,13,12,12,13,13,13,12,12,12,11,NA
E SUN FINL.HLDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
E SUN FINL.HLDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
E SUN FINL.HLDG. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
ETERNAL MATERIALS - Board Size,7,7,10,10,10,12,11,10,12,12,NA
ETERNAL MATERIALS - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ETERNAL MATERIALS - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ETERNAL MATERIALS - FREE FLOAT NOSH,78,78,78,78,78,79,78,77,84,84,84
EVERGREEN MARINE - Board Size,9,9,9,10,10,9,9,9,9,9,NA
EVERGREEN MARINE - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
EVERGREEN MARINE - CSR Sustainability Committee,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
EVERGREEN MARINE - FREE FLOAT NOSH,69,69,69,69,72,78,79,87,87,87,91
FAR EASTERN DEPT.STRS. - Board Size,7,9,9,9,9,8,9,7,7,7,NA
FAR EASTERN DEPT.STRS. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FAR EASTERN DEPT.STRS. - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FAR EASTERN DEPT.STRS. - FREE FLOAT NOSH,78,78,77,77,77,77,77,57,62,62,62
FAR EASTONE TELECOM. - Board Size,9,11,11,11,11,11,10,11,11,11,NA
FAR EASTONE TELECOM. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FAR EASTONE TELECOM. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FAR EASTONE TELECOM. - FREE FLOAT NOSH,61,61,61,67,59,58,58,52,53,53,53
FAR EASTERN INTL.BANK - Board Size,NA,NA,NA,NA,NA,11,11,12,11,12,NA
FAR EASTERN INTL.BANK - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
FAR EASTERN INTL.BANK - CSR Sustainability Committee,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FAR EASTERN INTL.BANK - FREE FLOAT NOSH,95,95,100,100,100,100,100,100,100,100,100
FENG TAY ENTERPRISES - Board Size,9,13,13,13,13,13,13,13,13,13,NA
FENG TAY ENTERPRISES - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FENG TAY ENTERPRISES - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FENG TAY ENTERPRISES - FREE FLOAT NOSH,53,59,61,66,72,72,72,73,73,75,77
FAR EASTERN NEW CENTURY - Board Size,11,12,13,13,12,13,13,13,13,13,NA
FAR EASTERN NEW CENTURY - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FAR EASTERN NEW CENTURY - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FAR EASTERN NEW CENTURY - FREE FLOAT NOSH,76,76,76,76,76,76,76,76,76,76,76
FENG HSIN STEEL - Board Size,7,13,13,12,13,13,13,13,13,13,NA
FENG HSIN STEEL - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,NA
FENG HSIN STEEL - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FENG HSIN STEEL - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,95,95,95
FIRST FINANCIAL HOLDING - Board Size,18,17,16,15,14,17,17,15,14,15,NA
FIRST FINANCIAL HOLDING - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FIRST FINANCIAL HOLDING - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FIRST FINANCIAL HOLDING - FREE FLOAT NOSH,79,79,81,81,81,81,81,81,81,81,81
FORMOSA INTL.HOTELS - Board Size,6,7,7,7,7,7,9,9,9,9,NA
FORMOSA INTL.HOTELS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FORMOSA INTL.HOTELS - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
FORMOSA INTL.HOTELS - FREE FLOAT NOSH,42,49,41,39,40,36,43,49,49,49,49
FOXCONN TECHNOLOGY - Board Size,6,5,7,8,8,7,6,5,5,5,NA
FOXCONN TECHNOLOGY - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FOXCONN TECHNOLOGY - CSR Sustainability Committee,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FOXCONN TECHNOLOGY - FREE FLOAT NOSH,69,69,69,70,70,70,70,75,75,75,75
FORMOSA CHEMS.& FIBRE - Board Size,15,15,15,14,15,14,14,15,15,15,NA
FORMOSA CHEMS.& FIBRE - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FORMOSA CHEMS.& FIBRE - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FORMOSA CHEMS.& FIBRE - FREE FLOAT NOSH,68,68,68,75,75,75,75,75,75,75,75
FORMOSA PETROCHEMICAL - Board Size,13,15,15,14,15,15,15,15,15,15,NA
