No,ISIN CODE,Year,NET CASH FLOW - FINANCING,INCREASE/DECREASE IN CASH/SHOR,NET CASH FLOW - INVESTING,NET CASH FLOW-OPERATING ACTIVS,"PROPERTY, PLANT & EQUIP - NET",CASH DIVIDENDS PAID - TOTAL,CASH & SHORT TERM INVESTMENTS,CASH,TOTAL DEBT,TOTAL CAPITAL,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,WORKING CAPITAL,TOTAL ASSETS,RETAINED EARNINGS,EARNINGS BEF INTEREST & TAXES,TOTAL LIABILITIES,NET SALES OR REVENUES,FREE CASH FLOW,CASH - GENERIC,BOOK VALUE PER SHARE,OPERATING INCOME,DEPRECIATION,AMORT & IMPAIR OF GOODWILL,AMORTIZATION OF DEFERRED CHARG,AMORTIZATION-INTANGIBLE ASSETS,AMORTIZATION OF INTANGIBLES,DEPRECIATION/DEPLETION/AMORT,SALARIES & BENEFITS EXPENSES,Salaries and Wages from CSR reporting,RESEARCH & DEVELOPMENT
1094,TW0002610003,2016,4208402,776112,21021616,17636372,161079015,2508525,26188407,24445390,117433076,138012733,51363.96,55783817,-21267523,218244094,206092,3172716,160376896,141079107,18596882,26188407,10.202,4564687,17545244,,0,147486,147486,17692730,25465431,22246400000,
1094,TW0002610003,2017,-4669431,-1681865,25792340,28547018,164560135,0,24698877,22585332,112848820,146597244,61821.01,57023237,-12877279,220380300,1664405,4870764,161222781,156121785,27742069,24698877,10.428,8826160,18339743,,0,259129,259129,18598872,27374825,23281700000,
1094,TW0002610003,2018,-4386909,2352205,18440662,25188007,163637681,1193040,29051727,24956160,109951588,149209887,52794.98,57081572,-8122332,224984512,1615661,4461234,164937428,170711607,25644978,29051727,10.535,4022383,19324804,,0,191979,181943,19506747,28706047,24867340000,
1094,TW0002610003,2019,-17614558,3521991,16053122,37526612,225784449,1135672,31351059,28474146,118239005,151501357,49222.53,56553772,-24529185,287710353,-1297842,3243302,227578236,168444160,38753704,31351059,10.438,2665821,32601123,,0,198237,198237,32799360,28292607,24658260000,
1094,TW0002610003,2020,13869177,-1333591,25048173,9723475,207068571,0,41577092,27137002,140632194,161579695,45102.57,57559483,-777247,278165884,-350581,2404166,217454311,115250550,7231292,41577092,10.622,2184416,31166977,,0,206936,206936,31373913,25295463,22130520000,
1094,TW0002610003,2021,-15267259,18143929,16665149,49885400,194318320,0,62027048,45279428,125267131,186157379,110874.2,74043573,32610485,287790103,9253848,13534047,210585085,138841403,35077016,62027048,12.467,14968035,29727981,,0,221459,221459,29949440,28495469,22247650000,
1094,TW0002610003,2022,-36685199,-10289397,20181434,46848741,205667910,0,45363546,34993805,107636665,160651701,104034.1,70000201,-1432735,285965846,7309766,5201552,213512404,150722471,48835079,45363546,11.644,2584734,30103677,,0,223096,223096,30326773,25905807,26688370000,
1094,TW0002610003,2023,-29813235,-4588905,30660471,55845601,204388314,3025052,45025640,30405518,93999350,144665450,126496.9,74591115,-20352352,283050161,10911551,11913770,205571291,184816790,64617920,45025640,12.331,10157421,30433123,,0,223600,223600,30656723,31439930,26466800000,
1094,TW0002610003,2024,,,,,,,,,,,140702.9,,,,,,,,46026192,,,,,,,,,,,,
1095,TW0006147002,2014,-2225557,-878095,4076149,5377898,12903204,1685939,6128608,6119767,12162841,28793301,37520.18,23165052,8603855,39869378,9472510,3691611,15905988,17683055,4769441,6128608,35.685,3000909,2940040,,4578,29744,25166,2969784,3900136,,390378
1095,TW0006147002,2015,-3183721,-284998,3277091,6189091,14992303,1687886,5834789,5834769,10554499,27843407,35055.82,23439502,5631352,38288402,10160176,2895728,14044995,16863308,6537320,5834789,36.106,2547747,2788737,,4721,30058,25337,2818795,4074132,,387388
1095,TW0006147002,2016,-5814366,280098,-2142534,4069808,14314627,1363450,6569511,6114867,5943375,28195193,30125.75,23667175,6806351,34150309,10765614,2792631,9672616,17256235,4033365,6569511,36.452,2768845,2585492,,4495,31685,27190,2617177,4570076,,367286
1095,TW0006147002,2017,-2186296,-45932,2683310,4858655,14839653,1363450,6470819,6068935,5122007,27541851,37227.5,24489157,5603986,35186601,11623783,2906270,9844750,18427557,5532849,6470819,37.43,3187609,2596436,,4168,41157,36989,2637593,5140740,,407576
1095,TW0006147002,2018,-1378473,-10545,4770893,6125973,16187525,1537516,6058390,6047202,4426435,30522670,35853.55,27872670,4848431,39426718,14170981,3629503,11554048,18725270,5669148,6058390,42.602,3899569,2510410,,274,46296,43788,2554472,5272969,,440467
1095,TW0006147002,2019,-2261831,1079614,5211258,8535258,17217785,2289917,7138004,6325909,4958076,33149737,39713.69,29691661,6783320,39924237,16015457,5318944,10232576,20419492,7264437,7138004,45.382,5408365,3061385,,0,36700,36700,3098085,5509079,626200000,493573
1095,TW0006147002,2020,-2729179,-2996680,6442842,6173689,17130153,2747900,4201132,4141324,4976267,35684201,41872.76,32037934,3511817,43018322,18339996,4494615,10980388,22275284,5104679,4201132,47.709,4834581,3353307,,0,36253,36253,3389560,5544795,536000000,525666
1095,TW0006147002,2021,-1607062,1433259,4913244,7954396,17833260,2551788,5574583,5574583,5927314,45315845,44186.21,41676031,5709124,53560451,24276477,7476495,11884420,27082040,8902456,5574583,56.42,6894025,4235560,,0,58181,58181,4293741,6346671,896000000,659756
1095,TW0006147002,2022,-6954118,281376,3784693,11018788,18269688,4432052,5857967,5855959,3436905,44027018,41513.56,40890113,6123219,50720258,30201452,7714035,9830145,24010157,11680195,5857967,55.356,5877294,3652200,,0,73812,73812,3726012,6724148,6530000000,762041
1095,TW0006147002,2023,-6182661,-232584,1239021,7188989,15137127,4062715,5629594,5623375,1312629,48894259,52201.71,48481630,6982694,54250598,32395488,4815452,5768968,20056388,7282091,5629594,65.104,3325994,3809411,,0,62092,52691,3862102,5988094,,586914
1095,TW0006147002,2024,,,,,,,,,,,48031.54,,,,,,,,5204386,,,,,,,,,,,,
1096,TW0002392008,2014,-627398,-481850,3640068,3057533,20246065,1518197,7435566,7435487,16018453,34815718,26335.9,25625633,5845500,66053606,11082862,3138562,36939385,91068480,6778598,7435566,50.018,1742195,3431726,,0,70744,50675,3482401,13619414,,1927015
1096,TW0002392008,2015,1421445,-121351,5836941,4204448,22093979,1024654,7314136,7314136,18464552,36631935,24975.93,25827214,3525885,75727677,9307679,3156946,46285956,108233074,-713327,7314136,50.412,294073,3572845,,0,73717,47939,3620784,16704588,,2320960
1096,TW0002392008,2016,-3579538,-629023,3815117,7698084,20658653,1024654,6694788,6685113,15909668,34073901,19647.74,23636716,3480711,67815070,9069277,1684656,40730138,90499529,5669341,6694788,46.136,314812,3757510,,0,84284,59448,3816958,15371158,,2438350
1096,TW0002392008,2017,-2650245,1131185,2111174,5838446,20346421,768490,7640865,7631619,14026371,36153205,25437.02,23361746,8429711,68476220,9612902,1489204,42756554,93624086,11973810,7640865,45.599,800965,3093622,,0,93181,68371,3161993,14339481,,2062892
1096,TW0002392008,2018,-1250981,-1508768,4151090,3873433,23970307,1024654,6122851,3436599,16810195,41957325,11040.64,21902774,10008312,70830012,9231010,1173593,42882778,87910961,4200502,6122851,45.177,126524,2931861,,0,78603,51642,2983503,15012907,,2115035
1096,TW0002392008,2019,460155,173878,5330218,5685177,26524257,727235,8069057,6655551,18830071,43562945,23029.09,22431878,11162923,72743589,10443493,2735132,44501070,97820336,1660953,8069057,46.268,2281690,3706749,,0,109263,109263,3816012,14882394,,2442560
1096,TW0002392008,2020,6003142,4696811,7181302,5653099,23642825,1212061,17401093,15353091,24547088,49200256,20902.94,23762553,19027541,81724114,11118950,2933088,51640226,89552100,7668218,17401093,49.013,2394421,3210265,,0,119825,119825,3330090,12165364,,2386034
1096,TW0002392008,2021,1503570,-2285937,-22370,-3550197,23763196,1280818,10965908,10576220,24285219,50503518,19955.13,23284277,20334066,82557099,10781850,2494994,50056211,86800735,-2854409,10965908,48.026,1910841,3448842,,0,102724,102724,3551566,12357079,,2259829
1096,TW0002392008,2022,11086756,2538838,8416504,-265341,25553585,768490,14347345,12963169,34995807,58937620,18110.75,24422591,24735428,97849231,11552466,3835050,61591144,94102594,-2939794,14347345,50.374,3531693,3424016,,0,78470,78470,3502486,13487044,,2419396
1096,TW0002392008,2023,4951849,3413726,3662487,2525347,26762106,1127119,17768141,16534662,43651952,62789970,19980.75,24190274,26460942,105079697,11598307,3755533,68257705,90550764,6305659,17768141,52.267,2900022,3760839,,0,140150,140150,3900989,12896773,,2521545
1096,TW0002392008,2024,,,,,,,,,,,35606.71,,,,,,,,1028267,,,,,,,,,,,,
1097,TW0002882008,2014,16750038,143322619,29889371,154635532,92877629,17947445,,586295650,256828202,545934931,616225.4,388423492,,6922379270,163196027,72513795,6528315934,340554058,350755306,586295650,30.096,-10578725,,,,,323391,2525029,35106064,,
1097,TW0002882008,2015,-53626751,-300073131,39025984,-208899665,97488736,25659094,,291949556,204228525,532862202,603662.3,455390605,,7547548541,230194411,84213858,7086152728,373141022,-191227045,291949556,35.285,-991815,,,,,1457120,3641309,39148233,,
1097,TW0002882008,2016,11856098,-32337730,13468862,-31970466,164114231,25223449,,268490120,230111692,581724021,511322.6,519181092,,8111639633,252687821,65589712,7585959092,542999496,31193019,268490120,39.582,53903817,,,,,2893403,5189148,46194777,,
1097,TW0002882008,2017,32056970,150628835,3683333,121712336,165095690,25474807,,370518548,353320798,707261742,625647.9,546468298,,8803029367,283743551,77262658,8247157597,685229255,14670740,370518548,41.696,160411598,,,,,2968590,5424248,44810610,,
1097,TW0002882008,2018,10118335,-104419671,27675303,-86431027,166458327,33679517,,310780987,294665018,620225376,629416.9,589360273,,9176052865,285875616,77684584,8577134927,430323347,-37892028,310780987,44.477,10617674,,,,,3061034,5674622,60767646,,
1097,TW0002882008,2019,20453958,192415802,-984321,170937323,105764284,21512706,,524346376,322231395,915848880,564958.9,647309245,,10016425071,326282407,94449330,9358836012,616817808,57359450,524354752,46.985,131487784,,,,,3170483,7098010,73067794,,
1097,TW0002882008,2020,-25661716,154610332,15255473,195846016,102543675,29729344,,666197786,282495754,1068244894,517549.9,685820464,,10879318432,367524637,98935513,10181783503,768181862,199802657,666197786,49.848,219883158,,,,,3331836,7358416,66425467,,
1097,TW0002882008,2021,-25012742,34217207,12989397,72613483,102215042,36313949,,702161453,337169568,1072230082,770398.6,791031399,,11518354780,474762530,172457234,10715322800,690879245,56034867,702161453,57.67,224443011,,,,,3286342,7397795,67061481,,
1097,TW0002882008,2022,6589915,-71438280,52921074,-26159771,113384088,49483159,,678293306,370064631,775859999,520842.2,829132116,,11965138034,452354146,74304772,11123138223,89381728,3287171,678293306,55.477,-238141827,,,,,3071207,7544064,65804427,,
1097,TW0002882008,2023,26800929,-18151650,-12967742,-59224927,114927064,16593213,,657539740,428376599,1010405424,663048.2,863797098,,12721175438,499934982,120416641,11843987373,320165672,40611698,657539740,57.84,74462322,,,,,3214561,8635961,72188292,,
1097,TW0002882008,2024,,,,,,,,,,,1023911,,,,,,,,-145259069,,,,,,,,,,,,
1098,TW0002883006,2014,59691268,8845406,69387765,17777990,14393809,6014787,,,229298059,243779543,150214.3,170296159,,911728038,19558864,12644624,737814125,31815039,37310971,18165432,11.408,12774815,,,,,717952,1160274,10085241,10083169000,
1098,TW0002883006,2015,-26243558,50786875,-90841852,-14110401,14717160,9098673,,,193203620,219198889,134953.7,165163826,,861157250,18476343,9898132,692386512,32977532,-10236791,18965729,11.168,9987407,,,,,852268,1409663,12562364,12522077000,
1098,TW0002883006,2016,3977836,-42424045,68256766,22432997,14512916,7487006,,,215751703,214659732,116198.4,163488117,,887285456,16777581,7489164,720188418,29643272,16840493,45112235,11.159,7953378,,,,,845733,1448973,11414576,11414600000,
1098,TW0002883006,2017,29247091,39042336,72694874,83709330,30880691,7487871,,,205299236,304928399,138381,167680072,,2383442528,20866996,14858525,2134218390,113106166,45841787,66737775,11.598,13877968,,,,,1039813,1822443,13758724,13758700000,
1098,TW0002883006,2018,3947813,-17761029,216572182,194525068,31717297,8686848,,66250856,212867777,273530967,151119,168823189,,2704627915,22105115,21424472,2471474503,384126899,223424394,66250856,11.627,4153579,,,,,1349919,2197826,15293934,15293934000,
1098,TW0002883006,2019,-16814689,50636914,107353592,174893955,53453231,4366127,,111312875,202366581,365498842,151156.4,176826742,,3016865950,30997037,31207847,2731099182,349842067,151049029,111312875,12.12,50942893,,,,,1342549,3079904,16702862,16702862000,
1098,TW0002883006,2020,50967602,20070441,193532552,162912512,49393634,8761068,,127011458,250844826,424854904,128451.9,180558007,,3421478254,34193798,27588311,3111030268,354948044,113517229,127011458,12.161,68505631,,,,,1316344,3257018,17553584,17553584000,
1098,TW0002883006,2021,-51186802,39721898,1968802,93140715,46642465,8244420,,194880326,263505947,412564613,212322.1,275163497,,3443745608,62387033,55772664,3168251697,327722136,132997823,194880326,15.491,76726209,,,,,1301293,3294968,22255924,17990000000,
1098,TW0002883006,2022,-14417633,-29902461,95118145,79182843,46294262,16851631,,163419814,257856988,328707564,208063.4,281378803,,3518063802,64590198,31327564,3236562896,328329548,111789944,163419814,15.764,-56912495,,,,,1447278,3363022,16340602,12860000000,
1098,TW0002883006,2023,43967794,-48641968,26550328,-66343992,43034447,0,,82350393,297198408,393367363,193597.6,300752472,,3628365975,84359277,44097978,3327481501,247240293,18250339,82350393,16.925,38435310,,,,,1525346,3794934,18979829,,
1098,TW0002883006,2024,,,,,,,,,,,289947.6,,,,,,,,-46876802,,,,,,,,,,,,
1099,TW0002801008,2014,94563104,9028369,87418769,1183864,23822844,4649435,,,178142480,167751605,145039.2,119241101,,1812686935,39766371,,1693445834,39842335,-3195500,89588833,10.641,12430373,,,,,118123,708705,10062201,,
1099,TW0002801008,2015,82724757,36471792,63813992,17571734,22253008,1580808,,,167707533,164665377,143774.4,129474959,,1903889730,43926296,,1774414771,42739475,30902687,76504124,11.554,13752621,,,,,134963,695547,10201704,,
1099,TW0002801008,2016,80006491,49277680,34754103,4908431,20801823,2960063,,,173493165,168899127,145677.3,137523525,,2002703770,47775705,,1865180245,42854891,-26688825,102162946,12.273,14089668,,,,,160250,711137,10549116,,
1099,TW0002801008,2017,23237605,4840553,26977571,9964221,20639732,3765202,,,153010444,186687605,152961.2,144947564,,2033083350,51271446,,1888135786,43690389,16669329,97194747,12.935,14190803,,,,,179725,712162,10607874,,
1099,TW0002801008,2018,28119506,6823710,26811511,4858218,21071298,4235850,,,167874142,206111342,174253.4,156561631,,2078691006,55272251,,1922129375,49350205,10112136,100390698,13.972,14716776,,,,,201851,709362,10796961,,
1099,TW0002801008,2019,53235500,-43731577,108811239,13029864,22359440,6265293,,,160794323,219178601,232158.4,162237195,,2132330878,58495437,,1970093683,49621557,22032800,86831371,14.478,13527159,,,,,220050,1429635,10867641,,
1099,TW0002801008,2020,168669223,39544294,114115312,-13890990,22427850,3994124,,,181971890,227748370,183290.3,165053790,,2310061120,57352741,,2145007330,39085092,-14957196,104923452,14.729,8317486,,,,,243893,1395324,10807707,,
1099,TW0002801008,2021,217131642,19051990,212818467,15255812,22920890,3738501,,,154311053,224501280,174110.3,171452455,,2547650586,61652938,,2376198131,36808590,10623341,124269692,15.3,10127344,,,,,260211,1413036,11408544,11408544,
1099,TW0002801008,2022,129083883,-89686576,234883659,13547792,22985468,5244285,,,106832337,222042487,176910.6,169028218,,2681461563,67464069,,2512433345,52334195,-1932462,135302499,15.084,13057231,,,,,356190,1563762,11721438,11721438,
1099,TW0002801008,2023,187920884,30211302,172813889,15407047,22986004,5826401,,,175303167,238944649,189477.1,187998056,,2897512594,72359229,,2709514538,82566143,40328474,144614211,16.777,16243191,,,,,423806,1643308,12265046,,
1099,TW0002801008,2024,,,,,,,,,,,198902.1,,,,,,,,6388458,,,,,,,,,,,,
1100,TW0002412004,2014,-35116269,8974498,28384418,72387312,302650343,35103221,30342867,23559603,2464400,371413847,715236.3,364432230,10512500,444876026,118809830,46605286,75362179,226608686,73462139,30342867,46.978,44171243,31879958,,0,2218298,2218298,34098256,46621851,46622000000,3503665
1100,TW0002412004,2015,-39185631,6711820,31697002,77568559,296399146,37673263,35453606,30271423,1860000,375751311,767986.9,368739928,17680757,450959515,123069848,52001357,76950512,231795104,77750206,35453606,47.534,50466444,30349815,,0,3079912,3079912,33429727,47324272,47324000000,3572373
1100,TW0002412004,2016,-42518627,828919,22926056,66215221,291169760,42551146,38060875,31100342,1738000,372799670,841682.8,364703748,21514580,444810279,118592201,49402355,73610609,229991428,63699459,38060875,47.013,48601927,29087029,,0,3378821,3378821,32465850,47749908,47750000000,3746868
1100,TW0002412004,2017,-36607843,-2275407,37629286,71840624,288707910,38336525,34132995,28824935,1670000,375179580,795137.8,364881985,19343643,448393029,117457971,48018975,74813449,227514183,78467854,34132995,47.036,46807358,28142753,,0,3766020,3766020,31908773,47406556,47407000000,3850796
1100,TW0002412004,2018,-35035350,-1180155,33399992,67152588,288914228,37204714,37150052,27644780,1700000,388172320,830046.2,376562372,30301315,463714848,127391229,44996300,77142528,215483158,72054802,37150052,48.542,43533208,27461179,,1941124,6327922,4386798,33789101,47023651,47024000000,3688858
1100,TW0002412004,2019,-38934216,6404863,27984812,73285203,295058464,34745603,41549050,34049643,11448138,394460573,876591.1,376110243,29720517,474199631,126591245,41853934,87805866,207520061,69785232,41549050,48.484,40773158,30897834,,1173492,5426094,4252602,36323928,46155421,46155421000,3902614
1100,TW0002412004,2020,-9801699,-3629988,68894260,75096527,292425149,32782969,36554969,30419655,38243137,415453825,849439.6,377931016,10367948,503245279,128168050,43037034,113986822,207608998,71225214,36554969,48.718,40766480,30919998,,771875,6196242,5424367,37116240,44963207,44963207000,3807107
1100,TW0002412004,2021,-34313928,9358969,31889451,75575290,300151397,33403565,44842068,39778624,38913928,426900814,861076.2,379334846,26728761,510285354,130888906,46284795,119022904,210477948,75957925,44842068,48.899,45299232,31790067,,815241,7383788,6568547,39173855,44673314,44673314000,3643964
1100,TW0002412004,2022,-34800231,10413980,31558595,76720250,302630459,35746314,53828350,50192604,43471864,433189479,837803.7,381178887,36203739,521006843,132526608,47491688,127228415,216739234,74801937,53828350,49.137,46731876,32741772,,840553,7483210,6642657,40224982,45672395,45672395000,3724422
1100,TW0002412004,2023,-40730048,-16368720,51208937,75594717,303575556,36475514,54176838,33823884,43642947,432857297,915378,382315000,37440352,521839962,133091645,47311809,126935622,223199260,79700562,54176838,49.283,46988602,32911542,,855754,7555305,6699551,40466847,46211245,46211000000,3843976
1100,TW0002412004,2024,,,,,,,,,,,954165.4,,,,,,,,76603275,,,,,,,,,,,,
1101,TW0002891009,2014,271980382,125760030,254996586,110479598,43379488,5590370,,,291823458,340074642,319639.9,229352760,,3645153727,59129677,48807201,3415714329,228784451,132630837,304453450,12.876,30170230,,,,,755502,2197849,26826683,,
1101,TW0002891009,2015,243527425,86457212,306832157,148192735,64494739,12358398,,,255664499,389745639,323180.1,277507141,,4585193133,70429473,44759220,4307598887,268190306,230338351,377780158,14.253,33761016,,,,,1082661,3936236,29293524,,
1101,TW0002891009,2016,33806053,-90068356,388798491,265968802,60463447,14602366,,,257080089,382285154,329498.9,282106787,,4828903354,67493774,37230991,4546707935,406988418,170891992,335345855,14.489,33375833,,,,,1169156,3556885,32243135,,
1101,TW0002891009,2017,275690546,19106710,446433634,194027189,52650171,19469821,,,329239221,433982226,377266.8,320900639,,5326823574,87150698,48163131,5005839403,453446013,209441645,345815219,16.311,42485714,,,,,1180049,3732572,35636835,,
1101,TW0002891009,2018,143667517,-18839929,453069068,288573143,53985880,21071132,,,297080007,414525749,409436.7,315072464,,5737591464,91679866,46133644,5422442983,464626989,272387653,335330051,15.989,40075288,,,,,1335575,3881172,34555092,,
1101,TW0002891009,2019,242671048,-18142245,406258878,145910223,66723486,20246982,,,336888238,494322475,423084.3,381138689,,6206963134,126072430,56527510,5825743294,436675003,213646417,337121106,19.292,49423791,,,,,1532403,6949405,38908863,,
1101,TW0002891009,2020,304303074,107368582,299947868,104472245,65519492,20486315,,,324497882,546133641,363618.4,405230570,,6598293309,146416069,55233589,6192982569,401068425,25331842,448013310,20.528,49100858,,,,,1647763,7498672,36186621,,
1101,TW0002891009,2021,186611465,-21200805,200088999,-618154,66584725,21541819,,,371372593,601379908,452329.8,430455155,,7064245159,179261661,65435778,6611643709,401820518,82732874,447232017,21.822,60296262,,,,,1741508,8937961,44061848,,
1101,TW0002891009,2022,558018197,94170318,608891588,141724299,66457387,25538754,,,455384786,544229189,418210,369496246,,7705274828,141369737,53181445,7312452570,357116836,205217997,487183927,18.612,46080577,,,,,1917539,7661850,39276771,,
1101,TW0002891009,2023,475051929,42851201,425008485,-5152327,67514177,20754630,,,562121593,628507055,492520.1,441749634,,8289541743,192583184,79867382,7824196394,448565972,37058102,537332071,22.257,64676339,,,,,1936516,7889102,49257896,,
1101,TW0002891009,2024,,,,,,,,,,,723997.1,,,,,,,,39163718,,,,,,,,,,,,
1102,TW0002385002,2014,-2408245,402359,5344662,7172883,14500115,2991280,7399599,1980696,3009980,26326642,60043.47,22130452,8133770,56805477,11943320,5652444,30978835,80110692,9622439,7399599,32.956,4752977,1899068,,18792,108087,89295,2007155,10767489,5000423000,2153213
1102,TW0002385002,2015,-1760856,368903,6203787,8188996,15721977,3060817,6767381,2349599,4862910,28594211,53825.62,22368386,6194685,58947624,12502625,5405560,32743107,80663369,6799494,6767381,33.037,4609064,2008712,,12243,99789,87546,2108501,10828049,5000423000,2190820
1102,TW0002385002,2016,-3916910,727008,2579391,7697661,13764834,2868107,7798025,3076607,4453554,30877310,54972.7,24159007,6757724,64149805,12862540,5437344,35624872,77018060,9184618,7798025,35.578,5028077,2002577,,8757,85514,76757,2088091,11033438,,2272806
1102,TW0002385002,2017,-1639731,-396666,4471605,6339177,14212440,2878335,9854884,2679941,6077664,30106676,55414.5,23793637,6597320,67292084,13792778,6194719,39016689,78155686,5281157,9854884,34.784,4576950,1969888,,8281,79287,71006,2049175,10974505,,2903575
1102,TW0002385002,2018,-3247012,-727502,3974698,6531950,12867688,3056245,9189134,1952439,7066810,29187748,43968.84,24078155,7239941,68833950,14934034,5178507,40652426,87260406,6150646,9189134,35.067,4649536,2043512,,10119,88607,78488,2132119,11287592,,2466096
1102,TW0002385002,2019,-9029390,2184083,-850532,11058807,14298280,2624878,11042440,4136522,1477769,32359730,70511.69,27268375,8937748,71291918,17452333,8311867,39397891,92552325,9850949,11042440,39.115,6269465,2251870,,0,74166,74166,2326036,12731999,,3317811
1102,TW0002385002,2020,-6448470,-385171,1628724,8430192,16714347,4142372,9779708,3751351,663405,33010689,64185.14,27771243,9754446,75209725,18516596,8285833,42538043,95082227,11475218,9779708,39.555,7662700,2437434,,0,73033,73033,2510467,14057736,,3462575
1102,TW0002385002,2021,-3811602,-2025715,2469172,4388529,16461431,3893613,6762266,1725636,2036388,36307108,59325.27,30453689,12975652,83502458,20330042,9511292,47468662,107474079,5332187,6762266,43.018,8613018,2879979,,0,79775,79775,2959754,15608535,,3432827
1102,TW0002385002,2022,-4047531,10430709,3501528,16367729,16814341,4358347,16458534,12156345,3207753,42520872,60298.07,35655145,18640527,86777130,23041960,11341890,44436850,115748378,10375332,16458534,50.365,10418010,3101178,,0,91106,91106,3192284,15615511,,3572070
1102,TW0002385002,2023,-7977067,6997811,3532316,18789276,16987000,5420175,24304556,19154156,1625398,46320340,106787.4,39074156,21617149,90545832,24775032,11398830,44332175,98322545,21436907,24304556,53.936,9409004,2972475,,0,73918,73918,3046393,13794255,,3631911
1102,TW0002385002,2024,,,,,,,,,,,119708.3,,,,,,,,13191955,,,,,,,,,,,,
1103,TW0002362001,2014,9714431,-995369,10749945,474139,1419345,2151963,4202479,2503057,43539953,80252550,36959.12,50872621,-7810207,115151606,42779782,4226809,64266358,19054116,697654,4202479,77.536,2601934,130068,,784,15503,14719,145571,2635825,,502353
1103,TW0002362001,2015,6871540,3202026,2270240,-2060820,1883865,1707907,7605175,5814511,51592874,85812540,24628.03,48530518,-1445464,122382201,40592951,2778671,73837478,19393313,-357448,7605175,74.764,2513362,115950,,780,16285,15505,132235,2623879,,485430
1103,TW0002362001,2016,-3665627,-351782,323037,3408196,6596937,751479,7473778,5427335,47074025,76606249,19265.2,43290491,887590,112752774,36280604,2193133,69447928,19720086,695594,7473778,67.356,2093412,109150,,744,20889,20145,130039,2466944,2466940000,432890
1103,TW0002362001,2017,1285286,2012217,615736,1645290,8474857,478214,12282634,10881376,46627101,75352788,21075.58,42284137,926814,112259629,36516069,2538499,69959594,20876980,1682686,12282634,65.79,687923,169655,,11069,26095,15026,195750,2426250,2426250000,516335
1103,TW0002362001,2018,2941675,273964,1959325,-448777,9970165,546530,13869301,7796543,48011448,78694601,17469.9,41839842,6527536,112245846,38063584,3234002,70388716,19796072,1562423,13869301,67.766,1466849,154122,,7295,18930,11635,173052,2351030,2351030000,524797
1103,TW0002362001,2019,-8913974,251241,-7890419,1054913,10288317,642263,10740750,8047784,40450428,66056954,27870.28,39795261,608281,100204941,38956743,2865536,60409680,21900662,-117466,10740750,65.754,884163,189742,,0,9073,9073,198815,2334145,2334145000,556876
1103,TW0002362001,2020,-4802902,-3129733,-1248332,528181,9239251,248906,8364351,4918051,36659323,63071821,19985.03,39879138,-2556725,93653388,39667346,1604836,53774250,20238946,336571,8364351,66.999,1476183,290236,,0,11612,11612,301848,1944575,1944575000,541607
1103,TW0002362001,2021,-5991341,-1102010,-4214923,514691,6692563,373358,6350026,3816041,31700794,64403681,22351.84,41310424,2093288,90906799,40742938,2889789,49596375,26991842,142396,6350026,70.59,2089839,265934,,0,10991,10991,276925,2355365,2355365000,626653
1103,TW0002362001,2022,823421,3235378,893571,3193250,8095009,1228952,9259408,7051419,34088736,64569169,19631.77,41790352,938590,93344800,40011933,1632774,51554448,22196860,4118848,9259408,71.41,1918807,302949,,0,14714,14714,317663,2045363,2045363000,618707
1103,TW0002362001,2023,316232,-1835965,2526009,505514,5910724,877824,10220267,7180281,35073681,64143861,20358.86,41183369,329587,93695648,40156860,1935987,52512279,24379753,496063,10220267,70.373,1733706,285534,,0,26700,26700,312234,2082266,,681227
1103,TW0002362001,2024,,,,,,,,,,,37746.1,,,,,,,,286814,,,,,,,,,,,,
1104,KYG202881093,2014,-2157629,828067,4577912,8062473,8997856,1991661,18892338,8338117,169770592,79980816,81717.75,34338712,,235601986,12132818,14034130,199172905,34620062,11247103,18892338,23.994,8714587,1325494,,0,72513,3599,1329093,4118308,4118308000,
1104,KYG202881093,2015,-3287810,2763060,1099638,7276553,9932658,3067157,22668406,11097812,191633098,78363331,70404.44,37887041,,264620770,17087346,14411895,224590231,36951061,5965838,22668406,26.474,9020843,1611411,,0,142602,4328,1615739,4507087,4507087000,
1104,KYG202881093,2016,-3761830,1842078,-2415575,4073685,10336214,3531613,22190210,12936615,205891543,90573804,61404.53,39310443,,282328095,18526662,14703553,240819867,38025021,8810492,22190210,27.469,8967650,1866849,,0,170664,4995,1871844,4880074,4880074000,
1104,KYG202881093,2017,5129019,6095251,565560,1302856,10059227,3873382,29189515,19030593,227947847,107997070,100885.6,53661875,,323878898,23651779,18488661,267715077,41633534,3687104,29189515,33.789,13170252,2075955,,0,147656,4812,2080767,5313295,5313295,
1104,KYG202881093,2018,-4968470,-1465062,4525925,8188867,10349301,4804074,33247206,17579967,283201096,119509383,120440.6,61214225,,397017163,33047228,24950245,332954064,50472590,5246503,33247206,38.545,18184754,2237725,,0,157861,157861,2395586,6279818,6279818,
1104,KYG202881093,2019,-5392156,1095015,1593264,8517314,38076019,5415915,38672017,18660546,355562096,163114060,183955.8,69761962,,493908914,42383770,29767558,419970894,59132232,3837889,38672017,43.927,20885552,3672396,,0,176623,176623,3849019,7479157,7479157,
