No,ISIN CODE,Year,NET CASH FLOW - FINANCING,INCREASE/DECREASE IN CASH/SHOR,NET CASH FLOW - INVESTING,NET CASH FLOW-OPERATING ACTIVS,"PROPERTY, PLANT & EQUIP - NET",CASH DIVIDENDS PAID - TOTAL,CASH & SHORT TERM INVESTMENTS,CASH,TOTAL DEBT,TOTAL CAPITAL,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,WORKING CAPITAL,TOTAL ASSETS,RETAINED EARNINGS,EARNINGS BEF INTEREST & TAXES,TOTAL LIABILITIES,NET SALES OR REVENUES,FREE CASH FLOW,CASH - GENERIC,BOOK VALUE PER SHARE,OPERATING INCOME,DEPRECIATION,AMORT & IMPAIR OF GOODWILL,AMORTIZATION OF DEFERRED CHARG,AMORTIZATION-INTANGIBLE ASSETS,AMORTIZATION OF INTANGIBLES,DEPRECIATION/DEPLETION/AMORT,SALARIES & BENEFITS EXPENSES,Salaries and Wages from CSR reporting,RESEARCH & DEVELOPMENT
62,JP3711200000,2017,-40256000,-15705000,-7235000,17316000,23257000,21694000,,,923302000,1162563000,530528.1,418586000,,4565238000,222236000,55464000,4144893000,122814000,-132734000,604317000,3588.722,51765000,,,,,,4161000,18068000,,
62,JP3711200000,2018,301068000,-5970000,343614000,36576000,24628000,21813000,,,1105114000,1356671000,463103.1,436051000,,4894251000,243521000,65448000,4457017000,139870000,-43166000,573988000,3737.844,57984000,,,,,,3779000,19054000,,
62,JP3711200000,2019,288557000,71712000,183292000,-33553000,23641000,20300000,,,1156746000,1408658000,331683.5,448876000,,5231680000,259378000,59739000,4782970000,159066000,157537000,653814000,3847.121,47797000,,,,,,4784000,19641000,,
62,JP3711200000,2020,-1381000,-182331000,154279000,-26671000,23698000,17618000,,,1036364000,1232017000,208662.5,427492000,,5272855000,269989000,56693000,4848097000,173730000,-24836000,491488000,3663.648,43330000,,,,,,5407000,20810000,,
62,JP3711200000,2021,622620000,490320000,182396000,50096000,23311000,15053000,,,1052850000,1372938000,312165.8,494547000,,5899882000,283946000,44519000,5409876000,135057000,-44201000,983630000,4237.66,37871000,,,,,,5827000,21329000,,
62,JP3711200000,2022,860265000,214010000,433294000,-212961000,21785000,16109000,,,1044763000,1298016000,302229.4,493494000,,6696924000,302090000,49459000,6209659000,131960000,-499086000,1162876000,4226.118,43674000,,,,,,6461000,22649000,,
62,JP3711200000,2023,515398000,134487000,212798000,-168113000,21617000,18567000,,,947853000,1179645000,354986.5,438660000,,7130493000,292401000,39767000,6699374000,169077000,-50569000,1288086000,3756.248,4976000,,,,,,6984000,23615000,,
62,JP3711200000,2024,372064000,303525000,-161583000,-230122000,23159000,13548000,,,1036733000,1236630000,372748.4,384405000,,7558422000,228976000,12321000,7167344000,224886000,-230122000,1592744000,3290.51,-57159000,,,,,,7174000,24535000,,
63,JP3768600003,2014,-65425000,19450000,-29395000,55267000,53883000,502000,138382000,138382000,147860000,224571000,248155.2,119265000,147227000,443116000,63764000,33737000,323644000,587571000,71680000,138382000,346.833,28838000,,659000,1633000,,,2915000,15741000,,713000
63,JP3768600003,2015,-40235000,-4125000,4067000,39985000,55548000,1103000,134187000,134187000,128245000,214595000,361855.4,143828000,132255000,475994000,78495000,44685000,331905000,642167000,70413000,134187000,478.451,42698000,,939000,1513000,,,3119000,17237000,,804000
63,JP3768600003,2016,-16286000,18552000,30801000,65633000,100660000,3006000,152752000,152752000,174720000,310554000,306810.1,184936000,188180000,589993000,126726000,70734000,404619000,787354000,47326000,152752000,615.21,68762000,,1820000,,,,4572000,20159000,,1020000
63,JP3768600003,2017,-40213000,49341000,19824000,109536000,110392000,4509000,205123000,201269000,141851000,343195000,506537.4,237848000,208609000,628926000,180509000,79657000,390459000,772328000,104686000,205123000,791.238,89032000,,2832000,,,,6285000,23960000,,1172000
63,JP3768600003,2018,-34742000,5410000,16351000,56671000,125125000,12024000,211895000,208055000,125442000,384479000,431338.9,295998000,231667000,688308000,240880000,102122000,391473000,813276000,25477000,211895000,995.437,100805000,,663000,,,,4389000,25577000,,1343000
63,JP3768600003,2019,-12379000,6115000,14473000,33064000,134675000,15030000,215174000,212423000,120920000,461006000,430135.7,367011000,280986000,763874000,313242000,122125000,395823000,890981000,35843000,215174000,1234.13,98430000,,2267000,,,,6849000,24352000,,1850000
63,JP3768600003,2020,-8356000,-61226000,37222000,-15263000,153391000,27053000,155791000,152531000,152745000,526039000,384415,387676000,324988000,791841000,346039000,88056000,404159000,846029000,725000,155791000,1323.509,85925000,,203000,,,,4955000,24175000,,3034000
63,JP3768600003,2021,66799000,62545000,35772000,31877000,173010000,24962000,216623000,216107000,268322000,656548000,459613.6,394360000,417564000,947856000,369335000,72219000,553491000,809438000,47592000,216623000,1425.93,72909000,,203000,,,,5469000,24789000,,3905000
63,JP3768600003,2022,15728000,50564000,31601000,65455000,174182000,19503000,267467000,266891000,312120000,697835000,462922.3,417662000,459536000,1072989000,392149000,83500000,655322000,909708000,20628000,267467000,1520.726,82702000,,203000,,,,6098000,25681000,,3923000
63,JP3768600003,2023,50785000,-56531000,55446000,-51909000,211618000,23597000,211257000,206644000,391763000,784229000,553010.1,454084000,490397000,1187354000,427878000,89261000,733266000,1027277000,31765000,211257000,1666.294,90162000,,203000,,,,6382000,26755000,,3309000
63,JP3768600003,2024,-753000,75161000,39846000,115024000,175625000,22209000,286384000,284129000,415329000,916481000,555266.1,511246000,627317000,1345686000,461707000,85292000,834440000,1094421000,115024000,286384000,1874.169,85747000,,203000,,,,7649000,28031000,,3820000
64,JP3110650003,2014,-2920662,1016812,1125376,5015149,13264324,747316,11356139,9356139,9929381,31806426,160918.1,25736639,16926243,42892527,14342177,6383907,17155888,28145331,5015149,11356139,100.378,5995399,338059,,,,,1513840,3865163,,2714499
64,JP3110650003,2015,-1311273,2428732,3249376,6666139,15917359,1092363,13344553,13344553,9709853,38347447,302078.6,32592620,20827960,50878154,19071831,8398873,18285534,35323461,6666139,13344553,127.064,7976354,462373,,,,,1959516,4386087,,3230871
64,JP3110650003,2016,-4552342,-408880,3841103,8622997,15906179,1458482,12935673,12935673,9479826,38641732,295511.8,32263674,20974542,50239918,24518044,9243415,17976244,39511190,8622997,12935673,127.551,10002607,,,,,,2286511,5015892,,3886077
64,JP3110650003,2017,1598075,7056977,5268622,10257532,18996223,1897245,19992651,19992651,8822451,48679439,416502.3,44659059,27432963,63203772,30334809,10833653,18544713,42709758,10257532,19992651,173.143,10795243,,,,,,2552659,5491471,,4496956
64,JP3110650003,2018,-3749703,-2498159,10537251,11717546,24213352,1959811,19159492,19159492,6686986,57365533,628250.5,53599633,30289782,72573583,38414857,13588635,18973950,50124250,11717546,19159492,207.368,13773292,,,,,,2886436,6576113,,5052013
64,JP3110650003,2019,267861,1283408,10849150,11720093,29445996,2510479,18777900,18777900,6467205,68732737,791421.3,65427602,33202316,84152554,47140161,15016803,18702013,57216973,11720093,18777900,251.393,15168593,,,,,,3460373,7412661,,6036442
64,JP3110650003,2020,-850361,-223893,10389361,11166315,35386571,2811957,18554007,18554007,8776397,77669535,878420.9,71951360,35007283,93432269,53470675,12736402,21457072,56546224,11166315,18554007,276.148,12445643,,,,,,4198621,7545663,,6579114
64,JP3110650003,2021,10110000,2804000,16327000,8921000,40790000,2295000,21358000,21358000,9132000,97395000,789909.9,92913000,46460000,115031000,61199000,13231000,22093000,61507000,8921000,21358000,349.343,12795000,,,,,,4819000,8220000,,7524000
64,JP3110650003,2022,11368000,10962000,18703000,17302000,45561000,2994000,32321000,32321000,13340000,128534000,657896.6,119460000,58848000,154516000,69018000,15871000,33386000,77748000,17302000,32321000,439.796,15134000,,1034000,,,,7473000,9516000,,8869000
64,JP3110650003,2023,-2342000,2563000,15135000,19138000,53683000,3256000,36884000,34884000,16209000,139807000,699999.2,132313000,63945000,171715000,78867000,18051000,37415000,90101000,19138000,36884000,487.115,18018000,,1198000,,,,8711000,11376000,,9723000
64,JP3110650003,2024,-13878000,773000,21222000,34709000,60129000,3933000,38658000,35658000,8589000,154550000,658439.8,151217000,65202000,190625000,90742000,22015000,38664000,107547000,34709000,38658000,556.711,22035000,,1255000,,,,9719000,14063000,,11662000
65,JP3116000005,2014,-35842000,21118000,92183000,146782000,605415000,20353000,65064000,65064000,494682000,1099264000,1680219,881091000,-153532000,1927161000,477427000,132822000,1030651000,1785478000,132213000,65064000,634.881,128305000,,14247000,35490000,,,73297000,91801000,10086018,10718000
65,JP3116000005,2015,-73044000,-18944000,75583000,134241000,582098000,21629000,48210000,48210000,469854000,1102875000,1856969,877672000,-114695000,1893371000,524859000,116365000,1001542000,1857418000,156623000,48210000,638.898,135119000,,10564000,,,,71246000,98903000,10253900,10399000
65,JP3116000005,2016,119554000,5169000,268507000,153480000,570771000,23817000,51887000,48459000,596155000,1151533000,1774760,836355000,-184530000,2067556000,589934000,153831000,1221451000,1706901000,158209000,51887000,608.524,139992000,55609000,,2000,15522000,15520000,71131000,117039000,9961550,9550000
65,JP3116000005,2017,661882000,9594000,885823000,231424000,717914000,26571000,64950000,58054000,1284915000,2069708000,2577512,1145136000,-239731000,3335434000,713145000,203709000,2182686000,2084877000,216307000,64950000,833.207,187265000,72609000,,1000,29204000,29203000,101813000,220663000,10012200,11665000
65,JP3116000005,2018,-270564000,-737000,-22505000,251738000,689985000,41229000,64342000,57317000,1047048000,1926903000,2406806,1146420000,-225015000,3063015000,821119000,214061000,1913368000,2120291000,254622000,64342000,834.222,213286000,73739000,,0,,35466000,109205000,225710000,3.07222E+11,12365000
65,JP3116000005,2019,-158841000,-8828000,103666000,253470000,735022000,48556000,99766000,48489000,943214000,1783234000,2504007,1246314000,-340560000,3125054000,918524000,204781000,1876775000,2089048000,226103000,99766000,906.918,202961000,82398000,,0,,30637000,113035000,226366000,3.66707E+11,12828000
65,JP3116000005,2020,956759000,-29000,1243372000,275859000,810264000,46265000,52686000,48460000,1823627000,2416683000,1833323,1516124000,-963569000,4411782000,967230000,136563000,2893966000,2027762000,267893000,52686000,997.355,139126000,88022000,6400000,0,,35254000,123276000,217371000,3.95559E+11,13189000
65,JP3116000005,2021,-320325000,4283000,14348000,337812000,818398000,54220000,59862000,52743000,1596203000,2931699000,2579632,1757105000,-542715000,4513199000,1064645000,212526000,2754051000,2236076000,354076000,59862000,1155.822,187007000,95025000,13063000,0,,39789000,134814000,248173000,3.33039E+11,14234000
65,JP3116000005,2022,-219556000,-15304000,69186000,265991000,834721000,55738000,47466000,37438000,1497309000,3192987000,2154256,2060735000,-528417000,4775456000,1165543000,218298000,2712511000,2511108000,268642000,47466000,1355.708,223689000,98113000,181000,0,,42305000,140418000,267995000,3.67944E+11,15094000
65,JP3116000005,2023,-226746000,22506000,117713000,346961000,888070000,57761000,70414000,59945000,1410798000,3486731000,2844795,2460548000,-549997000,5237369000,1282432000,256140000,2771588000,2769091000,319431000,70414000,1618.741,246305000,101176000,0,0,,46815000,147991000,295448000,3.53025E+11,17470000
65,JP3116000005,2024,,,,,,,,,,,2749225,,,,,,,,352052000,,,,,,,,,,,,
66,JP3389900006,2014,-18442000,15228000,-2550000,30154000,292000,1110000,164951000,21736000,18220000,173467000,213702.4,159347000,,220037000,62156000,28707000,60690000,44892000,27914000,164951000,1197.151,27003000,,,,,,166000,3577000,,
66,JP3389900006,2015,-3970000,21605000,5744000,28822000,245000,1109000,164923000,28711000,15361000,192426000,223844.2,188125000,,238868000,88755000,42422000,50743000,64043000,34028000,164923000,1413.368,40344000,,,,,,136000,3251000,,
66,JP3389900006,2016,-14092000,9406000,-11768000,12787000,342000,4432000,144769000,18431000,5702000,193479000,164925.1,189501000,,214112000,101336000,19922000,24611000,41155000,9892000,144769000,1423.715,19112000,,,,,,136000,3278000,,
66,JP3389900006,2017,-5817000,7877000,1580000,15116000,268000,4434000,157121000,88179000,4320000,208832000,187487.9,207855000,,237756000,107973000,14228000,29901000,27857000,13686000,157121000,1561.63,12731000,,,,,,160000,2959000,,
66,JP3389900006,2018,-69046000,-37093000,-24732000,7425000,296000,4432000,121022000,67586000,977000,160481000,143545.4,160299000,,191449000,54005000,34789000,31150000,49188000,-1683000,121022000,1727.494,33544000,,,,,,225000,3087000,,
66,JP3389900006,2019,-3923000,-6207000,-213000,-2280000,312000,3310000,113644000,61378000,365000,163464000,136058.9,163215000,,184206000,59268000,13603000,20991000,26068000,-6464000,113644000,1758.93,12426000,,,,,,116000,1861000,,
66,JP3389900006,2020,-3581000,8162000,277000,12176000,435000,3464000,127343000,69540000,249000,188381000,157216.4,188366000,,221725000,67643000,17046000,33359000,29855000,18944000,127343000,2029.994,14969000,,,,,,189000,2075000,,
66,JP3389900006,2021,-13944000,35476000,-49154000,9000,370000,3650000,176147000,107517000,115000,215337000,202005.3,215237000,,262190000,102497000,56472000,46953000,67183000,-9658000,176147000,2438.703,54634000,,,,,,192000,1939000,,
66,JP3389900006,2022,-43474000,-54914000,-748000,-12957000,316000,4059000,131814000,52603000,183000,197439000,164733.5,197390000,,232745000,76579000,,35355000,28205000,-9555000,131814000,2769.143,17404000,,,,,,205000,2158000,,
66,JP3389900006,2023,-46225000,16878000,-69640000,-7245000,229000,3632000,153521000,69481000,149000,130860000,91265.63,130745000,,159563000,55148000,,28818000,77749000,-20176000,153521000,2404.064,60150000,,,,,,208000,2452000,,
66,JP3389900006,2024,6836000,-1875000,100000,-9570000,419000,8129000,157773000,67606000,15115000,152639000,114922.9,137639000,,165191000,54424000,,27552000,24621000,15980000,157773000,2526.228,8353000,,,,,,181000,2726000,,
67,JP3172500005,2014,-11166000,2551000,-1519000,12072000,41002000,4949000,46476000,45675000,8188000,148014000,148417.6,143979000,82676000,200107000,78679000,16173000,55744000,231697000,12208000,46476000,1608.362,13944000,3727000,127000,696000,823000,127000,4550000,24389000,,
67,JP3172500005,2015,-12617000,-3166000,2403000,11829000,39806000,5909000,42744000,42744000,6857000,142262000,197028.8,138338000,78895000,185760000,72859000,9114000,47207000,209454000,11605000,42744000,1598.967,6403000,3724000,225000,855000,1080000,225000,4804000,23411000,,
67,JP3172500005,2016,-11154000,-5638000,4984000,10564000,42265000,5118000,37052000,37052000,6311000,135397000,122544.9,131455000,72173000,179352000,67125000,7602000,47605000,208142000,9233000,37052000,1564.845,6701000,3845000,167000,,167000,167000,4012000,23095000,,
67,JP3172500005,2017,-7457000,-5190000,7147000,9487000,42176000,5041000,31520000,31520000,8282000,129475000,171042.1,127078000,64896000,175912000,59188000,4509000,48520000,204033000,17175000,31520000,1540.114,5829000,,217000,,,,4384000,23021000,,
67,JP3172500005,2018,-5840000,7661000,2915000,16393000,41226000,4952000,39069000,39069000,6896000,130827000,148264.5,126866000,68312000,186370000,59639000,8295000,59018000,211630000,7658000,39069000,1537.582,7284000,,100000,,,,4131000,23150000,,
67,JP3172500005,2019,-9876000,-8518000,3078000,4447000,41090000,4952000,30679000,30679000,4991000,126607000,155156.6,123583000,63453000,177439000,60172000,7781000,53252000,213840000,4365000,30679000,1526.6,7288000,,319000,,,,4045000,22634000,,
67,JP3172500005,2020,-9684000,-2480000,3370000,10602000,42124000,4827000,28233000,28233000,7302000,124734000,113635.8,119252000,62096000,168167000,59110000,5979000,48201000,221400000,15880000,28233000,1493.43,7585000,3901000,250000,,764000,764000,4665000,23975000,,
67,JP3172500005,2021,-309000,10851000,6085000,17163000,42086000,4793000,38940000,38940000,12665000,129919000,116429.1,123180000,64001000,183053000,61359000,10866000,59220000,220449000,10382000,38940000,1542.39,10577000,3518000,295000,,636000,636000,4154000,25205000,,
67,JP3172500005,2022,-12300000,-14152000,7710000,5713000,45268000,4734000,24800000,24800000,10762000,131238000,115362.5,122550000,61122000,184672000,59442000,11084000,61780000,228586000,8288000,24800000,1572.482,11552000,3791000,394000,,763000,763000,4554000,26033000,,
67,JP3172500005,2023,-3495000,-247000,7652000,10688000,46757000,4674000,24570000,24570000,12193000,136608000,123321.4,126623000,62435000,189733000,61997000,11923000,62770000,236235000,17048000,24570000,1624.453,11722000,3858000,381000,,828000,828000,4686000,26261000,,
67,JP3172500005,2024,-7413000,6775000,449000,14431000,48252000,4681000,31297000,31297000,9319000,137720000,117085.4,128845000,63207000,189940000,63670000,10374000,60788000,229856000,14431000,31297000,1652.709,8010000,4403000,321000,,880000,880000,5283000,25380000,,
68,JP3659200004,2014,3750000,5187000,3246000,3129000,69479000,1110000,53227000,53202000,58225000,177210000,145649.6,134010000,61738000,374399000,73533000,3505000,239197000,314638000,-2309000,53227000,2419.121,4767000,,,,,,1755000,7767000,,1281000
68,JP3659200004,2015,-5701000,-15629000,1236000,-10449000,70140000,1663000,37749000,37572000,54018000,165908000,135087.3,147847000,44437000,386458000,78372000,11403000,236905000,342989000,-4535000,37749000,2669.186,8723000,,,,,,1778000,8019000,,1226000
68,JP3659200004,2016,-2960000,-9518000,9688000,4120000,109746000,2764000,27942000,27903000,53310000,181902000,137588.9,153717000,55841000,351209000,90201000,14755000,195055000,308826000,26399000,27942000,2775.304,16265000,,,,,,1861000,8403000,,1254000
68,JP3659200004,2017,-15039000,11122000,13945000,40761000,85080000,4420000,39086000,39026000,42956000,194959000,197070.1,167804000,57401000,385642000,104981000,27377000,215854000,315228000,28252000,39086000,3029.646,25263000,,,,,,1825000,9767000,,1298000
68,JP3659200004,2018,-4918000,-6527000,15422000,13571000,96639000,5756000,32504000,32499000,43376000,210355000,150041.4,183171000,55002000,383918000,116132000,24910000,198699000,284412000,16872000,32504000,3348.372,22766000,,,,,,2011000,10340000,,1363000
68,JP3659200004,2019,38555000,-1026000,23633000,-15907000,114377000,5193000,31601000,31473000,86217000,224355000,130528.8,197238000,45729000,466205000,129706000,27355000,266874000,349318000,15936000,31601000,3605.583,24930000,,,,,,2209000,10543000,,1377000
68,JP3659200004,2020,20952000,14985000,20147000,14120000,133055000,5744000,46459000,46459000,121999000,229346000,108959.3,196872000,49188000,496885000,142684000,25908000,297598000,391621000,-28861000,46459000,3599.007,25317000,,,,,,2617000,10037000,,1506000
68,JP3659200004,2021,-12653000,-2884000,-5302000,4907000,141636000,5743000,43769000,43769000,115112000,267587000,179282.6,205983000,84146000,469126000,154041000,24441000,261589000,336241000,55312000,43769000,3765.637,20955000,,,,,,3350000,10045000,,1533000
68,JP3659200004,2022,-16074000,3550000,22532000,41242000,162131000,10651000,47121000,47121000,161084000,245729000,206800.3,151328000,44629000,471518000,158485000,23274000,313803000,323754000,34989000,47121000,3833.701,23689000,,4000,,,,3732000,10808000,,1748000
68,JP3659200004,2023,-2365000,6605000,27450000,35106000,163369000,10728000,53727000,53726000,169410000,251291000,209301.9,148842000,43074000,506186000,157326000,14302000,350038000,339757000,-8637000,53727000,3770.786,12620000,,8000,,,,3974000,10960000,,2038000
68,JP3659200004,2024,11083000,2805000,41819000,32019000,168821000,6388000,56532000,56532000,187159000,294063000,289576.1,168819000,40671000,579451000,163358000,19715000,402595000,401633000,32019000,56532000,4276.984,18518000,,8000,,,,4001000,11405000,,2229000
69,JP3937200008,2014,-6939000,-205000,10669000,15871000,24501000,4651000,67339000,52402000,19623000,147315000,198381.6,143318000,102021000,251347000,114277000,14942000,106369000,248416000,13305000,67339000,242.573,13907000,3722000,1871000,,1871000,1871000,5593000,36363000,,8767000
69,JP3937200008,2015,-6065000,-3924000,13472000,14182000,25698000,4650000,72442000,58837000,19459000,161948000,238869.1,158274000,108301000,264844000,121573000,12073000,104550000,254469000,13173000,72442000,267.887,15218000,3784000,1850000,,1850000,1850000,5634000,35746000,,10123000
69,JP3937200008,2016,-10536000,4026000,-4261000,11072000,24371000,4778000,69716000,48211000,15426000,158292000,231733.1,155006000,111882000,257592000,128476000,13482000,100626000,256889000,15628000,69716000,264.511,17136000,4147000,684000,,684000,684000,4831000,34257000,,11012000
69,JP3937200008,2017,-6441000,3889000,9060000,19947000,23223000,5160000,79547000,53940000,13965000,166898000,380162.3,163822000,120047000,262127000,136465000,18838000,96376000,254810000,19349000,79547000,279.556,20164000,,76000,,,,4151000,33315000,,10445000
69,JP3937200008,2018,-10851000,8802000,48000,19480000,25479000,5943000,82534000,46128000,13832000,179413000,334869.4,175995000,124876000,277250000,147728000,24346000,99288000,260384000,17970000,82534000,303.284,24026000,,71000,,,,4182000,33614000,,11261000
